
Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Coil Signal' (mV),Coil Signal" (mV),Range (mV),M. Quad. Signal (emu),M. Raw' (emu),M. Raw" (emu),Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),VSM Status (code),Motor Status (code),Measure Status (code),Measure Count,System Temp. (K),Temp. Status (code),Field Status (code),Chamber Status (code),Position Status (code),Evercool Status (code),Motor Current (amps),Motor Heatsink Temp. (C),System Field (Oe),Sample Position (deg),Bridge 1 Resistance (ohms),Bridge 1 Excitation (µA),Bridge 2 Resistance (ohms),Bridge 2 Excitation (µA),Bridge 3 Resistance (ohms),Bridge 3 Excitation (µA),Bridge 4 Resistance (ohms),Bridge 4 Excitation (µA),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (W),Drive 2 Iout (mA),Drive 2 Ipower (W),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,3949561553.71848,,0.0224974378943443,,,2,,,,13.2200002920628,,,,,,,,,0.0224974378943443,0.0224974378943443,,,8.884414,,,,,297.3773,5,1,1,1,0,0.0457763671875,44.4770278930664,0.0224974378943443,,,,,,,,,,,,,,,,,,,,,,,299.7827148,,,,
,3949561572.15829,299.75016785,0.0224974378943443,11.7021935112467,0.00162022579038324,1,0.999253354069792,40.0298881530762,1.99122615349795,13.2099995389581,63.6466657976445,11.7534626439674,250,-0.009160101238195,11.6999067560581,0.0404868980437897,299.7482605,299.7520752,0.0224974378943443,0.0224974378943443,54.874230192602,20.5646177614725,8.140677,0,0,0,40,297.4717,1,1,1,1,0,2.23953247070313,48.3870964050293,0.0224974378943443,,,,,,,,,,,,,0,,,,8.7092161,,,,,,299.75016785,,,,
,3949561597.30731,299.7239532,26.9851937741041,11.7045319475477,0.00185487485905496,1,0.999253354069792,40.0298881530762,1.99127298335362,13.2099995389581,63.6637957142044,11.7405820614943,250,-0.0119888232675188,11.7022705297906,0.0376430808095505,299.7224731,299.7254333,0.0899897515773773,53.8803977966309,55.1751571725058,20.5558549283232,8.140677,0,0,0,40,297.60075,1,6,1,1,0,2.24777221679688,50.8308906555176,26.9851937741041,,,,,,,,,,,,,0,,,,8.885417,,,,,,299.7239532,,,,
,3949561598.6494,299.72279355,108.981611251831,11.7057643821024,0.00172017440632437,1,0.999253354069792,40.0298881530762,1.99115385194179,13.2099995389581,63.6614011902552,11.7701814254134,250,-0.00664670160142107,11.7034807374446,0.0429876564615654,299.7224731,299.723114,53.8803977966309,164.082824707031,55.1853183432558,20.5579482460379,8.140677,0,0,0,40,297.60835,1,6,1,1,0,2.2418212890625,50.8308906555176,108.981611251831,,,,,,,,,,,,,0,,,,8.7966557,,,,,,299.72279355,,,,
,3949561599.94964,299.7229614,216.452026367188,11.7039757970807,0.00129783521476089,1,0.999253354069792,40.0298881530762,1.99131752000613,13.2099995389581,63.6575516992128,11.7651420857529,250,-0.00741374870534903,11.7016958139167,0.0422118613276766,299.7228088,299.723114,164.082824707031,268.821228027344,55.8700249261021,20.5574844155969,8.140677,0,0,0,40,297.6133,1,6,1,1,0,2.242431640625,50.8308906555176,216.452026367188,,,,,,,,,,,,,0,,,,8.885417,,,,,,299.7229614,,,,
,3949561601.00675,299.722229,311.120697021484,11.7048836143833,0.00181282999680794,1,0.999253354069792,40.0298881530762,1.99130664701161,13.2099995389581,63.6657369810483,11.7466674826489,250,-0.0109665976514793,11.7026189502379,0.0386623469140883,299.7216492,299.7228088,268.821228027344,353.420166015625,55.1446736602558,20.5594535433987,8.140677,0,0,0,40,297.6178,1,6,1,1,0,2.23953247070313,51.3196487426758,311.120697021484,,,,,,,,,,,,,0,,,,8.9741783,,,,,,299.722229,,,,
,3949561602.09413,299.72155765,418.950927734375,11.7126321323904,0.00159496273340406,1,0.999253354069792,40.0298881530762,1.99136091829436,13.2200000807643,63.7038800763269,11.7854793247791,250,-0.00532308983408767,11.7103424536743,0.044336028215855,299.7214661,299.7216492,353.420166015625,484.481689453125,54.7233758883904,20.5561058371182,8.140677,0,0,0,40,297.6237,1,6,1,1,0,2.24838256835938,51.3196487426758,418.950927734375,,,,,,,,,,,,,0,,,,8.9741783,,,,,,299.72155765,,,,
,3949561603.41681,299.7209473,556.125762939453,11.713604135127,0.00109986506969554,1,0.999253354069792,40.0298881530762,1.99140339640636,13.2200000807643,63.7133346686019,11.771387917879,250,-0.00813768758956993,11.7113266417777,0.0415242555144129,299.7204285,299.7214661,484.481689453125,627.769836425781,55.2181467410635,20.5564735475959,8.140677,0,0,0,40,297.63035,1,6,1,1,0,2.24777221679688,51.3196487426758,556.125762939453,,,,,,,,,,,,,0,,,,8.9741783,,,,,,299.7209473,,,,
,3949561604.65887,299.72032165,683.341674804688,11.7248467616063,0.00148449292280848,1,0.999253354069792,40.0298881530762,1.991283894567,13.2099995389581,63.768706764599,11.7930511669642,250,-0.00611132355726082,11.7225588755848,0.0435963814509063,299.7202148,299.7204285,627.769836425781,738.913513183594,55.8231272149482,20.5572684564881,8.884414,0,0,0,40,297.6353,1,6,1,1,0,2.24884033203125,51.3196487426758,683.341674804688,,,,,,,,,,,,,0,,,,8.885417,,,,,,299.72032165,,,,
,3949561605.76141,299.7193756,789.068511962891,11.7280011314724,0.0020880179551387,1,0.999253354069792,40.0298881530762,1.99151039672238,13.2099995389581,63.7956499605977,11.7829196932328,250,-0.00879861354533283,11.7257245349297,0.0409218630820352,299.7185364,299.7202148,738.913513183594,839.223510742188,55.3635296456405,20.5606578275973,8.140677,0,0,0,40,297.63875,1,6,1,1,0,2.2491455078125,51.3196487426758,789.068511962891,,,,,,,,,,,,,0,,,,8.885417,,,,,,299.7193756,,,,
