
Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Coil Signal' (mV),Coil Signal" (mV),Range (mV),M. Quad. Signal (emu),M. Raw' (emu),M. Raw" (emu),Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),VSM Status (code),Motor Status (code),Measure Status (code),Measure Count,System Temp. (K),Temp. Status (code),Field Status (code),Chamber Status (code),Position Status (code),Evercool Status (code),Motor Current (amps),Motor Heatsink Temp. (C),System Field (Oe),Sample Position (deg),Bridge 1 Resistance (ohms),Bridge 1 Excitation (µA),Bridge 2 Resistance (ohms),Bridge 2 Excitation (µA),Bridge 3 Resistance (ohms),Bridge 3 Excitation (µA),Bridge 4 Resistance (ohms),Bridge 4 Excitation (µA),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (W),Drive 2 Iout (mA),Drive 2 Ipower (W),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,3949558601.96683,393.1999359,13310.3930664063,9.53385049939937,0.00540226188945434,1,0.999253354069792,40.0298881530762,2.00167344212911,12.8399999812245,51.9975283559309,9.36204053421157,250,-0.0405346053714128,9.50215793179999,-0.00960154852545035,393.1997375,393.2001343,13245.2255859375,13375.560546875,55.6402261414482,20.5207095439516,9.256284,0,0,0,40,393.63175,1,6,1,1,0,2.22946166992188,63.5386123657227,13310.3930664063,,,,,,,,,,,,,0,,,,11.63639405,,,,,,393.1999359,,,,
,3949558603.18109,393.1995392,13430.5859375,9.75390152646102,0.00534811583797751,1,0.999253354069792,40.0298881530762,2.00156805695066,12.8499995917082,53.1936980037697,9.58445205868412,250,-0.0402188164704454,9.72147356238252,-0.0085763064465026,393.1989441,393.2001343,13375.560546875,13485.611328125,55.2963095929866,20.518938370135,9.256284,0,0,0,40,393.6287,1,6,1,1,0,2.2589111328125,64.0273742675781,13430.5859375,,,,,,,,,,,,,0,,,,11.752636,,,,,,393.1995392,,,,
,3949558604.32606,393.1989441,13545.642578125,9.86009069703414,0.00496217090173558,1,0.999253354069792,40.0298881530762,2.00155307205497,12.8399999812245,53.771849215472,9.69181005531771,250,-0.0400903576525988,9.82730807159312,-0.00810561333793498,393.1989441,393.1989441,13485.611328125,13605.673828125,55.6613301114674,20.5238958012746,9.256284,0,0,0,40,393.6271,1,6,1,1,0,2.25067138671875,63.5386123657227,13545.642578125,,,,,,,,,,,,,0,,,,11.69422485,,,,,,393.1989441,,,,
,3949558605.6458,393.19795225,13680.703125,9.95981512277476,0.00489383775672769,1,0.999253354069792,40.0298881530762,2.00163126883795,12.8399999812245,54.3187813098036,9.7846947882091,250,-0.0415067092910131,9.92670452976321,-0.00919545149596943,393.1969604,393.1989441,13605.673828125,13755.732421875,55.8395414138521,20.5198497310952,8.512546,0,0,0,40,393.6224,1,6,1,1,0,2.24624633789063,63.5386123657227,13680.703125,,,,,,,,,,,,,0,,,,11.5779829,,,,,,393.19795225,,,,
,3949558607.09907,393.1964569,13825.7495117188,10.1475637775746,0.00461921553665813,1,0.999253354069792,40.0298881530762,2.00156081232966,12.8399999812245,55.3398221848813,9.97425302986051,250,-0.041288184748341,10.1138262932358,-0.0083716114726462,393.1959534,393.1969604,13755.732421875,13895.7666015625,55.4846820661213,20.5237090087585,8.512546,0,0,0,40,393.6189,1,6,1,1,0,2.244873046875,64.0273742675781,13825.7495117188,,,,,,,,,,,,,0,,,,11.5779829,,,,,,393.1964569,,,,
,3949558608.51313,393.19610595,13965.7524414063,10.2363924139855,0.00441164237053432,1,0.999253354069792,40.0298881530762,2.0016278462511,12.8399999812245,55.8258291981472,10.0632147453146,250,-0.0414065772787876,10.2023589641104,-0.0082031895838673,393.1959534,393.1962585,13895.7666015625,14035.73828125,55.4784290379674,20.519412745731,8.512546,0,0,0,40,393.6189,1,6,1,1,0,2.24349975585938,63.5386123657227,13965.7524414063,,,,,,,,,,,,,0,,,,11.6358137,,,,,,393.19610595,,,,
,3949558609.75061,393.19654845,14090.7416992188,10.3209164959633,0.00440865410875326,1,0.999253354069792,40.0298881530762,2.00156579018711,12.8399999812245,56.2854462648036,10.1440895559867,250,-0.0420990646769956,10.2866030438804,-0.00862072423170635,393.1962585,393.1968384,14035.73828125,14145.7451171875,55.6918136237174,20.5235153831034,9.256284,0,0,0,40,393.6161,1,6,1,1,0,2.25296020507813,63.5386123657227,14090.7416992188,,,,,,,,,,,,,0,,,,11.52072665,,,,,,393.19654845,,,,
,3949558610.93498,393.1972809,14210.810546875,10.402118169521,0.00445537893090062,1,0.999253354069792,40.0298881530762,2.00162047072009,12.8399999812245,56.7297383619535,10.2244604004115,250,-0.0423770239330168,10.3675343684157,-0.00863581146802059,393.1968384,393.1977234,14145.7451171875,14275.8759765625,55.6652382540636,20.5238130133697,8.512546,0,0,0,40,393.6125,1,6,1,1,0,2.24456787109375,63.5386123657227,14210.810546875,,,,,,,,,,,,,0,,,,11.5791378,,,,,,393.1972809,,,,
,3949558613.09511,393.1943359,14425.9677734375,10.5521719516729,0.00413410122032104,1,0.999253354069792,40.0298881530762,2.00158356684558,12.8499995917082,57.5481302325109,10.3659296711017,250,-0.0440585965854589,10.5170937319782,-0.00982780322866652,393.1943359,393.1943359,14415.9287109375,14436.0068359375,55.771539732679,20.5210785916271,9.256284,0,0,0,40,393.60895,1,6,1,1,0,2.25082397460938,63.5386123657227,14425.9677734375,,,,,,,,,,,,,0,,,,11.6358137,,,,,,393.1943359,,,,
,3949558613.92978,393.19462585,14506.0600585938,10.6894871773557,0.00349392978178382,1,0.999253354069792,40.0298881530762,2.0015945748358,12.8399999812245,58.2963335299234,10.5061994263832,250,-0.0436550857445092,10.6539492535051,-0.00898237120979373,393.1943359,393.1949158,14436.0068359375,14576.11328125,55.646479169602,20.522776982691,8.512546,0,0,0,40,393.60735,1,6,1,1,0,2.25265502929688,63.5386123657227,14506.0600585938,,,,,,,,,,,,,0,,,,11.6358137,,,,,,393.19462585,,,,
