
Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Coil Signal' (mV),Coil Signal" (mV),Range (mV),M. Quad. Signal (emu),M. Raw' (emu),M. Raw" (emu),Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),VSM Status (code),Motor Status (code),Measure Status (code),Measure Count,System Temp. (K),Temp. Status (code),Field Status (code),Chamber Status (code),Position Status (code),Evercool Status (code),Motor Current (amps),Motor Heatsink Temp. (C),System Field (Oe),Sample Position (deg),Bridge 1 Resistance (ohms),Bridge 1 Excitation ( A),Bridge 2 Resistance (ohms),Bridge 2 Excitation ( A),Bridge 3 Resistance (ohms),Bridge 3 Excitation ( A),Bridge 4 Resistance (ohms),Bridge 4 Excitation ( A),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (W),Drive 2 Iout (mA),Drive 2 Ipower (W),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,3956221662.85176,,0.0899897515773773,,,2,,,,15.5500002714992,,,,,,,,,0.0899897515773773,0.0899897515773773,,,7.025072,,,,,292.1097,1,1,1,1,0,0.041046142578125,40.5669593811035,0.0899897515773773,,,,,,,,,,,,,,,,,,,,,,,293.0664673,,,,
sample offset = 34.07 mm touchdown = 9.27000027149916 mm,3956221698.93844,293.0205994,-0.0449948757886887,0.248561570075942,3.37850055167875E-5,1,0.999253354069792,40.0298881530762,1.990704551393,15.54000005126,2.76669700793309,0.484048683072619,250,0.000595163938279415,0.248553246053142,0.000765485610739039,293.0202332,293.0209656,-0.0449948757886887,-0.0449948757886887,54.7757449991789,20.5616218636843,8.884414,0,0,0,40,292.15105,1,4,1,1,0,2.24029541015625,43.9882698059082,-0.0449948757886887,,,,,,,,,,,,,0,,,,12.7304459,,,,,,293.0205994,,,,
,3956221712.32207,293.0114441,79.9554672241211,0.256179632583373,0.000843263733109612,1,0.999253354069792,40.0298881530762,1.9907943674191,15.54000005126,2.85141764883885,0.500063829801917,250,0.000717390965120552,0.256170983148843,0.000892919336979936,293.0114441,293.0114441,71.1395645141602,88.771369934082,54.5858092690058,20.5628178440588,8.140677,0,0,0,40,292.16405,1,6,1,1,0,2.242431640625,45.9433059692383,79.9554672241211,,,,,,,,,,,,,0,,,,12.7304459,,,,,,293.0114441,,,,
,3956221712.97314,293.0114441,131.356273651123,0.33319582930813,0.00627600672839183,1,0.999253354069792,40.0298881530762,1.99076151061382,15.54000005126,3.70726594960157,0.65806581000778,250,0.00162241454100459,0.33318410723888,0.00185069001834184,293.0114441,293.0114441,88.771369934082,173.941177368164,55.0321191534866,20.5645559140211,7.025072,0,0,0,40,292.16385,1,6,1,1,0,2.24472045898438,45.9433059692383,131.356273651123,,,,,,,,,,,,,0,,,,12.4203172,,,,,,293.0114441,,,,
,3956221714.0487,293.01078795,222.051704406738,0.611982013018197,0.0153398999591239,1,0.999253354069792,40.0298881530762,1.99078594996333,15.54000005126,6.80796845741494,1.21600183671732,250,0.00363683139514406,0.611960033321571,0.00405608038673055,293.0101318,293.0114441,173.941177368164,270.162231445313,54.8140447966212,20.563471205238,7.025072,0,0,0,40,292.1647,1,6,1,1,0,2.24197387695313,45.9433059692383,222.051704406738,,,,,,,,,,,,,0,,,,12.29440355,,,,,,293.01078795,,,,
,3956221715.24802,293.0093231,332.495849609375,1.06766714396487,0.0198753514655523,1,0.999253354069792,40.0298881530762,1.99081299111754,15.54000005126,11.8790663402732,2.11166868721324,250,0.00546457627576845,1.06762940240791,0.00619601680401399,293.0085144,293.0101318,270.162231445313,394.829467773438,54.9133116185635,20.5683680202907,8.884414,0,0,0,40,292.1662,1,6,1,1,0,2.2406005859375,45.9433059692383,332.495849609375,,,,,,,,,,,,,0,,,,12.4786186,,,,,,293.0093231,,,,
,3956221716.52052,293.00823975,460.893157958984,2.13343768659352,0.0209426606768477,1,0.999253354069792,40.0298881530762,1.99072890424316,15.54000005126,23.738183380372,4.20708428599336,250,0.0098123061755079,2.13336303074354,0.0112739072290552,293.0079651,293.0085144,394.829467773438,526.956848144531,55.3260114767174,20.5613021472745,7.025072,0,0,0,40,292.1659,1,6,1,1,0,2.24456787109375,46.4320640563965,460.893157958984,,,,,,,,,,,,,0,,,,12.5412607,,,,,,293.00823975,,,,
,3956221717.79846,293.00756835,592.772338867187,2.65697387252509,0.0201547652157763,1,0.999253354069792,40.0298881530762,1.99086120330758,15.54000005126,29.5667927441268,5.2313848811161,250,0.0114625719652585,2.65688141893274,0.0132828335748125,293.0071716,293.0079651,526.956848144531,658.587829589844,55.3103789063328,20.5662845250977,7.768809,0,0,0,40,292.16725,1,6,1,1,0,2.24685668945313,46.4320640563965,592.772338867187,,,,,,,,,,,,,0,,,,12.6039028,,,,,,293.00756835,,,,
,3956221718.93291,293.00674435,703.820404052734,3.16224476631839,0.019577188156427,1,0.999253354069792,40.0298881530762,1.99074236637801,15.54000005126,35.1874741187983,6.22546086138318,250,0.0136061558127104,3.16213476075117,0.0157725234912014,293.0063171,293.0071716,658.587829589844,749.052978515625,55.0446252097943,20.5655486654487,7.768809,0,0,0,40,292.1701,1,6,1,1,0,2.23983764648438,46.4320640563965,703.820404052734,,,,,,,,,,,,,0,,,,12.66717435,,,,,,293.00674435,,,,
,3956221720.0295,293.0062103,809.164733886719,3.65299467851306,0.0190410149352946,1,0.999253354069792,40.0298881530762,1.990832440559,15.54000005126,40.650525551811,7.1889640563524,250,0.0154533283234743,3.65286778544913,0.0179558713919856,293.0061035,293.0063171,749.052978515625,869.276489257812,54.8726669355635,20.5692444774447,8.140677,0,0,0,40,292.1705,1,6,1,1,0,2.23983764648438,46.4320640563965,809.164733886719,,,,,,,,,,,,,0,,,,12.60453225,,,,,,293.0062103,,,,
