Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Coil Signal' (mV),Coil Signal" (mV),Range (mV),M. Quad. Signal (emu),M. Raw' (emu),M. Raw" (emu),Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),VSM Status (code),Motor Status (code),Measure Status (code),Measure Count,System Temp. (K),Temp. Status (code),Field Status (code),Chamber Status (code),Position Status (code),Evercool Status (code),Motor Current (amps),Motor Heatsink Temp. (C),System Field (Oe),Sample Position (deg),Bridge 1 Resistance (ohms),Bridge 1 Excitation ( A),Bridge 2 Resistance (ohms),Bridge 2 Excitation ( A),Bridge 3 Resistance (ohms),Bridge 3 Excitation ( A),Bridge 4 Resistance (ohms),Bridge 4 Excitation ( A),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (W),Drive 2 Iout (mA),Drive 2 Ipower (W),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,3956202556.74275,300.02877805,2571.04052734375,-10.8420007418248,0.00113958115815713,1,0.999253354069792,40.0298881530762,2.00210028713198,15.70999994874,-121.327094023314,-21.37233033529,250,-0.0388021756424551,-10.8416506355184,-0.0460025141325913,300.027832,300.0297241,2506.17602539062,2635.90502929687,55.1798469436212,20.5384769783175,8.884414,0,0,0,40,299.85865,1,6,1,1,0,2.22824096679687,47.8983383178711,2571.04052734375,,,,,,,,,,,,,0,,,,11.8116336,,,,,,300.02877805,,,,
,3956202557.97777,300.02812195,2700.837890625,-10.8349175917711,0.00131221294805821,1,0.999253354069792,40.0298881530762,2.00205714227265,15.70999994874,-121.246011410533,-21.3537621419907,250,-0.0384054957256754,-10.8345679686165,-0.0456010583874322,300.027832,300.0284119,2635.90502929687,2765.77075195313,55.0844882642751,20.540247477037,8.884414,0,0,0,40,299.8572,1,6,1,1,0,2.23587036132813,47.8983383178711,2700.837890625,,,,,,,,,,,,,0,,,,11.69422485,,,,,,300.02812195,,,,
,3956202559.29883,300.0279999,2835.68676757813,-10.8303211245518,0.001211287242299,1,0.999253354069792,40.0298881530762,2.002184377486,15.70999994874,-121.200360741004,-21.3558243920049,250,-0.0392648289194803,-10.8299710740658,-0.0464572494514099,300.0275879,300.0284119,2765.77075195313,2905.60278320313,55.2838035366789,20.5413895961109,7.025072,0,0,0,40,299.85485,1,6,1,1,0,2.2454833984375,47.8983383178711,2835.68676757813,,,,,,,,,,,,,0,,,,11.69422485,,,,,,300.0279999,,,,
,3956202560.69394,300.02790835,2970.46545410156,-10.8273528978899,0.000859016022619091,1,0.999253354069792,40.0298881530762,2.00206366835859,15.70999994874,-121.159820552513,-21.350071649677,250,-0.0393746525560833,-10.8270028689088,-0.0465650380034281,300.0275879,300.0282288,2905.60278320313,3035.328125,55.2322160544097,20.5406292541673,8.884414,0,0,0,40,299.85235,1,6,1,1,0,2.25051879882813,47.8983383178711,2970.46545410156,,,,,,,,,,,,,0,,,,11.752636,,,,,,300.02790835,,,,
,3956202562.00194,300.02838135,3100.26733398438,-10.8233752216161,0.0011080734048355,1,0.999253354069792,40.0298881530762,2.00220472751816,15.70999994874,-121.123570921558,-21.3438140448245,250,-0.0393715656745339,-10.8230253233817,-0.0465592058128657,300.0282288,300.0285339,3035.328125,3165.20654296875,55.1978243995635,20.5421367726212,8.884414,0,0,0,40,299.8515,1,6,1,1,0,2.23953247070313,48.3870964050293,3100.26733398438,,,,,,,,,,,,,0,,,,11.8116336,,,,,,300.02838135,,,,
,3956202563.38157,300.0278015,3235.39562988281,-10.8181015911493,0.00112973543791853,1,0.999253354069792,40.0298881530762,2.00208316297964,15.70999994874,-121.064382599987,-21.2917841530494,250,-0.0357469150908466,-10.8177542711893,-0.0429310213849412,300.0270691,300.0285339,3165.20654296875,3305.58471679687,55.4674862386982,20.5402999894403,8.140677,0,0,0,40,299.8517,1,6,1,1,0,2.2369384765625,48.3870964050293,3235.39562988281,,,,,,,,,,,,,0,,,,11.8116336,,,,,,300.0278015,,,,
,3956202564.63701,300.0270996,3360.55139160156,-10.8111454673978,0.00112479045803605,1,0.999253354069792,40.0298881530762,2.00211535363462,15.70999994874,-120.983395427878,-21.3075912876943,250,-0.0383287322384091,-10.8107966521606,-0.0455080191139317,300.0270691,300.0271301,3305.58471679687,3415.51806640625,55.057131266102,20.5415432145863,8.884414,0,0,0,40,299.8516,1,6,1,1,0,2.22946166992187,48.3870964050293,3360.55139160156,,,,,,,,,,,,,0,,,,11.752636,,,,,,300.0270996,,,,
,3956202565.72946,300.0269928,3470.46228027344,-10.8103098506354,0.000860262449960864,1,0.999253354069792,40.0298881530762,2.00216619440698,15.70999994874,-120.978312569597,-21.2990109389385,250,-0.0376597637687452,-10.8099615117307,-0.044838440674881,300.0268555,300.0271301,3415.51806640625,3525.40649414063,55.2619179381405,20.5409634374961,8.140677,0,0,0,40,299.85035,1,6,1,1,0,2.24411010742187,48.3870964050293,3470.46228027344,,,,,,,,,,,,,0,,,,11.752636,,,,,,300.0269928,,,,
,3956202566.93902,300.0263367,3590.390625,-10.8046804034949,0.00109482159210227,1,0.999253354069792,40.0298881530762,2.00208754089379,15.70999994874,-120.912746816793,-21.2752563269518,250,-0.0365818122209323,-10.8043329565356,-0.0437567009448019,300.0258179,300.0268555,3525.40649414063,3655.37475585937,55.1986060280828,20.5430455407665,7.025072,0,0,0,40,299.84895,1,6,1,1,0,2.25311279296875,48.3870964050293,3590.390625,,,,,,,,,,,,,0,,,,11.5791378,,,,,,300.0263367,,,,
,3956202568.24503,300.02590945,3720.24328613281,-10.7963253429633,0.00120872293500735,1,0.999253354069792,40.0298881530762,2.00205641691121,15.70999994874,-120.812523211891,-21.2869011307178,250,-0.0390915661108294,-10.7959764915618,-0.046260697202106,300.0258179,300.026001,3655.37475585937,3785.11181640625,55.6214670569867,20.5425741693472,8.140677,0,0,0,40,299.849,1,6,1,1,0,2.24700927734375,48.3870964050293,3720.24328613281,,,,,,,,,,,,,0,,,,11.69772575,,,,,,300.02590945,,,,
,3956202569.42916,300.0262146,3845.05297851562,-10.7935830511733,0.00111933127573594,1,0.999253354069792,40.0298881530762,2.00214160714115,15.70999994874,-120.78849568266,-21.2726877640134,250,-0.0382168348825298,-10.7932348772472,-0.0453840161480459,300.026001,300.0264282,3785.11181640625,3904.994140625,55.2228365121789,20.5438592232338,8.884414,0,0,0,40,299.84995,1,6,1,1,0,2.24380493164062,48.3870964050293,3845.05297851562,,,,,,,,,,,,,0,,,,11.87122395,,,,,,300.0262146,,,,
,3956202570.52088,300.02615355,3954.93029785156,-10.7884710207159,0.00130610629166006,1,0.999253354069792,40.0298881530762,2.00213951571804,15.70999994874,-120.733750813636,-21.2476029683947,250,-0.0368603519565121,-10.7881239128736,-0.0440240471961584,300.0258789,300.0264282,3904.994140625,4004.86645507812,55.2517567673905,20.5419398741103,7.025072,0,0,0,40,299.8506,1,6,1,1,0,2.24578857421875,48.8758583068848,3954.93029785156,,,,,,,,,,,,,0,,,,11.87122395,,,,,,300.02615355,,,,
,3956202571.74642,300.02555845,4074.65783691406,-10.7842092698798,0.000872368747727721,1,0.999253354069792,40.0298881530762,2.00213102748297,15.70999994874,-120.686732185116,-21.2323317265459,250,-0.036239484430427,-10.7838627127563,-0.0434002510610805,300.025238,300.0258789,4004.86645507812,4144.44921875,55.3299196193135,20.5425555058581,7.025072,0,0,0,40,299.85035,1,6,1,1,0,2.23770141601562,48.8758583068848,4074.65783691406,,,,,,,,,,,,,0,,,,11.87122395,,,,,,300.02555845,,,,
,3956202573.14678,300.0253906,4219.34790039063,-10.7763403185811,0.000941756731658685,1,0.999253354069792,40.0298881530762,2.0020968313226,15.70999994874,-120.596842868987,-21.2154913083972,250,-0.0361242312587791,-10.7759940866207,-0.043279633351955,300.025238,300.0255432,4144.44921875,4294.24658203125,55.2408139681212,20.5452229184276,8.884414,0,0,0,40,299.85005,1,6,1,1,0,2.24502563476562,48.8758583068848,4219.34790039063,,,,,,,,,,,,,0,,,,11.69422485,,,,,,300.0253906,,,,
,3956202574.57105,300.02500915,4359.21118164063,-10.7715534054021,0.00117602229499394,1,0.999253354069792,40.0298881530762,2.00204929125363,15.70999994874,-120.53981858489,-21.2094999238004,250,-0.0364585350168818,-10.7712071072403,-0.0436106129237208,300.0244751,300.0255432,4294.24658203125,4424.17578125,55.2228365121789,20.5448201696077,8.140677,0,0,0,40,299.84965,1,6,1,1,0,2.22900390625,47.4095802307129,4359.21118164063,,,,,,,,,,,,,0,,,,11.8128128,,,,,,300.02500915,,,,
