[Header]
; VSM Data File (default extension .dat)

Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Coil Signal' (mV),Coil Signal" (mV),Range (mV),M. Quad. Signal (emu),M. Raw' (emu),M. Raw" (emu),Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),VSM Status (code),Motor Status (code),Measure Status (code),Measure Count,PPMS Status (code),System Temp. (K),System Field (Oe),Sample Position (deg),Bridge 1 Resistance (ohms),Bridge 1 Excitation (µA),Bridge 2 Resistance (ohms),Bridge 2 Excitation (µA),Bridge 3 Resistance (ohms),Bridge 3 Excitation (µA),Bridge 4 Resistance (ohms),Bridge 4 Excitation (µA),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (W),Drive 2 Iout (mA),Drive 2 Ipower (W),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,19442333.23,299.9967957,-0.179979503154755,,,2,,,,10.7800001868606,,,,,,,299.9967957,299.9967957,-0.179979503154755,-0.179979503154755,,,7.396941,,,,-99999999,4369,300.0522,-0.179979503154755,,,,,,,,,,,,,,,,,,,,,,,299.9967957,,,,
sample offset = 35.73 mm touchdown = 6.14000018686056 mm,19442368.755,300.009491,0.191228225827217,0.0169248884386045,0.000112761108743155,1,0.999253354069792,40.0298881530762,1.98035158425644,10.780000127852,0.0852375081200617,0.0510119677135674,250,0.00629230147395243,0.0168950117602892,0.00636208856252184,300.009491,300.009491,0.134984627366066,0.247471824288368,55.3674377882366,20.9247750059813,9.256284,0,0,0,40,4417,300.04545,0.191228225827217,,,,,,,,,,,,,0,,,,10.5295868,,,,,,300.009491,,,,
,19442381.29,300.0129089,52.060604095459,0.0172483288618856,0.000104793449438761,1,0.999253354069792,40.0298881530762,1.98077789751792,10.7699995860457,0.0865020098161592,0.0540612383707502,250,0.00679395412271035,0.0172162767444514,0.00686499757002728,300.0129089,300.0129089,43.0677680969238,61.0534400939941,55.4987513794674,20.9288425724521,7.396941,0,0,0,40,4449,300.0398,52.060604095459,,,,,,,,,,,,,0,,,,10.5295868,,,,,,300.0129089,,,,
,19442381.955,300.0133209,108.991640090942,0.0214916809696453,0.000309115710224713,1,0.999253354069792,40.0298881530762,1.98053424405265,10.7699995860457,0.107397662155286,0.0693603949960834,250,0.00883644116054498,0.0214501847866463,0.00892488683445512,300.0129089,300.0137329,61.0534400939941,156.929840087891,56.4312342029098,20.9231643671918,7.396941,0,0,0,40,4449,300.03795,108.991640090942,,,,,,,,,,,,,0,,,,10.5295868,,,,,,300.0133209,,,,
,19442383.07,300.0136261,204.597854614258,0.030719456287193,0.000593590100849727,1,0.999253354069792,40.0298881530762,1.98045078359476,10.7699995860457,0.154443518717939,0.094071398346012,250,0.0116940084185709,0.0306640753949524,0.0118206206454131,300.0135193,300.0137329,156.929840087891,252.265869140625,56.3554162365444,20.9285626518739,8.512546,0,0,0,40,4449,300.03655,204.597854614258,,,,,,,,,,,,,0,,,,10.5295868,,,,,,300.0136261,,,,
,19442384.15,300.0133362,299.079452514648,0.0431717597877168,0.000662737509171358,1,0.999253354069792,40.0298881530762,1.98047350663268,10.7699995860457,0.219015025051083,0.121610938151835,250,0.0144757592619377,0.0431021550704312,0.0146540937325188,300.0131531,300.0135193,252.265869140625,345.893035888672,55.9606938343328,20.9268250789004,8.884414,0,0,0,40,4449,300.0362,299.079452514648,,,,,,,,,,,,,0,,,,10.5295868,,,,,,300.0133362,,,,
,19442385.14,300.01461795,390.729309082031,0.0563958708497893,0.000689032387928345,1,0.999253354069792,40.0298881530762,1.98060111317948,10.7699995860457,0.287985810408047,0.148811930937207,250,0.0170502734598978,0.0563127512137371,0.0172836142405614,300.0131531,300.0160828,345.893035888672,435.565582275391,55.3752540734289,20.9232314873986,8.512546,0,0,0,40,4449,300.0334,390.729309082031,,,,,,,,,,,,,0,,,,10.63583375,,,,,,300.01461795,,,,
,19442386.2,300.01490785,496.543045043945,0.0701148862391417,0.000657245693848063,1,0.999253354069792,40.0298881530762,1.98080595009434,10.7699995860457,0.360005594716159,0.174636677625672,250,0.0192767756625363,0.0700196143650816,0.0195672698935944,300.0137329,300.0160828,435.565582275391,557.5205078125,55.9419347498713,20.9254810531166,9.256284,0,0,0,40,4449,300.03305,496.543045043945,,,,,,,,,,,,,0,,,,10.6886921,,,,,,300.01490785,,,,
,19442387.345,300.01519775,613.040252685547,0.0837250498859713,0.000661713804784696,1,0.999253354069792,40.0298881530762,1.98053320335188,10.7699995860457,0.43152890915132,0.199342620270299,250,0.0213243990921524,0.08361839998405,0.0216716228965483,300.0137329,300.0166626,557.5205078125,668.559997558594,57.2269320354868,20.9276046409998,8.884414,0,0,0,40,4449,300.03425,613.040252685547,,,,,,,,,,,,,0,,,,10.58244515,,,,,,300.01519775,,,,
,19442388.355,300.0168915,718.741668701172,0.0966503200620842,0.000670023682178465,1,0.999253354069792,40.0298881530762,1.98058055398402,10.7699995860457,0.49961511616687,0.222268833145174,250,0.0231647363028645,0.0965332963541264,0.0235658567856905,300.0166626,300.0171204,668.559997558594,768.92333984375,55.7605969334098,20.9328369490757,7.396941,0,0,0,40,4449,300.0333,718.741668701172,,,,,,,,,,,,,0,,,,10.3741441,,,,,,300.0168915,,,,
,19442389.4,300.0166779,823.951568603516,0.109739738168235,0.000635566722484984,1,0.999253354069792,40.0298881530762,1.98066992109657,10.780000127852,0.568796159566809,0.244331277538562,250,0.0248138352441328,0.109613116314254,0.0252695819572874,300.0162354,300.0171204,768.92333984375,878.979797363281,57.159711982833,20.9257433481986,7.396941,0,0,0,40,4449,300.0322,823.951568603516,,,,,,,,,,,,,0,,,,10.48039105,,,,,,300.0166779,,,,
,19442390.415,300.0162354,924.079162597656,0.123047557889986,0.000656834402285474,1,0.999253354069792,40.0298881530762,1.98058442430844,10.7699995860457,0.639274072015139,0.265706251397276,250,0.0262992370464687,0.122911982072113,0.0268105601036706,300.0162354,300.0162354,878.979797363281,969.178527832031,56.6563432164483,20.9259857456292,8.512546,0,0,0,40,4449,300.03125,924.079162597656,,,,,,,,,,,,,0,,,,10.63583375,,,,,,300.0162354,,,,
