
Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Coil Signal' (mV),Coil Signal" (mV),Range (mV),M. Quad. Signal (emu),M. Raw' (emu),M. Raw" (emu),Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),VSM Status (code),Motor Status (code),Measure Status (code),Measure Count,System Temp. (K),Temp. Status (code),Field Status (code),Chamber Status (code),Position Status (code),Evercool Status (code),Motor Current (amps),Motor Heatsink Temp. (C),System Field (Oe),Sample Position (deg),Bridge 1 Resistance (ohms),Bridge 1 Excitation (µA),Bridge 2 Resistance (ohms),Bridge 2 Excitation (µA),Bridge 3 Resistance (ohms),Bridge 3 Excitation (µA),Bridge 4 Resistance (ohms),Bridge 4 Excitation (µA),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (W),Drive 2 Iout (mA),Drive 2 Ipower (W),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,3949572069.57342,,-0.0449948757886887,,,2,,,,13.7200001251698,,,,,,,,,-0.0449948757886887,-0.0449948757886887,,,8.140677,,,,,342.5781,6,1,1,1,0,0.045166015625,43.0107536315918,-0.0449948757886887,,,,,,,,,,,,,,,,,,,,,,,327.0155029,,,,
,3949572984.91227,393.21871945,0.247471824288368,-9.76917908831151,0.00282670125599618,1,0.999253354069792,40.0298881530762,2.003003738912,13.7099996209145,-53.3116469048425,-9.62011751317044,250,0.0377510315606943,-9.73668446188834,0.00604019769705763,393.2184753,393.2189636,0.247471824288368,0.247471824288368,55.842667927929,20.5938263045157,8.884414,0,0,0,40,394.0757,1,4,1,1,0,2.25448608398438,62.5610961914063,0.247471824288368,,,,,,,,,,,,,0,,,,13.3824711,,,,,,393.21871945,,,,
,3949572999.08564,393.2411499,57.3356971740723,-9.765899682266,0.00296741101775698,1,0.999253354069792,40.0298881530762,2.0030493777119,13.7099996209145,-53.2932637382964,-9.6259485405716,250,0.0361166744367467,-9.73340385555465,0.00442007254346559,393.2411499,393.2411499,48.9748840332031,65.6965103149414,55.9778896617559,20.5941499105027,8.140677,0,0,0,40,394.0042,1,6,1,1,0,2.2515869140625,62.5610961914063,57.3356971740723,,,,,,,,,,,,,0,,,,13.3824711,,,,,,393.2411499,,,,
,3949572999.81456,393.24206545,120.043575286865,-9.75776758492124,0.00286045555544488,1,0.999253354069792,40.0298881530762,2.00296427148582,13.7099996209145,-53.2480433509699,-9.61014080614924,250,0.0374425015858619,-9.72530292307296,0.00576771105446657,393.2411499,393.242981,65.6965103149414,174.390640258789,56.1326521085636,20.5945929509154,8.512546,0,0,0,40,393.9991,1,6,1,1,0,2.25387573242188,63.0498542785645,120.043575286865,,,,,,,,,,,,,0,,,,13.3824711,,,,,,393.24206545,,,,
,3949573001.11217,393.2440186,237.478736877441,-9.76333429876019,0.0032749043343893,1,0.999253354069792,40.0298881530762,2.00300615621331,13.7099996209145,-53.2787359920818,-9.61997994843771,250,0.036700811599428,-9.73084806067421,0.00501047085172864,393.242981,393.2450562,174.390640258789,300.566833496094,56.0732483411021,20.5948731160267,8.140677,0,0,0,40,393.9915,1,6,1,1,0,2.25204467773438,63.0498542785645,237.478736877441,,,,,,,,,,,,,0,,,,13.5175042,,,,,,393.2440186,,,,
,3949573002.40643,393.2460175,358.938903808594,-9.74396530940253,0.0028450216709251,1,0.999253354069792,40.0298881530762,2.00300601616916,13.7099996209145,-53.1708855201602,-9.61253209642183,250,0.0344938685200465,-9.71153601944816,0.00287351567709077,393.2450562,393.2469788,300.566833496094,417.310974121094,55.9278654365251,20.5957252118044,8.140677,0,0,0,40,393.9837,1,6,1,1,0,2.25479125976563,62.5610961914063,358.938903808594,,,,,,,,,,,,,0,,,,13.6525373,,,,,,393.2460175,,,,
,3949573003.64709,393.2474823,477.787567138672,-9.72808709593172,0.00320667089586289,1,0.999253354069792,40.0298881530762,2.00289352058505,13.7099996209145,-53.0804178118305,-9.6013044368284,250,0.0335277027902691,-9.69570726801391,0.00196187880558434,393.2469788,393.2479858,417.310974121094,538.26416015625,56.1052951103906,20.5946649584634,8.140677,0,0,0,40,393.97445,1,6,1,1,0,2.25494384765625,62.5610961914063,477.787567138672,,,,,,,,,,,,,0,,,,13.5175042,,,,,,393.2474823,,,,
,3949573004.85146,393.2492218,598.751525878906,-9.70913231481704,0.0030712089706421,1,0.999253354069792,40.0298881530762,2.00304246344558,13.7099996209145,-52.9817749183828,-9.57816571845393,250,0.0344020895448098,-9.67681810216168,0.00289470691681377,393.2479858,393.2504578,538.26416015625,659.238891601563,55.8825309824098,20.5922662921633,8.512546,0,0,0,40,393.9689,1,6,1,1,0,2.25494384765625,62.5610961914063,598.751525878906,,,,,,,,,,,,,0,,,,13.5175042,,,,,,393.2492218,,,,
,3949573006.05068,393.2510834,719.377136230469,-9.6927209905035,0.00212398306194982,1,0.999253354069792,40.0298881530762,2.00302048409206,13.7099996209145,-52.8909061157641,-9.5659130815827,250,0.0336029417989004,-9.66045845767356,0.00215142782145022,393.2504578,393.251709,659.238891601563,779.515380859375,56.0451097144098,20.5959831454434,8.884414,0,0,0,40,393.9654,1,6,1,1,0,2.23953247070313,62.5610961914063,719.377136230469,,,,,,,,,,,,,0,,,,13.5846834,,,,,,393.2510834,,,,
,3949573007.34209,393.2528992,849.590881347656,-9.66093893560363,0.00237150835913215,1,0.999253354069792,40.0298881530762,2.00300496039718,13.7099996209145,-52.7155899475801,-9.54254068589679,250,0.0320135237540551,-9.62877687096868,0.000670116292140587,393.251709,393.2540894,779.515380859375,919.666381835938,55.8825309824098,20.5935508976293,8.140677,0,0,0,40,393.9571,1,6,1,1,0,2.23983764648438,62.5610961914063,849.590881347656,,,,,,,,,,,,,0,,,,13.5846834,,,,,,393.2528992,,,,
