Nr.;Datum;Zeit;P.Zeit;AV Pyro top;AV Control TC;AV Piston TC Top;AV Piston TC Bot;AV Transformer T;SV Temperature  ;AV CZ Output;AV abs. pressure;Vacuum;AV rel. pressure;SV Rel. Pressure;SV Force        ;AV Force;AV Abs. Piston T;AV Rel. Piston T;AV Speed;Power;U RMS;I RMS
;;;;°C;°C;°C;°C;°C;°C    ;%;mbar(a;mbar(a;mbar(g;mbar(g;kN    ;kN;mm;mm;mm/min;kW;V;kA
1;11.08.2023;10:36:25;00:00:00;250,0;18,1;19,9;18,5;19,2;20,0;0,0;1006,0;1,01E3;-5,8;20,00;3,0;2,9;38,74;0,37;0,000;0,0;0,01;0,054
2;11.08.2023;10:36:26;00:00:01;250,0;18,1;19,9;18,5;19,2;20,0;0,0;1006,0;1,01E3;-5,8;20,00;3,0;3,0;38,74;0,37;0,003;0,0;0,01;0,054
3;11.08.2023;10:36:27;00:00:02;250,0;18,1;19,9;18,5;19,2;20,0;0,0;1006,1;1,01E3;-5,8;20,00;3,0;3,0;38,74;0,37;0,004;0,0;0,01;0,054
4;11.08.2023;10:36:28;00:00:03;250,0;18,1;19,9;18,5;19,2;20,0;0,0;1006,0;1,01E3;-5,8;20,00;3,0;3,0;38,74;0,37;0,003;0,0;0,01;0,054
5;11.08.2023;10:36:29;00:00:04;250,0;18,1;19,9;18,5;19,2;20,0;0,0;1006,0;1,01E3;-5,8;20,00;3,0;3,0;38,74;0,37;0,000;0,0;0,01;0,054
6;11.08.2023;10:36:30;00:00:05;250,0;18,0;19,9;18,5;19,2;20,0;0,0;1006,1;1,01E3;-5,8;20,00;3,0;3,0;38,74;0,37;0,000;0,0;0,00;0,054
7;11.08.2023;10:36:31;00:00:06;250,0;18,0;19,9;18,5;19,2;20,0;0,0;1006,0;1,01E3;-5,8;20,00;3,0;3,0;38,74;0,37;0,000;0,0;0,00;0,052
8;11.08.2023;10:36:32;00:00:07;250,0;18,0;19,9;18,5;19,2;20,0;0,0;1006,0;1,01E3;-5,8;20,00;3,0;3,0;38,74;0,37;0,000;0,0;0,01;0,053
9;11.08.2023;10:36:33;00:00:08;250,0;18,0;19,9;18,5;19,2;20,0;0,0;1006,0;1,01E3;-5,8;20,00;3,0;3,1;38,74;0,37;0,006;0,0;0,01;0,054
10;11.08.2023;10:36:34;00:00:09;250,0;18,0;19,9;18,5;19,1;20,0;0,0;961,8;9,62E2;-48,1;20,00;3,0;3,0;38,74;0,37;-0,001;0,0;0,01;0,054
11;11.08.2023;10:36:35;00:00:10;250,0;17,9;19,8;18,3;19,1;20,0;0,0;938,1;9,38E2;-70,1;20,00;3,0;3,0;38,74;0,37;0,000;0,0;0,00;0,053
12;11.08.2023;10:36:36;00:00:11;250,0;17,9;19,8;18,3;19,1;20,0;0,0;898,7;8,99E2;-112,3;20,00;3,0;3,0;38,74;0,37;0,001;0,0;0,01;0,054
13;11.08.2023;10:36:37;00:00:12;250,0;17,9;19,8;18,3;19,1;20,0;0,0;859,4;8,59E2;-149,0;20,00;3,0;3,1;38,74;0,37;0,005;0,0;0,00;0,054
14;11.08.2023;10:36:38;00:00:13;250,0;17,9;19,8;18,3;19,1;20,0;0,0;844,4;8,44E2;-167,1;20,00;3,0;3,0;38,74;0,37;0,004;0,0;0,01;0,053
15;11.08.2023;10:36:39;00:00:14;250,0;17,9;19,7;18,2;19,1;20,0;0,0;812,6;8,13E2;-196,4;20,00;3,0;3,0;38,74;0,37;0,005;0,0;0,00;0,053
16;11.08.2023;10:36:40;00:00:15;250,0;17,9;19,7;18,2;19,1;20,0;0,0;782,6;7,83E2;-227,0;20,00;3,0;3,0;38,74;0,37;0,005;0,0;0,01;0,054
17;11.08.2023;10:36:41;00:00:16;250,0;17,9;19,7;18,2;19,1;20,0;0,0;768,3;7,68E2;-241,1;20,00;3,0;3,0;38,74;0,37;0,001;0,0;0,00;0,053
18;11.08.2023;10:36:42;00:00:17;250,0;17,9;19,7;18,1;19,1;20,0;0,0;735,5;7,36E2;-274,2;20,00;3,0;3,0;38,74;0,37;0,004;0,0;0,00;0,054
