Nr.;Datum;Zeit;P.Zeit;AV Pyro top;AV Control TC;AV Piston TC Top;AV Piston TC Bot;AV Transformer T;SV Temperature  ;AV CZ Output;AV abs. pressure;Vacuum;AV rel. pressure;SV Rel. Pressure;SV Force        ;AV Force;AV Abs. Piston T;AV Rel. Piston T;AV Speed;Power;U RMS;I RMS
;;;;°C;°C;°C;°C;°C;°C    ;%;mbar(a;mbar(a;mbar(g;mbar(g;kN    ;kN;mm;mm;mm/min;kW;V;kA
1;13.07.2023;18:11:23;00:00:00;250,0;21,5;19,3;18,3;20,6;20,0;0,0;1002,2;1,00E3;-6,2;20,00;3,0;3,0;38,36;0,01;0,003;0,0;0,01;0,049
2;13.07.2023;18:11:24;00:00:01;250,0;21,5;19,3;18,3;20,6;20,0;0,0;1002,1;1,00E3;-6,4;20,00;3,0;3,0;38,36;0,01;0,001;0,0;0,01;0,049
3;13.07.2023;18:11:25;00:00:02;250,0;21,4;19,3;18,3;20,6;20,0;0,0;1002,1;1,00E3;-6,4;20,00;3,0;3,0;38,36;0,01;0,002;0,0;0,01;0,049
4;13.07.2023;18:11:26;00:00:03;250,0;21,4;19,3;18,3;20,6;20,0;0,0;1002,0;1,00E3;-6,4;20,00;3,0;3,0;38,36;0,01;0,001;0,0;0,00;0,049
5;13.07.2023;18:11:27;00:00:04;250,0;21,3;19,3;18,3;20,6;20,0;0,0;1001,9;1,00E3;-6,7;20,00;3,0;3,0;38,36;0,01;-0,001;0,0;0,01;0,049
6;13.07.2023;18:11:28;00:00:05;250,0;21,3;19,3;18,3;20,6;20,0;0,0;1001,8;1,00E3;-6,7;20,00;3,0;3,0;38,36;0,01;0,000;0,0;0,00;0,049
7;13.07.2023;18:11:29;00:00:06;250,0;21,3;19,3;18,3;20,6;20,0;0,0;1001,7;1,00E3;-6,7;20,00;3,0;3,0;38,36;0,01;0,000;0,0;0,00;0,049
8;13.07.2023;18:11:30;00:00:07;250,0;21,2;19,3;18,2;20,6;20,0;0,0;1001,5;1,00E3;-7,0;20,00;3,0;3,0;38,36;0,01;0,000;0,0;0,01;0,049
9;13.07.2023;18:11:31;00:00:08;250,0;21,2;19,3;18,2;20,6;20,0;0,0;1001,5;1,00E3;-7,0;20,00;3,0;3,0;38,36;0,01;-0,001;0,0;0,00;0,049
10;13.07.2023;18:11:32;00:00:09;250,0;21,1;19,3;18,2;20,6;20,0;0,0;950,9;9,51E2;-53,3;20,00;3,0;3,0;38,36;0,01;0,001;0,0;0,01;0,049
