Nr.;Datum;Zeit;P.Zeit;AV Pyro top;AV Control TC;AV Piston TC Top;AV Piston TC Bot;AV Transformer T;SV Temperature  ;AV CZ Output;AV abs. pressure;Vacuum;AV rel. pressure;SV Rel. Pressure;SV Force        ;AV Force;AV Abs. Piston T;AV Rel. Piston T;AV Speed;Power;U RMS;I RMS
;;;;°C;°C;°C;°C;°C;°C    ;%;mbar(a;mbar(a;mbar(g;mbar(g;kN    ;kN;mm;mm;mm/min;kW;V;kA
1;14.07.2023;13:49:56;00:00:00;250,0;20,2;19,6;18,5;19,4;20,0;0,0;1005,2;1,01E3;-2,1;20,00;3,0;3,0;37,01;0,01;0,003;0,0;0,01;0,049
2;14.07.2023;13:49:57;00:00:01;250,0;20,2;19,6;18,5;19,4;20,0;0,0;1005,1;1,01E3;-2,1;20,00;3,0;3,0;37,01;0,01;0,002;0,0;0,00;0,049
3;14.07.2023;13:49:58;00:00:02;250,0;20,1;19,6;18,5;19,4;20,0;0,0;1005,0;1,01E3;-2,1;20,00;3,0;3,0;37,01;0,01;0,001;0,0;0,01;0,049
4;14.07.2023;13:49:59;00:00:03;250,0;20,1;19,6;18,5;19,4;20,0;0,0;1004,9;1,00E3;-2,3;20,00;3,0;3,0;37,01;0,01;0,001;0,0;0,01;0,049
5;14.07.2023;13:50:00;00:00:04;250,0;20,1;19,6;18,5;19,4;20,0;0,0;1004,9;1,00E3;-2,4;20,00;3,0;3,0;37,01;0,01;0,000;0,0;0,00;0,049
6;14.07.2023;13:50:01;00:00:05;250,0;20,1;19,6;18,4;19,4;20,0;0,0;1004,8;1,00E3;-2,4;20,00;3,0;3,0;37,01;0,01;0,000;0,0;0,00;0,049
7;14.07.2023;13:50:02;00:00:06;250,0;20,0;19,6;18,4;19,4;20,0;0,0;1004,8;1,00E3;-2,4;20,00;3,0;3,0;37,01;0,01;0,001;0,0;0,00;0,049
8;14.07.2023;13:50:03;00:00:07;250,0;19,9;19,5;18,4;19,3;20,0;0,0;1004,7;1,00E3;-2,4;20,00;3,0;3,0;37,01;0,01;0,003;0,0;0,01;0,049
9;14.07.2023;13:50:04;00:00:08;250,0;19,8;19,5;18,3;19,2;20,0;0,0;985,3;9,85E2;-18,3;20,00;3,0;3,0;37,01;0,01;0,001;0,0;0,00;0,049
10;14.07.2023;13:50:05;00:00:09;250,0;19,8;19,5;18,3;19,2;20,0;0,0;959,2;9,59E2;-43,7;20,00;3,0;3,0;37,01;0,01;-0,002;0,0;0,01;0,049
11;14.07.2023;13:50:06;00:00:10;250,0;19,8;19,5;18,3;19,3;20,0;0,0;911,9;9,12E2;-92,9;20,00;3,0;3,0;37,01;0,01;-0,002;0,0;0,00;0,049
12;14.07.2023;13:50:07;00:00:11;250,0;19,8;19,5;18,3;19,3;20,0;0,0;865,5;8,65E2;-136,4;20,00;3,0;3,0;37,01;0,01;0,002;0,0;0,01;0,049
13;14.07.2023;13:50:08;00:00:12;250,0;19,8;19,5;18,3;19,3;20,0;0,0;845,1;8,45E2;-160,2;20,00;3,0;3,0;37,01;0,01;0,007;0,0;0,01;0,049
14;14.07.2023;13:50:09;00:00:13;250,0;19,8;19,5;18,3;19,3;20,0;0,0;803,6;8,04E2;-200,2;20,00;3,0;3,0;37,02;0,02;0,027;0,0;0,00;0,049
15;14.07.2023;13:50:10;00:00:14;250,0;19,7;19,5;18,2;19,3;20,0;0,0;769,3;7,69E2;-235,7;20,00;3,0;3,0;37,02;0,02;0,053;0,0;0,00;0,049
16;14.07.2023;13:50:11;00:00:15;250,0;19,7;19,5;18,2;19,3;20,0;0,0;752,4;7,52E2;-251,1;20,00;3,0;3,0;37,02;0,02;0,070;0,0;0,00;0,049
17;14.07.2023;13:50:12;00:00:16;250,0;19,7;19,5;18,2;19,3;20,0;0,0;721,9;7,22E2;-283,4;20,00;3,0;3,0;37,02;0,02;0,082;0,0;0,00;0,049
18;14.07.2023;13:50:13;00:00:17;250,0;19,7;19,5;18,2;19,3;20,0;0,0;707,3;7,07E2;-297,5;20,00;3,0;3,0;37,02;0,02;0,088;0,0;0,00;0,049
19;14.07.2023;13:50:14;00:00:18;250,0;19,6;19,5;18,1;19,3;20,0;0,0;678,7;6,79E2;-327,0;20,00;3,0;3,0;37,02;0,02;0,092;0,0;0,01;0,049
20;14.07.2023;13:50:15;00:00:19;250,0;19,5;19,5;18,0;19,3;20,0;0,0;649,5;6,50E2;-357,0;20,00;3,0;3,0;37,03;0,03;0,089;0,0;0,00;0,049
21;14.07.2023;13:50:16;00:00:20;250,0;19,5;19,5;18,0;19,3;20,0;0,0;635,7;6,36E2;-369,2;20,00;3,0;3,0;37,03;0,03;0,091;0,0;0,00;0,049
22;14.07.2023;13:50:17;00:00:21;250,0;19,5;19,5;17,9;19,3;20,0;0,0;611,3;6,11E2;-395,0;20,00;3,0;3,0;37,03;0,03;0,093;0,0;0,00;0,049
23;14.07.2023;13:50:18;00:00:22;250,0;19,5;19,5;17,9;19,3;20,0;0,0;587,1;5,87E2;-417,6;20,00;3,0;3,0;37,03;0,03;0,087;0,0;0,00;0,049
24;14.07.2023;13:50:19;00:00:23;250,0;19,5;19,5;17,9;19,3;20,0;0,0;576,0;5,76E2;-428,7;20,00;3,0;3,0;37,03;0,03;0,083;0,0;0,00;0,049
25;14.07.2023;13:50:20;00:00:24;250,0;19,4;19,5;17,7;19,3;20,0;0,0;552,7;5,53E2;-451,8;20,00;3,0;3,0;37,03;0,03;0,078;0,0;0,00;0,049
26;14.07.2023;13:50:21;00:00:25;250,0;19,4;19,5;17,6;19,3;20,0;0,0;530,0;5,30E2;-475,4;20,00;3,0;3,0;37,03;0,03;0,078;0,0;0,00;0,049
27;14.07.2023;13:50:22;00:00:26;250,0;19,4;19,5;17,6;19,3;20,0;0,0;519,6;5,20E2;-485,3;20,00;3,0;3,0;37,03;0,04;0,077;0,0;0,00;0,049
28;14.07.2023;13:50:23;00:00:27;250,0;19,1;19,2;17,2;19,1;20,0;0,0;500,2;5,00E2;-505,9;20,00;3,0;3,0;37,04;0,04;0,074;0,0;0,00;0,049
29;14.07.2023;13:50:24;00:00:28;250,0;19,1;19,2;17,2;19,1;20,0;0,0;480,7;4,81E2;-524,1;20,00;3,0;3,0;37,04;0,04;0,072;0,0;0,01;0,049
30;14.07.2023;13:50:25;00:00:29;250,0;19,1;19,2;17,2;19,1;20,0;0,0;471,4;4,71E2;-534,4;20,00;3,0;3,0;37,04;0,04;0,073;0,0;0,01;0,049
31;14.07.2023;13:50:26;00:00:30;250,0;19,0;19,2;17,0;19,1;20,0;0,0;452,9;4,53E2;-541,2;20,00;3,0;3,0;37,04;0,04;0,067;0,0;0,01;0,049
32;14.07.2023;13:50:27;00:00:31;250,0;19,0;19,2;17,0;19,1;20,0;0,0;442,3;4,42E2;-541,2;20,00;3,0;3,0;37,04;0,04;0,063;0,0;0,01;0,049
33;14.07.2023;13:50:28;00:00:32;250,0;19,0;19,2;16,9;19,1;20,0;0,0;425,1;4,25E2;-541,2;20,00;3,0;3,0;37,04;0,04;0,067;0,0;0,01;0,049
34;14.07.2023;13:50:29;00:00:33;250,0;19,0;19,2;16,9;19,1;20,0;0,0;409,3;4,09E2;-541,2;20,00;3,0;3,0;37,04;0,04;0,066;0,0;0,00;0,049
35;14.07.2023;13:50:30;00:00:34;250,0;18,9;19,2;16,8;19,1;20,0;0,0;401,3;4,01E2;-541,2;20,00;3,0;3,0;37,04;0,04;0,070;0,0;0,01;0,049
36;14.07.2023;13:50:31;00:00:35;250,0;18,9;19,2;16,8;19,1;20,0;0,0;386,4;3,86E2;-541,2;20,00;3,0;3,0;37,04;0,04;0,069;0,0;0,00;0,049
37;14.07.2023;13:50:32;00:00:36;250,0;18,9;19,2;16,6;19,1;20,0;0,0;371,5;3,72E2;-541,2;20,00;3,0;3,0;37,05;0,05;0,072;0,0;0,01;0,049
38;14.07.2023;13:50:33;00:00:37;250,0;18,9;19,2;16,6;19,1;20,0;0,0;363,3;3,63E2;-541,2;20,00;3,0;3,0;37,05;0,05;0,069;0,0;0,01;0,049
39;14.07.2023;13:50:34;00:00:38;250,0;18,9;19,2;16,6;19,1;20,0;0,0;349,2;3,49E2;-541,2;20,00;3,0;3,0;37,05;0,05;0,069;0,0;0,01;0,049
40;14.07.2023;13:50:35;00:00:39;250,0;18,8;19,2;16,5;19,2;20,0;0,0;335,7;3,36E2;-541,2;20,00;3,0;3,0;37,05;0,05;0,070;0,0;0,01;0,049
41;14.07.2023;13:50:36;00:00:40;250,0;18,8;19,2;16,5;19,2;20,0;0,0;329,3;3,29E2;-541,2;20,00;3,0;3,0;37,05;0,05;0,067;0,0;0,00;0,049
42;14.07.2023;13:50:37;00:00:41;250,0;18,8;19,2;16,5;19,2;20,0;0,0;316,6;3,17E2;-541,2;20,00;3,0;3,0;37,05;0,05;0,064;0,0;0,01;0,049
43;14.07.2023;13:50:38;00:00:42;250,0;18,8;19,2;16,5;19,2;20,0;0,0;304,7;3,05E2;-541,2;20,00;3,0;3,0;37,05;0,06;0,068;0,0;0,01;0,049
44;14.07.2023;13:50:39;00:00:43;250,0;18,8;19,2;16,5;19,2;20,0;0,0;297,8;2,98E2;-541,2;20,00;3,0;3,0;37,05;0,06;0,073;0,0;0,00;0,049
45;14.07.2023;13:50:40;00:00:44;250,0;18,8;19,2;16,4;19,2;20,0;0,0;286,5;2,86E2;-541,2;20,00;3,0;3,0;37,05;0,06;0,069;0,0;0,00;0,049
46;14.07.2023;13:50:41;00:00:45;250,0;18,7;19,2;16,4;19,2;20,0;0,0;280,8;2,81E2;-541,2;20,00;3,0;3,0;37,06;0,06;0,066;0,0;0,00;0,049
