Nr.;Datum;Zeit;P.Zeit;AV Pyro top;AV Control TC;AV Piston TC Top;AV Piston TC Bot;AV Transformer T;SV Temperature  ;AV CZ Output;AV abs. pressure;Vacuum;AV rel. pressure;SV Rel. Pressure;SV Force        ;AV Force;AV Abs. Piston T;AV Rel. Piston T;AV Speed;Power;U RMS;I RMS
;;;;°C;°C;°C;°C;°C;°C    ;%;mbar(a;mbar(a;mbar(g;mbar(g;kN    ;kN;mm;mm;mm/min;kW;V;kA
1;03.08.2023;15:48:23;00:00:00;250,0;20,7;20,1;18,9;22,1;20,0;0,0;989,3;9,89E2;-5,2;20,00;3,0;3,0;38,96;0,01;0,002;0,0;0,01;0,044
2;03.08.2023;15:48:24;00:00:01;250,0;20,7;20,1;18,9;22,1;20,0;0,0;989,3;9,89E2;-5,2;20,00;3,0;3,0;38,96;0,01;0,002;0,0;0,01;0,044
3;03.08.2023;15:48:25;00:00:02;250,0;20,6;20,1;18,9;22,1;20,0;0,0;989,3;9,89E2;-5,2;20,00;3,0;3,0;38,96;0,01;-0,003;0,0;0,01;0,044
4;03.08.2023;15:48:26;00:00:03;250,0;20,5;20,1;18,9;22,1;20,0;0,0;989,3;9,89E2;-5,2;20,00;3,0;3,0;38,96;0,01;-0,003;0,0;0,00;0,044
5;03.08.2023;15:48:27;00:00:04;250,0;20,5;20,1;18,9;22,1;20,0;0,0;989,3;9,89E2;-5,2;20,00;3,0;3,0;38,96;0,01;0,001;0,0;0,01;0,044
6;03.08.2023;15:48:28;00:00:05;250,0;20,5;20,1;18,9;22,1;20,0;0,0;989,3;9,89E2;-5,2;20,00;3,0;3,0;38,96;0,01;-0,001;0,0;0,01;0,044
7;03.08.2023;15:48:29;00:00:06;250,0;20,5;20,1;18,9;22,1;20,0;0,0;989,3;9,89E2;-5,2;20,00;3,0;3,0;38,96;0,01;0,000;0,0;0,00;0,044
8;03.08.2023;15:48:30;00:00:07;250,0;20,5;20,1;18,8;22,1;20,0;0,0;989,3;9,89E2;-5,2;20,00;3,0;3,1;38,96;0,01;0,001;0,0;0,01;0,044
9;03.08.2023;15:48:31;00:00:08;250,0;20,4;20,1;18,8;22,1;20,0;0,0;989,3;9,89E2;-5,2;20,00;3,0;2,9;38,96;0,01;-0,004;0,0;0,00;0,044
10;03.08.2023;15:48:32;00:00:09;250,0;20,4;20,1;18,8;22,1;20,0;0,0;941,3;9,41E2;-49,3;20,00;3,0;3,0;38,96;0,01;0,000;0,0;0,01;0,044
11;03.08.2023;15:48:33;00:00:10;250,0;20,3;20,1;18,8;22,1;20,0;0,0;916,4;9,16E2;-76,5;20,00;3,0;3,0;38,96;0,01;0,000;0,0;0,01;0,044
12;03.08.2023;15:48:34;00:00:11;250,0;20,3;20,1;18,8;22,1;20,0;0,0;869,8;8,70E2;-120,5;20,00;3,0;3,0;38,96;0,02;0,013;0,0;0,00;0,044
13;03.08.2023;15:48:35;00:00:12;250,0;20,3;20,1;18,8;22,1;20,0;0,0;848,7;8,49E2;-144,3;20,00;3,0;3,0;38,96;0,02;0,029;0,0;0,00;0,044
14;03.08.2023;15:48:36;00:00:13;250,0;20,2;20,1;18,8;22,1;20,0;0,0;807,2;8,07E2;-184,4;20,00;3,0;3,0;38,97;0,02;0,076;0,0;0,01;0,044
15;03.08.2023;15:48:37;00:00:14;250,0;20,1;20,1;18,6;22,1;20,0;0,0;772,3;7,72E2;-220,0;20,00;3,0;3,0;38,97;0,03;0,119;0,0;0,00;0,044
16;03.08.2023;15:48:38;00:00:15;250,0;20,1;20,1;18,6;21,9;20,0;0,0;756,5;7,56E2;-235,5;20,00;3,0;3,0;38,97;0,03;0,133;0,0;0,01;0,044
17;03.08.2023;15:48:39;00:00:16;250,0;20,0;19,9;18,5;21,9;20,0;0,0;724,4;7,24E2;-267,8;20,00;3,0;3,0;38,98;0,03;0,148;0,0;0,01;0,044
18;03.08.2023;15:48:40;00:00:17;250,0;20,0;19,9;18,5;21,9;20,0;0,0;695,9;6,96E2;-296,1;20,00;3,0;3,0;38,98;0,03;0,139;0,0;0,00;0,044
19;03.08.2023;15:48:41;00:00:18;250,0;19,9;19,9;18,2;21,9;20,0;0,0;680,6;6,81E2;-311,9;20,00;3,0;3,0;38,98;0,03;0,136;0,0;0,00;0,044
20;03.08.2023;15:48:42;00:00:19;250,0;19,8;19,9;17,9;21,9;20,0;0,0;651,9;6,52E2;-340,1;20,00;3,0;3,0;38,98;0,04;0,139;0,0;0,00;0,044
21;03.08.2023;15:48:43;00:00:20;250,0;19,8;19,9;17,9;21,9;20,0;0,0;625,5;6,25E2;-367,1;20,00;3,0;3,0;38,99;0,04;0,129;0,0;0,00;0,044
22;03.08.2023;15:48:44;00:00:21;250,0;19,8;19,9;17,9;21,9;20,0;0,0;612,3;6,12E2;-379,1;20,00;3,0;3,0;38,99;0,04;0,128;0,0;0,00;0,044
23;03.08.2023;15:48:45;00:00:22;250,0;19,7;19,9;17,4;21,9;20,0;0,0;588,4;5,88E2;-404,4;20,00;3,0;3,0;38,99;0,04;0,117;0,0;0,00;0,044
24;03.08.2023;15:48:46;00:00:23;250,0;19,7;19,9;16,9;21,9;20,0;0,0;565,1;5,65E2;-428,4;20,00;3,0;3,0;38,99;0,04;0,110;0,0;0,00;0,044
25;03.08.2023;15:48:47;00:00:24;250,0;19,7;19,9;16,9;21,9;20,0;0,0;552,2;5,52E2;-439,1;20,00;3,0;3,0;38,99;0,04;0,102;0,0;0,01;0,044
26;03.08.2023;15:48:48;00:00:25;250,0;19,7;19,9;16,9;21,9;20,0;0,0;530,2;5,30E2;-463,2;20,00;3,0;3,0;38,99;0,05;0,092;0,0;0,00;0,044
27;03.08.2023;15:48:49;00:00:26;250,0;19,6;19,9;16,3;21,9;20,0;0,0;519,7;5,20E2;-473,1;20,00;3,0;3,0;38,99;0,05;0,087;0,0;0,01;0,044
28;03.08.2023;15:48:50;00:00:27;250,0;19,6;19,9;15,7;21,9;20,0;0,0;499,1;4,99E2;-492,4;20,00;3,0;2,9;38,99;0,05;0,077;0,0;0,01;0,044
29;03.08.2023;15:48:51;00:00:28;250,0;19,5;19,9;15,7;21,9;20,0;0,0;480,2;4,80E2;-512,3;20,00;3,0;3,0;39,00;0,05;0,079;0,0;0,00;0,044
30;03.08.2023;15:48:52;00:00:29;250,0;19,5;19,9;15,7;21,9;20,0;0,0;469,7;4,70E2;-521,3;20,00;3,0;3,0;39,00;0,05;0,078;0,0;0,01;0,044
31;03.08.2023;15:48:53;00:00:30;250,0;19,5;19,9;15,1;21,9;20,0;0,0;452,4;4,52E2;-540,0;20,00;3,0;2,9;39,00;0,05;0,073;0,0;0,01;0,044
32;03.08.2023;15:48:54;00:00:31;250,0;19,4;19,9;14,6;21,9;20,0;0,0;432,8;4,33E2;-541,2;20,00;3,0;3,0;39,00;0,05;0,068;0,0;0,00;0,044
33;03.08.2023;15:48:55;00:00:32;250,0;19,4;19,9;14,6;21,9;20,0;0,0;424,9;4,25E2;-541,2;20,00;3,0;3,0;39,00;0,05;0,065;0,0;0,01;0,044
34;03.08.2023;15:48:56;00:00:33;250,0;19,4;19,9;14,0;21,9;20,0;0,0;408,1;4,08E2;-541,2;20,00;3,0;3,0;39,00;0,05;0,068;0,0;0,00;0,044
35;03.08.2023;15:48:57;00:00:34;250,0;19,1;19,9;13,8;22,0;20,0;0,0;392,5;3,92E2;-541,2;20,00;3,0;3,0;39,00;0,06;0,066;0,0;0,00;0,044
36;03.08.2023;15:48:58;00:00:35;250,0;19,1;19,7;13,8;21,8;20,0;0,0;384,4;3,84E2;-541,2;20,00;3,0;3,0;39,00;0,06;0,064;0,0;0,01;0,044
37;03.08.2023;15:48:59;00:00:36;250,0;19,1;19,7;13,3;21,8;20,0;0,0;369,4;3,69E2;-541,2;20,00;3,0;3,0;39,00;0,06;0,062;0,0;0,00;0,044
38;03.08.2023;15:49:00;00:00:37;250,0;19,1;19,7;13,3;21,8;20,0;0,0;362,3;3,62E2;-541,2;20,00;3,0;3,0;39,00;0,06;0,065;0,0;0,00;0,044
39;03.08.2023;15:49:01;00:00:38;250,0;19,0;19,7;12,9;21,8;20,0;0,0;348,4;3,48E2;-541,2;20,00;3,0;3,0;39,01;0,06;0,070;0,0;0,00;0,044
40;03.08.2023;15:49:02;00:00:39;250,0;19,0;19,7;12,5;21,8;20,0;0,0;333,6;3,34E2;-541,2;20,00;3,0;3,0;39,01;0,06;0,064;0,0;0,00;0,044
