Nr.;Datum;Zeit;P.Zeit;AV Pyro top;AV Control TC;AV Piston TC Top;AV Piston TC Bot;AV Transformer T;SV Temperature  ;AV CZ Output;AV abs. pressure;Vacuum;AV rel. pressure;SV Rel. Pressure;SV Force        ;AV Force;AV Abs. Piston T;AV Rel. Piston T;AV Speed;Power;U RMS;I RMS
;;;;°C;°C;°C;°C;°C;°C    ;%;mbar(a;mbar(a;mbar(g;mbar(g;kN    ;kN;mm;mm;mm/min;kW;V;kA
1;13.07.2023;12:37:41;00:00:00;250,0;23,1;19,5;18,4;20,3;20,0;0,0;1002,4;1,00E3;-5,5;20,00;3,0;3,0;38,29;0,01;-0,002;0,0;0,00;0,049
2;13.07.2023;12:37:42;00:00:01;250,0;23,0;19,5;18,4;20,3;20,0;0,0;1002,3;1,00E3;-5,7;20,00;3,0;3,0;38,29;0,01;0,000;0,0;0,01;0,049
3;13.07.2023;12:37:43;00:00:02;250,0;23,0;19,5;18,4;20,3;20,0;0,0;1002,2;1,00E3;-5,8;20,00;3,0;3,0;38,29;0,01;-0,001;0,0;0,00;0,049
4;13.07.2023;12:37:44;00:00:03;250,0;22,8;19,5;18,4;20,3;20,0;0,0;1002,2;1,00E3;-5,8;20,00;3,0;3,0;38,29;0,01;-0,002;0,0;0,00;0,049
5;13.07.2023;12:37:45;00:00:04;250,0;22,8;19,5;18,4;20,3;20,0;0,0;1002,0;1,00E3;-5,8;20,00;3,0;3,0;38,29;0,01;-0,001;0,0;0,00;0,049
6;13.07.2023;12:37:46;00:00:05;250,0;22,7;19,5;18,4;20,3;20,0;0,0;1002,0;1,00E3;-5,8;20,00;3,0;3,0;38,29;0,01;-0,001;0,0;0,01;0,049
7;13.07.2023;12:37:47;00:00:06;250,0;22,7;19,5;18,4;20,3;20,0;0,0;1001,9;1,00E3;-6,1;20,00;3,0;3,0;38,29;0,01;-0,005;0,0;0,01;0,049
8;13.07.2023;12:37:48;00:00:07;250,0;22,7;19,5;18,4;20,3;20,0;0,0;1001,8;1,00E3;-6,1;20,00;3,0;3,0;38,29;0,01;-0,005;0,0;0,00;0,049
9;13.07.2023;12:37:49;00:00:08;250,0;22,5;19,5;18,4;20,3;20,0;0,0;968,3;9,68E2;-35,6;20,00;3,0;3,0;38,29;0,01;-0,004;0,0;0,00;0,049
10;13.07.2023;12:37:50;00:00:09;250,0;22,3;19,2;18,2;20,1;20,0;0,0;918,6;9,19E2;-88,0;20,00;3,0;3,0;38,29;0,01;-0,002;0,0;0,01;0,049
11;13.07.2023;12:37:51;00:00:10;250,0;22,2;19,2;18,1;20,1;20,0;0,0;894,9;8,95E2;-110,3;20,00;3,0;3,0;38,29;0,01;0,001;0,0;0,00;0,049
12;13.07.2023;12:37:52;00:00:11;250,0;22,1;19,2;18,1;20,1;20,0;0,0;851,9;8,52E2;-152,4;20,00;3,0;3,0;38,29;0,01;0,025;0,0;0,00;0,049
13;13.07.2023;12:37:53;00:00:12;250,0;22,1;19,2;18,1;20,1;20,0;0,0;814,4;8,14E2;-191,3;20,00;3,0;3,0;38,30;0,02;0,054;0,0;0,01;0,049
14;13.07.2023;12:37:54;00:00:13;250,0;22,1;19,2;18,1;20,1;20,0;0,0;797,2;7,97E2;-208,0;20,00;3,0;3,0;38,30;0,02;0,068;0,0;0,00;0,049
15;13.07.2023;12:37:55;00:00:14;250,0;21,9;19,2;18,1;20,1;20,0;0,0;760,7;7,61E2;-245,5;20,00;3,0;3,0;38,30;0,02;0,086;0,0;0,00;0,049
16;13.07.2023;12:37:56;00:00:15;250,0;21,8;19,2;18,1;20,1;20,0;0,0;727,5;7,28E2;-278,3;20,00;3,0;3,0;38,30;0,02;0,091;0,0;0,01;0,049
17;13.07.2023;12:37:57;00:00:16;250,0;21,8;19,2;18,1;20,1;20,0;0,0;713,0;7,13E2;-292,8;20,00;3,0;3,0;38,30;0,02;0,094;0,0;0,01;0,049
18;13.07.2023;12:37:58;00:00:17;250,0;21,8;19,2;18,1;20,1;20,0;0,0;683,9;6,84E2;-322,8;20,00;3,0;3,0;38,31;0,02;0,090;0,0;0,01;0,049
19;13.07.2023;12:37:59;00:00:18;250,0;21,7;19,2;18,0;20,1;20,0;0,0;655,9;6,56E2;-349,0;20,00;3,0;3,0;38,31;0,03;0,090;0,0;0,00;0,049
20;13.07.2023;12:38:00;00:00:19;250,0;21,7;19,2;17,9;20,1;20,0;0,0;644,1;6,44E2;-361,6;20,00;3,0;3,0;38,31;0,03;0,089;0,0;0,01;0,049
21;13.07.2023;12:38:01;00:00:20;250,0;21,5;19,2;17,9;20,1;20,0;0,0;615,1;6,15E2;-390,0;20,00;3,0;3,0;38,31;0,03;0,085;0,0;0,01;0,049
22;13.07.2023;12:38:02;00:00:21;250,0;21,5;19,2;17,8;20,1;20,0;0,0;602,9;6,03E2;-401,5;20,00;3,0;3,0;38,31;0,03;0,083;0,0;0,01;0,049
23;13.07.2023;12:38:03;00:00:22;250,0;21,4;19,2;17,8;20,1;20,0;0,0;579,3;5,79E2;-425,9;20,00;3,0;3,0;38,31;0,03;0,079;0,0;0,00;0,049
24;13.07.2023;12:38:04;00:00:23;250,0;21,2;19,2;17,7;20,1;20,0;0,0;557,0;5,57E2;-449,2;20,00;3,0;3,0;38,31;0,03;0,073;0,0;0,01;0,049
25;13.07.2023;12:38:05;00:00:24;250,0;21,2;19,2;17,7;20,1;20,0;0,0;546,1;5,46E2;-459,6;20,00;3,0;3,0;38,31;0,03;0,075;0,0;0,00;0,049
26;13.07.2023;12:38:06;00:00:25;250,0;21,1;19,2;17,6;20,1;20,0;0,0;524,5;5,25E2;-481,3;20,00;3,0;3,0;38,31;0,03;0,074;0,0;0,01;0,049
27;13.07.2023;12:38:07;00:00:26;250,0;21,1;19,2;17,6;20,1;20,0;0,0;502,3;5,02E2;-502,1;20,00;3,0;3,0;38,32;0,03;0,068;0,0;0,01;0,049
28;13.07.2023;12:38:08;00:00:27;250,0;21,1;19,2;17,5;20,1;20,0;0,0;493,0;4,93E2;-513,0;20,00;3,0;3,0;38,32;0,04;0,069;0,0;0,00;0,049
29;13.07.2023;12:38:09;00:00:28;250,0;21,0;19,2;17,5;20,0;20,0;0,0;474,4;4,74E2;-531,0;20,00;3,0;3,0;38,32;0,04;0,070;0,0;0,01;0,049
30;13.07.2023;12:38:10;00:00:29;250,0;20,8;19,0;17,2;20,0;20,0;0,0;455,9;4,56E2;-541,2;20,00;3,0;3,0;38,32;0,04;0,068;0,0;0,00;0,049
31;13.07.2023;12:38:11;00:00:30;250,0;20,7;19,0;17,2;20,0;20,0;0,0;446,6;4,47E2;-541,2;20,00;3,0;3,0;38,32;0,04;0,065;0,0;0,00;0,049
32;13.07.2023;12:38:12;00:00:31;250,0;20,6;19,0;17,1;20,0;20,0;0,0;429,8;4,30E2;-541,2;20,00;3,0;3,0;38,32;0,04;0,064;0,0;0,01;0,049
33;13.07.2023;12:38:13;00:00:32;250,0;20,6;19,0;17,1;20,0;20,0;0,0;420,1;4,20E2;-541,2;20,00;3,0;3,0;38,32;0,04;0,057;0,0;0,01;0,049
34;13.07.2023;12:38:14;00:00:33;250,0;20,6;19,0;17,0;20,0;20,0;0,0;404,0;4,04E2;-541,2;20,00;3,0;3,0;38,32;0,04;0,061;0,0;0,01;0,049
35;13.07.2023;12:38:15;00:00:34;250,0;20,4;19,0;17,0;20,0;20,0;0,0;388,3;3,88E2;-541,2;20,00;3,0;3,0;38,32;0,04;0,061;0,0;0,01;0,049
36;13.07.2023;12:38:16;00:00:35;250,0;20,4;19,0;17,0;20,0;20,0;0,0;381,0;3,81E2;-541,2;20,00;3,0;3,0;38,32;0,04;0,061;0,0;0,00;0,049
37;13.07.2023;12:38:17;00:00:36;250,0;20,3;19,0;16,9;20,0;20,0;0,0;365,9;3,66E2;-541,2;20,00;3,0;3,0;38,33;0,05;0,061;0,0;0,01;0,049
38;13.07.2023;12:38:18;00:00:37;250,0;20,3;19,0;16,8;20,0;20,0;0,0;351,8;3,52E2;-541,2;20,00;3,0;3,0;38,33;0,05;0,061;0,0;0,01;0,049
39;13.07.2023;12:38:19;00:00:38;250,0;20,3;19,0;16,8;20,0;20,0;0,0;344,3;3,44E2;-541,2;20,00;3,0;3,0;38,33;0,05;0,060;0,0;0,00;0,049
40;13.07.2023;12:38:20;00:00:39;250,0;20,2;19,0;16,7;20,0;20,0;0,0;331,2;3,31E2;-541,2;20,00;3,0;3,0;38,33;0,05;0,057;0,0;0,00;0,049
41;13.07.2023;12:38:21;00:00:40;250,0;20,2;19,0;16,7;20,0;20,0;0,0;318,1;3,18E2;-541,2;20,00;3,0;3,0;38,33;0,05;0,054;0,0;0,01;0,049
42;13.07.2023;12:38:22;00:00:41;250,0;20,1;19,0;16,7;20,1;20,0;0,0;312,2;3,12E2;-541,2;20,00;3,0;3,0;38,33;0,05;0,057;0,0;0,01;0,049
43;13.07.2023;12:38:23;00:00:42;250,0;20,1;19,0;16,7;20,1;20,0;0,0;300,3;3,00E2;-541,2;20,00;3,0;3,0;38,33;0,05;0,051;0,0;0,01;0,049
44;13.07.2023;12:38:24;00:00:43;250,0;20,0;19,0;16,7;20,1;20,0;0,0;288,9;2,89E2;-541,2;20,00;3,0;3,0;38,33;0,05;0,051;0,0;0,01;0,049
45;13.07.2023;12:38:25;00:00:44;250,0;20,0;19,0;16,7;20,1;20,0;0,0;282,2;2,82E2;-541,2;20,00;3,0;3,0;38,33;0,05;0,053;0,0;0,00;0,049
46;13.07.2023;12:38:26;00:00:45;250,0;19,9;19,0;16,6;20,1;20,0;0,0;271,3;2,71E2;-541,2;20,00;3,0;3,0;38,33;0,05;0,056;0,0;0,01;0,049
47;13.07.2023;12:38:27;00:00:46;250,0;19,9;19,0;16,6;20,1;20,0;0,0;266,2;2,66E2;-541,2;20,00;3,0;3,0;38,33;0,05;0,057;0,0;0,01;0,049
48;13.07.2023;12:38:28;00:00:47;250,0;19,8;19,0;16,6;20,1;20,0;0,0;255,9;2,56E2;-541,2;20,00;3,0;3,0;38,34;0,06;0,057;0,0;0,00;0,049
49;13.07.2023;12:38:29;00:00:48;250,0;19,8;19,0;16,6;19,9;20,0;0,0;246,3;2,46E2;-541,2;20,00;3,0;3,0;38,34;0,06;0,055;0,0;0,00;0,049
50;13.07.2023;12:38:30;00:00:49;250,0;19,6;18,8;16,4;19,9;20,0;0,0;241,3;2,41E2;-541,2;20,00;3,0;3,0;38,34;0,06;0,056;0,0;0,00;0,049
51;13.07.2023;12:38:31;00:00:50;250,0;19,5;18,8;16,4;19,9;20,0;0,0;231,7;2,32E2;-541,2;20,00;3,0;3,0;38,34;0,06;0,053;0,0;0,01;0,049
52;13.07.2023;12:38:32;00:00:51;250,0;19,4;18,8;16,4;19,9;20,0;0,0;222,7;2,23E2;-541,2;20,00;3,0;3,0;38,34;0,06;0,056;0,0;0,01;0,049
53;13.07.2023;12:38:33;00:00:52;250,0;19,4;18,8;16,4;19,9;20,0;0,0;218,4;2,18E2;-541,2;20,00;3,0;3,0;38,34;0,06;0,056;0,0;0,00;0,049
