Nr.;Datum;Zeit;P.Zeit;AV Pyro top;AV Control TC;AV Piston TC Top;AV Piston TC Bot;AV Transformer T;SV Temperature  ;AV CZ Output;AV abs. pressure;Vacuum;AV rel. pressure;SV Rel. Pressure;SV Force        ;AV Force;AV Abs. Piston T;AV Rel. Piston T;AV Speed;Power;U RMS;I RMS
;;;;°C;°C;°C;°C;°C;°C    ;%;mbar(a;mbar(a;mbar(g;mbar(g;kN    ;kN;mm;mm;mm/min;kW;V;kA
1;03.07.2023;15:36:11;00:00:00;250,0;17,8;19,7;18,3;19,5;20,0;0,0;3,6;3,62E0;-541,2;20,00;3,0;3,0;42,43;0,06;0,001;0,0;0,01;0,049
2;03.07.2023;15:36:12;00:00:01;250,0;17,8;19,7;18,3;19,5;20,0;0,0;3,6;3,64E0;-541,2;20,00;3,0;3,0;42,43;0,06;0,000;0,0;0,01;0,049
3;03.07.2023;15:36:13;00:00:02;250,0;17,8;19,7;18,3;19,5;20,0;0,0;3,6;3,64E0;-541,2;20,00;3,0;3,0;42,43;0,06;0,001;0,0;0,01;0,049
4;03.07.2023;15:36:14;00:00:03;250,0;17,8;19,7;18,3;19,5;20,0;0,0;3,6;3,63E0;-541,2;20,00;3,0;3,0;42,43;0,06;-0,001;0,0;0,00;0,049
5;03.07.2023;15:36:15;00:00:04;250,0;17,8;19,7;18,3;19,5;20,0;0,0;3,6;3,62E0;-541,2;20,00;3,0;2,9;42,43;0,06;-0,001;0,0;0,01;0,052
6;03.07.2023;15:36:16;00:00:05;250,0;17,8;19,7;18,3;19,5;20,0;0,0;3,6;3,62E0;-541,2;20,00;3,0;3,0;42,43;0,06;-0,001;0,0;0,01;0,051
7;03.07.2023;15:36:17;00:00:06;250,0;17,8;19,7;18,3;19,5;20,0;0,0;3,6;3,63E0;-541,2;20,00;3,0;3,0;42,43;0,06;-0,003;0,0;0,01;0,049
8;03.07.2023;15:36:18;00:00:07;250,0;17,8;19,7;18,3;19,5;20,0;0,0;3,6;3,61E0;-541,2;20,00;3,0;3,0;42,43;0,06;0,000;0,0;0,01;0,049
9;03.07.2023;15:36:19;00:00:08;250,0;17,8;19,7;18,3;19,5;20,0;0,0;3,6;3,63E0;-541,2;20,00;3,0;3,0;42,43;0,06;0,002;0,0;0,00;0,049
