Nr.;Datum;Zeit;P.Zeit;AV Pyro top;AV Control TC;AV Piston TC Top;AV Piston TC Bot;AV Transformer T;SV Temperature  ;AV CZ Output;AV abs. pressure;Vacuum;AV rel. pressure;SV Rel. Pressure;SV Force        ;AV Force;AV Abs. Piston T;AV Rel. Piston T;AV Speed;Power;U RMS;I RMS
;;;;°C;°C;°C;°C;°C;°C    ;%;mbar(a;mbar(a;mbar(g;mbar(g;kN    ;kN;mm;mm;mm/min;kW;V;kA
1;24.07.2023;15:23:46;00:00:00;250,0;18,0;19,6;18,3;20,6;20,0;0,0;988,8;9,89E2;-6,2;20,00;3,0;3,0;39,14;0,00;0,002;0,0;0,00;0,049
2;24.07.2023;15:23:47;00:00:01;250,0;18,0;19,6;18,3;20,6;20,0;0,0;988,8;9,89E2;-6,1;20,00;3,0;3,0;39,14;0,00;0,003;0,0;0,01;0,049
3;24.07.2023;15:23:48;00:00:02;250,0;18,0;19,6;18,3;20,6;20,0;0,0;988,8;9,89E2;-6,3;20,00;3,0;3,0;39,14;0,00;0,001;0,0;0,01;0,049
4;24.07.2023;15:23:49;00:00:03;250,0;18,0;19,6;18,3;20,6;20,0;0,0;988,8;9,89E2;-6,2;20,00;3,0;3,0;39,14;0,00;0,000;0,0;0,00;0,049
5;24.07.2023;15:23:50;00:00:04;250,0;18,0;19,6;18,3;20,6;20,0;0,0;988,8;9,89E2;-6,3;20,00;3,0;3,0;39,14;0,00;0,000;0,0;0,00;0,049
6;24.07.2023;15:23:51;00:00:05;250,0;18,0;19,6;18,3;20,6;20,0;0,0;988,8;9,89E2;-6,2;20,00;3,0;3,0;39,14;0,00;0,002;0,0;0,01;0,049
7;24.07.2023;15:23:52;00:00:06;250,0;18,0;19,6;18,3;20,6;20,0;0,0;988,8;9,89E2;-6,3;20,00;3,0;3,0;39,14;0,00;0,003;0,0;0,00;0,049
8;24.07.2023;15:23:53;00:00:07;250,0;17,9;19,6;18,1;20,4;20,0;0,0;988,8;9,89E2;-6,3;20,00;3,0;3,0;39,14;0,00;0,001;0,0;0,01;0,049
9;24.07.2023;15:23:54;00:00:08;250,0;17,9;19,4;18,1;20,4;20,0;0,0;961,4;9,61E2;-31,1;20,00;3,0;3,0;39,14;0,00;-0,001;0,0;0,01;0,049
10;24.07.2023;15:23:55;00:00:09;250,0;17,9;19,4;18,1;20,4;20,0;0,0;911,0;9,11E2;-79,2;20,00;3,0;3,0;39,14;0,01;0,000;0,0;0,00;0,049
11;24.07.2023;15:23:56;00:00:10;250,0;17,8;19,4;18,1;20,4;20,0;0,0;887,5;8,87E2;-105,3;20,00;3,0;3,0;39,14;0,00;0,003;0,0;0,00;0,049
12;24.07.2023;15:23:57;00:00:11;250,0;17,8;19,4;18,1;20,4;20,0;0,0;848,0;8,48E2;-144,3;20,00;3,0;3,0;39,14;0,00;0,004;0,0;0,01;0,049
13;24.07.2023;15:23:58;00:00:12;250,0;17,8;19,4;18,1;20,4;20,0;0,0;826,0;8,26E2;-167,6;20,00;3,0;3,0;39,14;0,00;0,005;0,0;0,00;0,049
14;24.07.2023;15:23:59;00:00:13;250,0;17,8;19,4;18,1;20,4;20,0;0,0;791,0;7,91E2;-201,4;20,00;3,0;3,0;39,14;0,00;0,007;0,0;0,00;0,049
15;24.07.2023;15:24:00;00:00:14;250,0;17,8;19,4;18,1;20,4;20,0;0,0;756,1;7,56E2;-236,4;20,00;3,0;3,0;39,14;0,01;0,006;0,0;0,00;0,049
16;24.07.2023;15:24:01;00:00:15;250,0;17,8;19,4;18,1;20,4;20,0;0,0;741,2;7,41E2;-251,8;20,00;3,0;3,0;39,14;0,01;0,002;0,0;0,01;0,049
17;24.07.2023;15:24:02;00:00:16;250,0;17,8;19,4;18,0;20,4;20,0;0,0;710,1;7,10E2;-283,9;20,00;3,0;3,0;39,14;0,00;0,002;0,0;0,00;0,049
18;24.07.2023;15:24:03;00:00:17;250,0;17,8;19,4;18,0;20,4;20,0;0,0;680,9;6,81E2;-311,7;20,00;3,0;3,0;39,14;0,00;0,005;0,0;0,00;0,049
19;24.07.2023;15:24:04;00:00:18;250,0;17,8;19,4;17,9;20,4;20,0;0,0;663,8;6,64E2;-329,4;20,00;3,0;3,0;39,14;0,01;0,001;0,0;0,01;0,049
20;24.07.2023;15:24:05;00:00:19;250,0;17,8;19,4;17,9;20,4;20,0;0,0;637,4;6,37E2;-355,0;20,00;3,0;3,0;39,14;0,01;0,008;0,0;0,01;0,049
21;24.07.2023;15:24:06;00:00:20;250,0;17,8;19,4;17,7;20,4;20,0;0,0;612,1;6,12E2;-381,1;20,00;3,0;3,0;39,14;0,01;0,014;0,0;0,01;0,049
22;24.07.2023;15:24:07;00:00:21;250,0;17,8;19,4;17,7;20,4;20,0;0,0;599,8;6,00E2;-392,7;20,00;3,0;3,0;39,14;0,01;0,014;0,0;0,00;0,049
23;24.07.2023;15:24:08;00:00:22;250,0;17,8;19,4;17,6;20,5;20,0;0,0;576,6;5,77E2;-417,2;20,00;3,0;3,0;39,14;0,01;0,021;0,0;0,01;0,049
24;24.07.2023;15:24:09;00:00:23;250,0;17,8;19,4;17,6;20,5;20,0;0,0;564,9;5,65E2;-428,1;20,00;3,0;3,0;39,14;0,01;0,020;0,0;0,01;0,049
25;24.07.2023;15:24:10;00:00:24;250,0;17,8;19,4;17,4;20,5;20,0;0,0;540,4;5,40E2;-452,8;20,00;3,0;3,0;39,14;0,01;0,020;0,0;0,01;0,049
26;24.07.2023;15:24:11;00:00:25;250,0;17,8;19,4;17,4;20,5;20,0;0,0;519,3;5,19E2;-474,5;20,00;3,0;3,0;39,14;0,01;0,023;0,0;0,00;0,049
27;24.07.2023;15:24:12;00:00:26;250,0;17,8;19,4;17,3;20,5;20,0;0,0;509,3;5,09E2;-484,2;20,00;3,0;3,0;39,14;0,01;0,024;0,0;0,00;0,049
28;24.07.2023;15:24:13;00:00:27;250,0;17,8;19,4;17,3;20,2;20,0;0,0;489,6;4,90E2;-504,5;20,00;3,0;3,0;39,14;0,01;0,021;0,0;0,00;0,049
29;24.07.2023;15:24:14;00:00:28;250,0;17,5;19,1;17,0;20,2;20,0;0,0;470,3;4,70E2;-522,5;20,00;3,0;3,0;39,14;0,01;0,023;0,0;0,01;0,049
30;24.07.2023;15:24:15;00:00:29;250,0;17,5;19,1;16,8;20,2;20,0;0,0;461,1;4,61E2;-531,3;20,00;3,0;3,0;39,14;0,01;0,026;0,0;0,00;0,049
31;24.07.2023;15:24:16;00:00:30;250,0;17,5;19,1;16,7;20,2;20,0;0,0;441,9;4,42E2;-541,2;20,00;3,0;3,0;39,14;0,01;0,031;0,0;0,01;0,049
32;24.07.2023;15:24:17;00:00:31;250,0;17,5;19,1;16,7;20,2;20,0;0,0;424,3;4,24E2;-541,2;20,00;3,0;3,0;39,15;0,01;0,033;0,0;0,00;0,049
33;24.07.2023;15:24:18;00:00:32;250,0;17,5;19,1;16,6;20,2;20,0;0,0;416,3;4,16E2;-541,2;20,00;3,0;3,0;39,15;0,01;0,032;0,0;0,01;0,049
34;24.07.2023;15:24:19;00:00:33;250,0;17,4;19,1;16,6;20,3;20,0;0,0;400,0;4,00E2;-541,2;20,00;3,0;3,0;39,15;0,01;0,026;0,0;0,00;0,049
35;24.07.2023;15:24:20;00:00:34;250,0;17,4;19,1;16,5;20,3;20,0;0,0;384,6;3,85E2;-541,2;20,00;3,0;3,0;39,15;0,01;0,027;0,0;0,00;0,049
36;24.07.2023;15:24:21;00:00:35;250,0;17,4;19,1;16,5;20,3;20,0;0,0;377,1;3,77E2;-541,2;20,00;3,0;3,0;39,15;0,01;0,029;0,0;0,00;0,049
37;24.07.2023;15:24:22;00:00:36;250,0;17,4;19,1;16,4;20,3;20,0;0,0;361,1;3,61E2;-541,2;20,00;3,0;3,0;39,15;0,01;0,032;0,0;0,01;0,049
38;24.07.2023;15:24:23;00:00:37;250,0;17,4;19,1;16,4;20,3;20,0;0,0;354,1;3,54E2;-541,2;20,00;3,0;3,0;39,15;0,01;0,028;0,0;0,01;0,049
39;24.07.2023;15:24:24;00:00:38;250,0;17,4;19,1;16,3;20,3;20,0;0,0;340,2;3,40E2;-541,2;20,00;3,0;3,0;39,15;0,01;0,031;0,0;0,00;0,049
40;24.07.2023;15:24:25;00:00:39;250,0;17,4;19,1;16,3;20,3;20,0;0,0;326,9;3,27E2;-541,2;20,00;3,0;3,0;39,15;0,01;0,031;0,0;0,01;0,049
41;24.07.2023;15:24:26;00:00:40;250,0;17,4;19,1;16,2;20,3;20,0;0,0;320,7;3,21E2;-541,2;20,00;3,0;2,9;39,15;0,01;0,029;0,0;0,00;0,049
42;24.07.2023;15:24:27;00:00:41;250,0;17,4;19,1;16,2;20,3;20,0;0,0;308,5;3,08E2;-541,2;20,00;3,0;2,9;39,15;0,01;0,026;0,0;0,00;0,049
43;24.07.2023;15:24:28;00:00:42;250,0;17,4;19,1;16,2;20,3;20,0;0,0;295,3;2,95E2;-541,2;20,00;3,0;3,0;39,15;0,02;0,032;0,0;0,00;0,049
44;24.07.2023;15:24:29;00:00:43;250,0;17,4;19,1;16,2;20,3;20,0;0,0;289,6;2,90E2;-541,2;20,00;3,0;3,0;39,15;0,02;0,034;0,0;0,00;0,049
45;24.07.2023;15:24:30;00:00:44;250,0;17,4;19,1;16,1;20,3;20,0;0,0;278,5;2,78E2;-541,2;20,00;3,0;3,0;39,15;0,02;0,034;0,0;0,01;0,049
46;24.07.2023;15:24:31;00:00:45;250,0;17,4;19,1;16,1;20,3;20,0;0,0;267,6;2,68E2;-541,2;20,00;3,0;3,0;39,15;0,02;0,028;0,0;0,01;0,049
