Nr.;Datum;Zeit;P.Zeit;AV Pyro top;AV Control TC;AV Piston TC Top;AV Piston TC Bot;AV Transformer T;SV Temperature  ;AV CZ Output;AV abs. pressure;Vacuum;AV rel. pressure;SV Rel. Pressure;SV Force        ;AV Force;AV Abs. Piston T;AV Rel. Piston T;AV Speed;Power;U RMS;I RMS
;;;;°C;°C;°C;°C;°C;°C    ;%;mbar(a;mbar(a;mbar(g;mbar(g;kN    ;kN;mm;mm;mm/min;kW;V;kA
1;29.06.2023;19:10:07;00:00:00;250,0;178,5;25,4;24,0;22,6;20,0;0,0;0,3;2,64E-1;-541,2;20,00;3,0;3,0;42,90;0,06;0,032;0,0;0,01;0,049
2;29.06.2023;19:10:08;00:00:01;250,0;175,9;25,3;24,0;22,6;20,0;0,0;0,3;2,64E-1;-541,2;20,00;3,0;3,0;42,90;0,06;0,033;0,0;0,01;0,049
3;29.06.2023;19:10:09;00:00:02;250,0;175,9;25,3;24,0;22,6;20,0;0,0;0,3;2,64E-1;-541,2;20,00;3,0;3,0;42,90;0,06;0,033;0,0;0,00;0,049
4;29.06.2023;19:10:10;00:00:03;250,0;173,4;25,2;23,9;22,6;20,0;0,0;0,3;2,64E-1;-541,2;20,00;3,0;3,0;42,90;0,06;0,032;0,0;0,00;0,049
5;29.06.2023;19:10:11;00:00:04;250,0;173,4;25,1;23,8;22,6;20,0;0,0;0,3;2,64E-1;-541,2;20,00;3,0;3,0;42,90;0,06;0,030;0,0;0,00;0,049
6;29.06.2023;19:10:12;00:00:05;250,0;173,4;25,1;23,8;22,6;20,0;0,0;0,3;2,64E-1;-541,2;20,00;3,0;3,0;42,90;0,06;0,031;0,0;0,00;0,049
7;29.06.2023;19:10:13;00:00:06;250,0;171,0;25,1;23,8;22,6;20,0;0,0;0,3;2,64E-1;-541,2;20,00;3,0;3,0;42,90;0,06;0,032;0,0;0,01;0,049
8;29.06.2023;19:10:14;00:00:07;250,0;171,0;25,0;23,8;22,6;20,0;0,0;0,3;2,64E-1;-541,2;20,00;3,0;3,0;42,90;0,06;0,030;0,0;0,01;0,049
9;29.06.2023;19:10:15;00:00:08;250,0;168,7;25,0;23,7;22,5;20,0;0,0;0,3;2,64E-1;-541,2;20,00;3,0;3,0;42,90;0,06;0,026;0,0;0,00;0,049
10;29.06.2023;19:10:16;00:00:09;250,0;166,4;24,9;23,6;22,5;20,0;0,0;0,3;2,64E-1;-541,2;20,00;3,0;3,0;42,91;0,06;0,029;0,0;0,01;0,049
11;29.06.2023;19:10:17;00:00:10;250,0;166,4;24,9;23,6;22,5;20,0;0,0;0,3;2,64E-1;-541,2;20,00;3,0;3,0;42,91;0,07;0,033;0,0;0,00;0,049
12;29.06.2023;19:10:18;00:00:11;250,0;164,1;24,8;23,6;22,5;20,0;0,0;0,3;2,63E-1;-541,2;20,00;3,0;3,0;42,91;0,07;0,033;0,0;0,00;0,049
13;29.06.2023;19:10:19;00:00:12;250,0;164,1;24,8;23,6;22,5;20,0;0,0;0,3;2,63E-1;-541,2;20,00;3,0;3,0;42,91;0,07;0,031;0,0;0,00;0,049
