Nr.;Datum;Zeit;P.Zeit;AV Pyro top;AV Control TC;AV Piston TC Top;AV Piston TC Bot;AV Transformer T;SV Temperature  ;AV CZ Output;AV abs. pressure;Vacuum;AV rel. pressure;SV Rel. Pressure;SV Force        ;AV Force;AV Abs. Piston T;AV Rel. Piston T;AV Speed;Power;U RMS;I RMS
;;;;°C;°C;°C;°C;°C;°C    ;%;mbar(a;mbar(a;mbar(g;mbar(g;kN    ;kN;mm;mm;mm/min;kW;V;kA
1;13.07.2023;10:49:38;00:00:00;250,0;18,2;19,7;18,4;19,8;20,0;0,0;1004,6;1,00E3;-2,4;20,00;3,0;3,0;38,11;0,02;0,091;0,0;0,01;0,052
2;13.07.2023;10:49:39;00:00:01;250,0;18,1;19,7;18,4;19,7;20,0;0,0;1004,5;1,00E3;-2,4;20,00;3,0;3,0;38,12;0,03;0,090;0,0;0,00;0,049
3;13.07.2023;10:49:40;00:00:02;250,0;18,1;19,7;18,4;19,7;20,0;0,0;1004,5;1,00E3;-2,4;20,00;3,0;3,0;38,11;0,03;0,085;0,0;0,01;0,050
4;13.07.2023;10:49:41;00:00:03;250,0;18,1;19,7;18,4;19,7;20,0;0,0;1004,5;1,00E3;-2,4;20,00;3,0;3,0;38,12;0,03;0,071;0,0;0,00;0,049
5;13.07.2023;10:49:42;00:00:04;250,0;18,1;19,7;18,4;19,7;20,0;0,0;1004,4;1,00E3;-2,7;20,00;3,0;3,0;38,12;0,03;0,061;0,0;0,00;0,049
6;13.07.2023;10:49:43;00:00:05;250,0;18,1;19,7;18,4;19,7;20,0;0,0;1004,3;1,00E3;-2,7;20,00;3,0;3,0;38,12;0,03;0,053;0,0;0,01;0,049
7;13.07.2023;10:49:44;00:00:06;250,0;18,1;19,7;18,4;19,7;20,0;0,0;1004,3;1,00E3;-2,7;20,00;3,0;3,0;38,12;0,03;0,041;0,0;0,00;0,049
8;13.07.2023;10:49:45;00:00:07;250,0;18,1;19,7;18,4;19,7;20,0;0,0;1004,2;1,00E3;-2,7;20,00;3,0;3,0;38,12;0,03;0,032;0,0;0,01;0,051
9;13.07.2023;10:49:46;00:00:08;250,0;18,1;19,7;18,4;19,7;20,0;0,0;1004,2;1,00E3;-2,7;20,00;3,0;3,0;38,12;0,03;0,031;0,0;0,01;0,050
10;13.07.2023;10:49:47;00:00:09;250,0;18,1;19,7;18,4;19,7;20,0;0,0;958,3;9,58E2;-43,2;20,00;3,0;3,0;38,12;0,03;0,026;0,0;0,01;0,049
11;13.07.2023;10:49:48;00:00:10;250,0;18,1;19,7;18,4;19,7;20,0;0,0;910,3;9,10E2;-93,3;20,00;3,0;3,0;38,12;0,03;0,027;0,0;0,00;0,049
12;13.07.2023;10:49:49;00:00:11;250,0;18,1;19,7;18,4;19,7;20,0;0,0;886,6;8,87E2;-115,5;20,00;3,0;3,0;38,12;0,03;0,034;0,0;0,00;0,051
13;13.07.2023;10:49:50;00:00:12;250,0;18,1;19,7;18,4;19,7;20,0;0,0;848,2;8,48E2;-156,8;20,00;3,0;3,0;38,12;0,03;0,064;0,0;0,00;0,049
14;13.07.2023;10:49:51;00:00:13;250,0;18,1;19,7;18,4;19,7;20,0;0,0;830,2;8,30E2;-174,4;20,00;3,0;3,0;38,13;0,03;0,082;0,0;0,01;0,053
15;13.07.2023;10:49:52;00:00:14;250,0;18,1;19,7;18,4;19,8;20,0;0,0;790,4;7,90E2;-214,4;20,00;3,0;3,0;38,13;0,04;0,100;0,0;0,01;0,053
16;13.07.2023;10:49:53;00:00:15;250,0;18,1;19,7;18,4;19,8;20,0;0,0;757,0;7,57E2;-246,8;20,00;3,0;3,0;38,13;0,04;0,111;0,0;0,00;0,051
