Nr.;Datum;Zeit;P.Zeit;AV Pyro top;AV Control TC;AV Piston TC Top;AV Piston TC Bot;AV Transformer T;SV Temperature  ;AV CZ Output;AV abs. pressure;Vacuum;AV rel. pressure;SV Rel. Pressure;SV Force        ;AV Force;AV Abs. Piston T;AV Rel. Piston T;AV Speed;Power;U RMS;I RMS
;;;;°C;°C;°C;°C;°C;°C    ;%;mbar(a;mbar(a;mbar(g;mbar(g;kN    ;kN;mm;mm;mm/min;kW;V;kA
1;12.07.2023;18:42:49;00:00:00;250,0;20,6;19,5;18,2;20,4;20,0;0,0;996,0;9,96E2;-5,8;20,00;3,0;3,0;39,44;0,41;0,011;0,0;0,01;0,049
2;12.07.2023;18:42:50;00:00:01;250,0;20,6;19,5;18,2;20,4;20,0;0,0;996,0;9,96E2;-5,8;20,00;3,0;3,0;39,44;0,41;0,007;0,0;0,00;0,049
3;12.07.2023;18:42:51;00:00:02;250,0;20,5;19,5;18,2;20,4;20,0;0,0;996,0;9,96E2;-5,8;20,00;3,0;3,0;39,44;0,41;0,004;0,0;0,01;0,049
4;12.07.2023;18:42:52;00:00:03;250,0;20,5;19,5;18,2;20,4;20,0;0,0;995,9;9,96E2;-5,8;20,00;3,0;3,0;39,44;0,41;-0,002;0,0;0,00;0,049
5;12.07.2023;18:42:53;00:00:04;250,0;20,5;19,5;18,2;20,4;20,0;0,0;995,9;9,96E2;-5,8;20,00;3,0;3,0;39,44;0,41;-0,004;0,0;0,00;0,049
6;12.07.2023;18:42:54;00:00:05;250,0;20,5;19,5;18,2;20,4;20,0;0,0;995,9;9,96E2;-5,8;20,00;3,0;3,0;39,44;0,41;-0,004;0,0;0,00;0,049
7;12.07.2023;18:42:55;00:00:06;250,0;20,5;19,5;18,2;20,4;20,0;0,0;995,9;9,96E2;-5,8;20,00;3,0;3,0;39,44;0,41;-0,004;0,0;0,00;0,049
8;12.07.2023;18:42:56;00:00:07;250,0;20,4;19,5;18,2;20,4;20,0;0,0;995,9;9,96E2;-5,8;20,00;3,0;3,0;39,44;0,41;-0,002;0,0;0,00;0,049
9;12.07.2023;18:42:57;00:00:08;250,0;20,4;19,4;18,2;20,4;20,0;0,0;981,8;9,82E2;-16,4;20,00;3,0;3,0;39,44;0,41;-0,003;0,0;0,00;0,049
