Nr.;Datum;Zeit;P.Zeit;AV Pyro top;AV Control TC;AV Piston TC Top;AV Piston TC Bot;AV Transformer T;SV Temperature  ;AV CZ Output;AV abs. pressure;Vacuum;AV rel. pressure;SV Rel. Pressure;SV Force        ;AV Force;AV Abs. Piston T;AV Rel. Piston T;AV Speed;Power;U RMS;I RMS
;;;;°C;°C;°C;°C;°C;°C    ;%;mbar(a;mbar(a;mbar(g;mbar(g;kN    ;kN;mm;mm;mm/min;kW;V;kA
1;01.11.2023;10:53:35;00:00:00;250,0;23,9;18,7;17,9;21,0;20,0;0,0;995,9;9,96E2;-1,2;20,00;3,0;3,0;34,59;0,49;-0,069;0,0;0,01;0,054
2;01.11.2023;10:53:36;00:00:01;250,0;24,1;18,7;17,9;21,0;20,0;0,0;995,9;9,96E2;-1,2;20,00;3,0;3,0;34,59;0,49;-0,063;0,0;0,01;0,054
3;01.11.2023;10:53:37;00:00:02;250,0;24,1;18,8;18,0;21,1;20,0;0,0;995,9;9,96E2;-1,5;20,00;3,0;3,0;34,59;0,49;-0,052;0,0;0,00;0,054
4;01.11.2023;10:53:38;00:00:03;250,0;24,1;18,8;18,0;21,1;20,0;0,0;995,8;9,96E2;-1,5;20,00;3,0;2,9;34,59;0,49;-0,048;0,0;0,01;0,054
5;01.11.2023;10:53:39;00:00:04;250,0;24,2;18,8;18,0;21,1;20,0;0,0;995,7;9,96E2;-1,5;20,00;3,0;3,0;34,59;0,49;-0,035;0,0;0,01;0,054
6;01.11.2023;10:53:40;00:00:05;250,0;24,3;18,8;18,0;21,1;20,0;0,0;995,7;9,96E2;-1,5;20,00;3,0;3,0;34,59;0,49;-0,032;0,0;0,01;0,054
7;01.11.2023;10:53:41;00:00:06;250,0;24,3;18,8;18,0;21,1;20,0;0,0;995,6;9,96E2;-1,7;20,00;3,0;3,0;34,59;0,49;-0,019;0,0;0,00;0,054
8;01.11.2023;10:53:42;00:00:07;250,0;24,3;18,8;18,0;21,1;20,0;0,0;995,6;9,96E2;-1,8;20,00;3,0;3,0;34,59;0,49;-0,012;0,0;0,00;0,054
9;01.11.2023;10:53:43;00:00:08;250,0;24,3;18,8;18,0;21,0;20,0;0,0;985,4;9,85E2;-6,0;20,00;3,0;3,0;34,59;0,49;-0,012;0,0;0,00;0,054
10;01.11.2023;10:53:44;00:00:09;250,0;24,4;18,8;18,0;21,0;20,0;0,0;933,0;9,33E2;-60,6;20,00;3,0;3,0;34,59;0,49;-0,007;0,0;0,00;0,054
11;01.11.2023;10:53:45;00:00:10;250,0;24,4;18,8;18,0;21,0;20,0;0,0;882,1;8,82E2;-113,1;20,00;3,0;3,0;34,59;0,49;-0,004;0,0;0,01;0,054
12;01.11.2023;10:53:46;00:00:11;250,0;24,4;18,8;18,0;21,0;20,0;0,0;860,3;8,60E2;-134,1;20,00;3,0;3,0;34,59;0,49;-0,001;0,0;0,00;0,054
13;01.11.2023;10:53:47;00:00:12;250,0;24,4;18,8;18,0;21,0;20,0;0,0;820,9;8,21E2;-175,4;20,00;3,0;3,0;34,59;0,49;0,001;0,0;0,01;0,054
14;01.11.2023;10:53:48;00:00:13;250,0;24,5;18,8;18,0;21,1;20,0;0,0;785,4;7,85E2;-209,1;20,00;3,0;2,9;34,59;0,49;0,006;0,0;0,01;0,054
15;01.11.2023;10:53:49;00:00:14;250,0;24,5;18,8;18,0;21,1;20,0;0,0;768,6;7,69E2;-227,6;20,00;3,0;2,9;34,60;0,49;0,007;0,0;0,01;0,054
16;01.11.2023;10:53:50;00:00:15;250,0;24,5;18,8;18,0;21,1;20,0;0,0;737,3;7,37E2;-257,9;20,00;3,0;3,0;34,60;0,49;0,018;0,0;0,01;0,054
17;01.11.2023;10:53:51;00:00:16;250,0;24,5;18,8;18,0;21,1;20,0;0,0;704,8;7,05E2;-291,4;20,00;3,0;3,0;34,60;0,49;0,024;0,0;0,01;0,054
18;01.11.2023;10:53:52;00:00:17;250,0;24,5;18,8;18,0;21,1;20,0;0,0;689,5;6,89E2;-305,2;20,00;3,0;3,0;34,60;0,50;0,030;0,0;0,01;0,054
19;01.11.2023;10:53:53;00:00:18;250,0;24,5;18,8;18,0;21,1;20,0;0,0;662,8;6,63E2;-333,7;20,00;3,0;3,0;34,60;0,50;0,042;0,0;0,01;0,054
20;01.11.2023;10:53:54;00:00:19;250,0;24,5;18,8;18,0;21,1;20,0;0,0;648,6;6,49E2;-346,4;20,00;3,0;2,9;34,60;0,50;0,045;0,0;0,00;0,054
21;01.11.2023;10:53:55;00:00:20;250,0;24,5;18,8;18,0;21,0;20,0;0,0;623,1;6,23E2;-372,7;20,00;3,0;3,0;34,60;0,50;0,054;0,0;0,00;0,053
22;01.11.2023;10:53:56;00:00:21;250,0;24,4;18,8;17,9;21,1;20,0;0,0;598,9;5,99E2;-395,9;20,00;3,0;3,0;34,60;0,50;0,061;0,0;0,01;0,054
23;01.11.2023;10:53:57;00:00:22;250,0;24,4;18,8;17,9;21,1;20,0;0,0;587,6;5,88E2;-409,0;20,00;3,0;3,0;34,60;0,50;0,064;0,0;0,01;0,054
24;01.11.2023;10:53:58;00:00:23;250,0;24,4;18,7;17,8;21,0;20,0;0,0;562,2;5,62E2;-432,5;20,00;3,0;3,0;34,60;0,50;0,065;0,0;0,00;0,054
25;01.11.2023;10:53:59;00:00:24;250,0;24,4;18,7;17,8;21,0;20,0;0,0;540,3;5,40E2;-455,0;20,00;3,0;3,1;34,61;0,50;0,073;0,0;0,01;0,054
26;01.11.2023;10:54:00;00:00:25;250,0;24,3;18,7;17,8;21,0;20,0;0,0;530,0;5,30E2;-465,0;20,00;3,0;3,0;34,61;0,50;0,070;0,0;0,01;0,054
27;01.11.2023;10:54:01;00:00:26;250,0;24,3;18,7;17,8;21,0;20,0;0,0;509,8;5,10E2;-486,0;20,00;3,0;3,0;34,61;0,51;0,070;0,0;0,00;0,054
28;01.11.2023;10:54:02;00:00:27;250,0;24,3;18,7;17,7;21,0;20,0;0,0;490,0;4,90E2;-504,6;20,00;3,0;3,0;34,61;0,51;0,069;0,0;0,01;0,054
29;01.11.2023;10:54:03;00:00:28;250,0;24,3;18,7;17,7;21,0;20,0;0,0;480,8;4,81E2;-515,1;20,00;3,0;3,0;34,61;0,51;0,069;0,0;0,01;0,054
30;01.11.2023;10:54:04;00:00:29;250,0;24,3;18,7;17,7;21,0;20,0;0,0;460,6;4,61E2;-534,1;20,00;3,0;3,0;34,61;0,51;0,073;0,0;0,00;0,054
31;01.11.2023;10:54:05;00:00:30;250,0;24,3;18,7;17,7;21,0;20,0;0,0;442,5;4,43E2;-541,2;20,00;3,0;3,0;34,61;0,51;0,077;0,0;0,00;0,054
32;01.11.2023;10:54:06;00:00:31;250,0;24,3;18,7;17,7;21,0;20,0;0,0;433,3;4,33E2;-541,2;20,00;3,0;3,0;34,62;0,51;0,080;0,0;0,01;0,054
33;01.11.2023;10:54:07;00:00:32;250,0;24,2;18,7;17,7;21,0;20,0;0,0;417,2;4,17E2;-541,2;20,00;3,0;3,0;34,62;0,51;0,081;0,0;0,01;0,054
34;01.11.2023;10:54:08;00:00:33;250,0;24,2;18,7;17,6;21,0;20,0;0,0;407,8;4,08E2;-541,2;20,00;3,0;3,0;34,62;0,52;0,080;0,0;0,00;0,054
35;01.11.2023;10:54:09;00:00:34;250,0;24,2;18,7;17,6;21,0;20,0;0,0;393,1;3,93E2;-541,2;20,00;3,0;3,0;34,62;0,52;0,081;0,0;0,00;0,054
36;01.11.2023;10:54:10;00:00:35;250,0;24,2;18,7;17,6;21,0;20,0;0,0;377,3;3,77E2;-541,2;20,00;3,0;3,0;34,62;0,52;0,081;0,0;0,01;0,054
37;01.11.2023;10:54:11;00:00:36;250,0;24,2;18,7;17,6;21,0;20,0;0,0;369,6;3,70E2;-541,2;20,00;3,0;3,0;34,62;0,52;0,078;0,0;0,00;0,054
38;01.11.2023;10:54:12;00:00:37;250,0;24,2;18,7;17,6;21,0;20,0;0,0;355,1;3,55E2;-541,2;20,00;3,0;3,0;34,62;0,52;0,075;0,0;0,00;0,054
39;01.11.2023;10:54:13;00:00:38;250,0;24,2;18,7;17,6;21,0;20,0;0,0;341,8;3,42E2;-541,2;20,00;3,0;3,0;34,62;0,52;0,074;0,0;0,01;0,053
40;01.11.2023;10:54:14;00:00:39;250,0;24,1;18,7;17,6;21,0;20,0;0,0;335,2;3,35E2;-541,2;20,00;3,0;3,0;34,63;0,52;0,078;0,0;0,01;0,054
41;01.11.2023;10:54:15;00:00:40;250,0;24,1;18,7;17,6;21,0;20,0;0,0;322,3;3,22E2;-541,2;20,00;3,0;3,0;34,63;0,52;0,076;0,0;0,00;0,054
42;01.11.2023;10:54:16;00:00:41;250,0;24,1;18,7;17,6;21,0;20,0;0,0;309,0;3,09E2;-541,2;20,00;3,0;3,0;34,63;0,53;0,078;0,0;0,01;0,054
43;01.11.2023;10:54:17;00:00:42;250,0;24,0;18,7;17,6;20,9;20,0;0,0;303,1;3,03E2;-541,2;20,00;3,0;3,0;34,63;0,53;0,078;0,0;0,01;0,054
44;01.11.2023;10:54:18;00:00:43;250,0;24,0;18,6;17,5;20,9;20,0;0,0;291,3;2,91E2;-541,2;20,00;3,0;3,0;34,63;0,53;0,078;0,0;0,01;0,054
45;01.11.2023;10:54:19;00:00:44;250,0;23,9;18,6;17,5;20,9;20,0;0,0;285,8;2,86E2;-541,2;20,00;3,0;3,0;34,63;0,53;0,077;0,0;0,01;0,054
46;01.11.2023;10:54:20;00:00:45;250,0;23,9;18,6;17,5;20,9;20,0;0,0;274,9;2,75E2;-541,2;20,00;3,0;3,0;34,63;0,53;0,075;0,0;0,01;0,054
47;01.11.2023;10:54:21;00:00:46;250,0;23,9;18,6;17,5;20,9;20,0;0,0;264,4;2,64E2;-541,2;20,00;3,0;3,0;34,63;0,53;0,077;0,0;0,00;0,054
