Nr.;Datum;Zeit;P.Zeit;AV Pyro top;AV Control TC;AV Piston TC Top;AV Piston TC Bot;AV Transformer T;SV Temperature  ;AV CZ Output;AV abs. pressure;Vacuum;AV rel. pressure;SV Rel. Pressure;SV Force        ;AV Force;AV Abs. Piston T;AV Rel. Piston T;AV Speed;Power;U RMS;I RMS
;;;;°C;°C;°C;°C;°C;°C    ;%;mbar(a;mbar(a;mbar(g;mbar(g;kN    ;kN;mm;mm;mm/min;kW;V;kA
1;11.08.2023;13:41:09;00:00:00;250,0;20,2;19,7;19,2;20,3;20,0;0,0;1007,1;1,01E3;-5,5;20,00;3,0;3,0;38,23;0,03;0,001;0,0;0,01;0,049
2;11.08.2023;13:41:10;00:00:01;250,0;20,2;19,7;19,2;20,3;20,0;0,0;1007,0;1,01E3;-5,6;20,00;3,0;3,0;38,23;0,02;0,002;0,0;0,01;0,049
3;11.08.2023;13:41:11;00:00:02;250,0;20,1;19,7;19,2;20,2;20,0;0,0;1007,1;1,01E3;-5,8;20,00;3,0;3,0;38,23;0,03;0,002;0,0;0,01;0,049
4;11.08.2023;13:41:12;00:00:03;250,0;20,0;19,7;19,2;20,2;20,0;0,0;1007,0;1,01E3;-5,8;20,00;3,0;3,0;38,23;0,03;0,001;0,0;0,01;0,049
5;11.08.2023;13:41:13;00:00:04;250,0;20,0;19,5;19,2;20,2;20,0;0,0;1006,9;1,01E3;-5,8;20,00;3,0;3,0;38,23;0,03;0,000;0,0;0,00;0,049
6;11.08.2023;13:41:14;00:00:05;250,0;19,9;19,5;19,0;20,1;20,0;0,0;1006,8;1,01E3;-5,8;20,00;3,0;3,0;38,23;0,03;0,001;0,0;0,01;0,049
7;11.08.2023;13:41:15;00:00:06;250,0;19,8;19,5;19,0;20,1;20,0;0,0;1006,7;1,01E3;-6,1;20,00;3,0;3,0;38,23;0,02;0,000;0,0;0,00;0,049
8;11.08.2023;13:41:16;00:00:07;250,0;19,8;19,5;19,0;20,1;20,0;0,0;1006,6;1,01E3;-6,1;20,00;3,0;3,0;38,23;0,03;0,002;0,0;0,01;0,049
9;11.08.2023;13:41:17;00:00:08;250,0;19,7;19,5;19,0;20,1;20,0;0,0;1006,6;1,01E3;-6,1;20,00;3,0;3,0;38,23;0,03;0,001;0,0;0,00;0,049
10;11.08.2023;13:41:18;00:00:09;250,0;19,7;19,5;19,0;20,1;20,0;0,0;965,0;9,65E2;-43,3;20,00;3,0;3,0;38,23;0,02;0,001;0,0;0,01;0,049
11;11.08.2023;13:41:19;00:00:10;250,0;19,6;19,5;19,0;20,1;20,0;0,0;938,7;9,39E2;-71,9;20,00;3,0;3,0;38,23;0,03;-0,001;0,0;0,00;0,049
12;11.08.2023;13:41:20;00:00:11;250,0;19,6;19,5;19,0;20,1;20,0;0,0;915,9;9,16E2;-95,1;20,00;3,0;3,0;38,23;0,03;0,000;0,0;0,00;0,049
13;11.08.2023;13:41:21;00:00:12;250,0;19,6;19,5;19,0;20,1;20,0;0,0;871,2;8,71E2;-137,4;20,00;3,0;3,0;38,23;0,03;0,008;0,0;0,00;0,049
14;11.08.2023;13:41:22;00:00:13;250,0;19,6;19,5;19,0;20,1;20,0;0,0;833,5;8,33E2;-176,5;20,00;3,0;3,0;38,23;0,03;0,024;0,0;0,00;0,049
15;11.08.2023;13:41:23;00:00:14;250,0;19,5;19,5;18,9;20,1;20,0;0,0;815,6;8,16E2;-193,8;20,00;3,0;3,0;38,23;0,03;0,034;0,0;0,00;0,049
16;11.08.2023;13:41:24;00:00:15;250,0;19,5;19,5;18,9;20,1;20,0;0,0;777,9;7,78E2;-232,5;20,00;3,0;3,0;38,23;0,03;0,043;0,0;0,01;0,049
17;11.08.2023;13:41:25;00:00:16;250,0;19,5;19,5;18,8;20,1;20,0;0,0;761,3;7,61E2;-248,3;20,00;3,0;3,0;38,23;0,03;0,050;0,0;0,00;0,049
18;11.08.2023;13:41:26;00:00:17;250,0;19,4;19,5;18,8;20,1;20,0;0,0;728,4;7,28E2;-281,3;20,00;3,0;3,0;38,23;0,03;0,057;0,0;0,00;0,049
19;11.08.2023;13:41:27;00:00:18;250,0;19,4;19,5;18,6;20,1;20,0;0,0;699,2;6,99E2;-312,4;20,00;3,0;3,0;38,23;0,03;0,063;0,0;0,00;0,049
20;11.08.2023;13:41:28;00:00:19;250,0;19,4;19,5;18,6;20,1;20,0;0,0;685,1;6,85E2;-326,1;20,00;3,0;3,0;38,24;0,03;0,062;0,0;0,01;0,049
21;11.08.2023;13:41:29;00:00:20;250,0;19,3;19,5;18,2;20,1;20,0;0,0;657,3;6,57E2;-354,7;20,00;3,0;3,0;38,24;0,04;0,064;0,0;0,01;0,049
22;11.08.2023;13:41:30;00:00:21;250,0;19,3;19,5;18,2;20,2;20,0;0,0;627,7;6,28E2;-381,8;20,00;3,0;3,0;38,24;0,04;0,057;0,0;0,00;0,049
23;11.08.2023;13:41:31;00:00:22;250,0;19,2;19,5;17,9;20,2;20,0;0,0;615,4;6,15E2;-393,8;20,00;3,0;3,0;38,24;0,04;0,058;0,0;0,01;0,049
24;11.08.2023;13:41:32;00:00:23;250,0;19,2;19,5;17,9;20,2;20,0;0,0;591,1;5,91E2;-418,8;20,00;3,0;3,0;38,24;0,04;0,060;0,0;0,01;0,049
25;11.08.2023;13:41:33;00:00:24;250,0;19,2;19,5;17,4;20,2;20,0;0,0;567,5;5,67E2;-442,8;20,00;3,0;3,0;38,24;0,04;0,058;0,0;0,00;0,049
26;11.08.2023;13:41:34;00:00:25;250,0;19,2;19,2;17,2;20,2;20,0;0,0;556,4;5,56E2;-453,4;20,00;3,0;3,0;38,24;0,04;0,057;0,0;0,01;0,049
27;11.08.2023;13:41:35;00:00:26;250,0;18,9;19,2;16,7;19,9;20,0;0,0;534,7;5,35E2;-475,8;20,00;3,0;3,0;38,24;0,04;0,057;0,0;0,01;0,049
28;11.08.2023;13:41:36;00:00:27;250,0;18,9;19,2;16,7;19,9;20,0;0,0;512,8;5,13E2;-497,1;20,00;3,0;3,0;38,24;0,04;0,060;0,0;0,00;0,049
29;11.08.2023;13:41:37;00:00:28;250,0;18,9;19,2;16,7;19,9;20,0;0,0;502,8;5,03E2;-508,4;20,00;3,0;3,0;38,25;0,04;0,061;0,0;0,00;0,049
30;11.08.2023;13:41:38;00:00:29;250,0;18,8;19,2;16,2;20,0;20,0;0,0;483,0;4,83E2;-527,0;20,00;3,0;3,0;38,25;0,04;0,063;0,0;0,00;0,049
31;11.08.2023;13:41:39;00:00:30;250,0;18,8;19,2;15,6;20,0;20,0;0,0;473,7;4,74E2;-537,4;20,00;3,0;3,0;38,25;0,05;0,061;0,0;0,00;0,049
32;11.08.2023;13:41:40;00:00:31;250,0;18,7;19,2;15,6;20,0;20,0;0,0;454,2;4,54E2;-541,2;20,00;3,0;3,0;38,25;0,05;0,054;0,0;0,00;0,049
