Nr.;Datum;Zeit;P.Zeit;AV Pyro top;AV Control TC;AV Piston TC Top;AV Piston TC Bot;AV Transformer T;SV Temperature  ;AV CZ Output;AV abs. pressure;Vacuum;AV rel. pressure;SV Rel. Pressure;SV Force        ;AV Force;AV Abs. Piston T;AV Rel. Piston T;AV Speed;Power;U RMS;I RMS
;;;;°C;°C;°C;°C;°C;°C    ;%;mbar(a;mbar(a;mbar(g;mbar(g;kN    ;kN;mm;mm;mm/min;kW;V;kA
1;18.07.2023;12:24:37;00:00:00;250,0;23,1;19,9;18,9;24,6;20,0;0,0;1007,5;1,01E3;-4,0;20,00;3,0;3,0;39,36;0,45;-0,017;0,0;0,00;0,042
2;18.07.2023;12:24:38;00:00:01;250,0;23,1;19,9;18,9;24,6;20,0;0,0;1007,4;1,01E3;-4,0;20,00;3,0;3,0;39,35;0,45;-0,014;0,0;0,01;0,044
3;18.07.2023;12:24:39;00:00:02;250,0;23,1;19,9;18,9;24,6;20,0;0,0;1007,4;1,01E3;-4,0;20,00;3,0;3,0;39,36;0,45;-0,012;0,0;0,01;0,044
4;18.07.2023;12:24:40;00:00:03;250,0;23,1;19,9;18,9;24,6;20,0;0,0;1007,2;1,01E3;-4,3;20,00;3,0;3,0;39,36;0,45;-0,007;0,0;0,00;0,044
5;18.07.2023;12:24:41;00:00:04;250,0;23,0;19,9;18,9;24,6;20,0;0,0;1007,0;1,01E3;-4,3;20,00;3,0;3,0;39,36;0,45;-0,004;0,0;0,00;0,044
6;18.07.2023;12:24:42;00:00:05;250,0;23,0;19,9;18,9;24,6;20,0;0,0;1007,0;1,01E3;-4,6;20,00;3,0;3,0;39,36;0,45;-0,004;0,0;0,01;0,043
7;18.07.2023;12:24:43;00:00:06;250,0;22,9;19,9;18,9;24,6;20,0;0,0;1006,8;1,01E3;-4,6;20,00;3,0;3,0;39,36;0,45;-0,001;0,0;0,00;0,043
8;18.07.2023;12:24:44;00:00:07;250,0;22,9;19,9;18,9;24,6;20,0;0,0;1006,7;1,01E3;-4,8;20,00;3,0;3,0;39,36;0,45;-0,002;0,0;0,01;0,044
9;18.07.2023;12:24:45;00:00:08;250,0;22,7;19,9;18,9;24,5;20,0;0,0;1006,6;1,01E3;-4,9;20,00;3,0;3,0;39,36;0,45;-0,001;0,0;0,00;0,043
10;18.07.2023;12:24:46;00:00:09;250,0;22,7;19,9;18,9;24,5;20,0;0,0;964,5;9,64E2;-43,2;20,00;3,0;3,0;39,36;0,45;0,001;0,0;0,00;0,042
11;18.07.2023;12:24:47;00:00:10;250,0;22,6;19,9;18,9;24,5;20,0;0,0;914,8;9,15E2;-94,8;20,00;3,0;3,0;39,36;0,45;-0,001;0,0;0,00;0,044
12;18.07.2023;12:24:48;00:00:11;250,0;22,6;19,9;18,9;24,5;20,0;0,0;892,3;8,92E2;-117,1;20,00;3,0;3,0;39,36;0,45;0,002;0,0;0,01;0,044
13;18.07.2023;12:24:49;00:00:12;250,0;22,5;19,9;18,9;24,5;20,0;0,0;847,9;8,48E2;-159,0;20,00;3,0;3,0;39,36;0,45;0,004;0,0;0,00;0,043
14;18.07.2023;12:24:50;00:00:13;250,0;22,5;19,9;18,9;24,5;20,0;0,0;827,7;8,28E2;-181,6;20,00;3,0;3,0;39,36;0,45;0,003;0,0;0,00;0,044
15;18.07.2023;12:24:51;00:00:14;250,0;22,5;19,9;18,8;24,5;20,0;0,0;790,6;7,91E2;-217,0;20,00;3,0;3,0;39,36;0,45;0,002;0,0;0,01;0,044
16;18.07.2023;12:24:52;00:00:15;250,0;22,4;19,9;18,8;24,5;20,0;0,0;754,4;7,54E2;-254,3;20,00;3,0;3,0;39,36;0,45;0,004;0,0;0,00;0,044
17;18.07.2023;12:24:53;00:00:16;250,0;22,3;19,9;18,8;24,5;20,0;0,0;738,5;7,39E2;-269,3;20,00;3,0;3,0;39,36;0,45;0,005;0,0;0,00;0,043
18;18.07.2023;12:24:54;00:00:17;250,0;22,3;19,9;18,8;24,5;20,0;0,0;708,3;7,08E2;-300,7;20,00;3,0;3,0;39,36;0,45;0,007;0,0;0,00;0,044
19;18.07.2023;12:24:55;00:00:18;250,0;22,2;19,9;18,7;24,5;20,0;0,0;679,7;6,80E2;-330,2;20,00;3,0;3,0;39,36;0,45;0,007;0,0;0,00;0,042
20;18.07.2023;12:24:56;00:00:19;250,0;22,2;19,9;18,7;24,5;20,0;0,0;666,7;6,67E2;-343,3;20,00;3,0;3,0;39,36;0,45;0,007;0,0;0,01;0,043
21;18.07.2023;12:24:57;00:00:20;250,0;22,0;19,9;18,6;24,5;20,0;0,0;640,0;6,40E2;-368,4;20,00;3,0;3,0;39,36;0,45;0,009;0,0;0,00;0,043
22;18.07.2023;12:24:58;00:00:21;250,0;21,9;19,9;18,4;24,5;20,0;0,0;612,4;6,12E2;-396,6;20,00;3,0;3,0;39,36;0,46;0,015;0,0;0,01;0,042
23;18.07.2023;12:24:59;00:00:22;250,0;21,9;19,9;18,4;24,5;20,0;0,0;600,2;6,00E2;-410,0;20,00;3,0;3,0;39,36;0,45;0,017;0,0;0,00;0,044
24;18.07.2023;12:25:00;00:00:23;250,0;21,9;19,9;18,3;24,5;20,0;0,0;576,3;5,76E2;-432,3;20,00;3,0;3,0;39,36;0,46;0,022;0,0;0,00;0,042
25;18.07.2023;12:25:01;00:00:24;250,0;21,8;19,9;18,3;24,5;20,0;0,0;553,8;5,54E2;-455,4;20,00;3,0;3,0;39,36;0,46;0,034;0,0;0,01;0,044
26;18.07.2023;12:25:02;00:00:25;250,0;21,7;19,9;18,3;24,3;20,0;0,0;543,5;5,43E2;-465,8;20,00;3,0;3,0;39,36;0,46;0,038;0,0;0,00;0,044
27;18.07.2023;12:25:03;00:00:26;250,0;21,5;19,8;18,0;24,3;20,0;0,0;521,8;5,22E2;-487,5;20,00;3,0;3,0;39,36;0,46;0,057;0,0;0,00;0,044
28;18.07.2023;12:25:04;00:00:27;250,0;21,5;19,8;18,0;24,3;20,0;0,0;510,3;5,10E2;-498,7;20,00;3,0;3,0;39,36;0,46;0,063;0,0;0,01;0,043
29;18.07.2023;12:25:05;00:00:28;250,0;21,4;19,7;17,8;24,3;20,0;0,0;490,3;4,90E2;-519,1;20,00;3,0;3,0;39,36;0,46;0,066;0,0;0,00;0,044
30;18.07.2023;12:25:06;00:00:29;250,0;21,4;19,7;17,7;24,3;20,0;0,0;470,9;4,71E2;-537,1;20,00;3,0;3,0;39,37;0,46;0,066;0,0;0,01;0,043
31;18.07.2023;12:25:07;00:00:30;250,0;21,4;19,7;17,7;24,3;20,0;0,0;462,2;4,62E2;-541,2;20,00;3,0;3,0;39,37;0,47;0,066;0,0;0,01;0,043
32;18.07.2023;12:25:08;00:00:31;250,0;21,3;19,7;17,7;24,3;20,0;0,0;444,2;4,44E2;-541,2;20,00;3,0;3,0;39,37;0,47;0,073;0,0;0,00;0,043
33;18.07.2023;12:25:09;00:00:32;250,0;21,1;19,7;17,5;24,3;20,0;0,0;426,5;4,27E2;-541,2;20,00;3,0;3,1;39,37;0,47;0,080;0,0;0,01;0,043
34;18.07.2023;12:25:10;00:00:33;250,0;21,1;19,7;17,5;24,3;20,0;0,0;417,4;4,17E2;-541,2;20,00;3,0;3,0;39,37;0,47;0,080;0,0;0,01;0,040
35;18.07.2023;12:25:11;00:00:34;250,0;21,0;19,7;17,4;24,3;20,0;0,0;401,4;4,01E2;-541,2;20,00;3,0;3,0;39,37;0,47;0,084;0,0;0,01;0,043
36;18.07.2023;12:25:12;00:00:35;250,0;21,0;19,7;17,4;24,3;20,0;0,0;385,8;3,86E2;-541,2;20,00;3,0;2,9;39,38;0,47;0,079;0,0;0,01;0,043
37;18.07.2023;12:25:13;00:00:36;250,0;20,9;19,7;17,3;24,3;20,0;0,0;378,4;3,78E2;-541,2;20,00;3,0;3,0;39,38;0,47;0,080;0,0;0,01;0,043
38;18.07.2023;12:25:14;00:00:37;250,0;20,9;19,7;17,3;24,3;20,0;0,0;363,6;3,64E2;-541,2;20,00;3,0;3,0;39,38;0,47;0,079;0,0;0,01;0,043
39;18.07.2023;12:25:15;00:00:38;250,0;20,8;19,7;17,2;24,3;20,0;0,0;349,6;3,50E2;-541,2;20,00;3,0;3,0;39,38;0,48;0,085;0,0;0,01;0,040
40;18.07.2023;12:25:16;00:00:39;250,0;20,8;19,7;17,2;24,3;20,0;0,0;341,6;3,42E2;-541,2;20,00;3,0;2,9;39,38;0,48;0,089;0,0;0,01;0,043
41;18.07.2023;12:25:17;00:00:40;250,0;20,8;19,7;17,1;24,3;20,0;0,0;328,5;3,29E2;-541,2;20,00;3,0;3,0;39,38;0,48;0,088;0,0;0,01;0,042
42;18.07.2023;12:25:18;00:00:41;250,0;20,8;19,7;17,1;24,3;20,0;0,0;321,8;3,22E2;-541,2;20,00;3,0;3,0;39,38;0,48;0,089;0,0;0,01;0,044
43;18.07.2023;12:25:19;00:00:42;250,0;20,7;19,7;17,0;24,3;20,0;0,0;309,7;3,10E2;-541,2;20,00;3,0;3,0;39,39;0,48;0,084;0,0;0,00;0,041
44;18.07.2023;12:25:20;00:00:43;250,0;20,7;19,7;17,0;24,2;20,0;0,0;297,6;2,98E2;-541,2;20,00;3,0;3,1;39,39;0,48;0,094;0,0;0,00;0,044
45;18.07.2023;12:25:21;00:00:44;250,0;20,6;19,7;16,9;24,2;20,0;0,0;291,8;2,92E2;-541,2;20,00;3,0;3,1;39,39;0,49;0,089;0,0;0,01;0,042
46;18.07.2023;12:25:22;00:00:45;250,0;20,6;19,6;16,9;24,2;20,0;0,0;279,5;2,80E2;-541,2;20,00;3,0;3,1;39,39;0,49;0,078;0,0;0,00;0,042
47;18.07.2023;12:25:23;00:00:46;250,0;20,4;19,6;16,8;24,1;20,0;0,0;268,6;2,69E2;-541,2;20,00;3,0;2,9;39,39;0,49;0,069;0,0;0,01;0,044
48;18.07.2023;12:25:24;00:00:47;250,0;20,4;19,6;16,8;24,1;20,0;0,0;263,5;2,63E2;-541,2;20,00;3,0;2,8;39,39;0,49;0,069;0,0;0,01;0,043
49;18.07.2023;12:25:25;00:00:48;250,0;20,3;19,6;16,7;24,1;20,0;0,0;253,2;2,53E2;-541,2;20,00;3,0;2,9;39,39;0,49;0,070;0,0;0,01;0,044
50;18.07.2023;12:25:26;00:00:49;250,0;20,3;19,6;16,7;24,1;20,0;0,0;243,6;2,44E2;-541,2;20,00;3,0;2,9;39,39;0,49;0,075;0,0;0,01;0,044
51;18.07.2023;12:25:27;00:00:50;250,0;20,3;19,6;16,7;24,1;20,0;0,0;238,9;2,39E2;-541,2;20,00;3,0;2,9;39,39;0,49;0,072;0,0;0,01;0,043
52;18.07.2023;12:25:28;00:00:51;250,0;20,2;19,6;16,7;24,1;20,0;0,0;229,7;2,30E2;-541,2;20,00;3,0;3,0;39,40;0,49;0,071;0,0;0,00;0,039
53;18.07.2023;12:25:29;00:00:52;250,0;20,2;19,6;16,7;24,1;20,0;0,0;224,3;2,24E2;-541,2;20,00;3,0;3,0;39,40;0,49;0,068;0,0;0,01;0,044
54;18.07.2023;12:25:30;00:00:53;250,0;20,2;19,6;16,7;24,1;20,0;0,0;215,7;2,16E2;-541,2;20,00;3,0;3,0;39,40;0,49;0,062;0,0;0,01;0,041
55;18.07.2023;12:25:31;00:00:54;250,0;20,1;19,6;16,7;24,1;20,0;0,0;207,2;2,07E2;-541,2;20,00;3,0;3,1;39,40;0,50;0,064;0,0;0,01;0,040
56;18.07.2023;12:25:32;00:00:55;250,0;20,1;19,6;16,7;24,1;20,0;0,0;203,2;2,03E2;-541,2;20,00;3,0;3,1;39,40;0,50;0,065;0,0;0,01;0,042
57;18.07.2023;12:25:33;00:00:56;250,0;20,0;19,6;16,7;24,1;20,0;0,0;195,4;1,95E2;-541,2;20,00;3,0;3,0;39,40;0,50;0,063;0,0;0,00;0,043
58;18.07.2023;12:25:34;00:00:57;250,0;20,0;19,6;16,7;24,1;20,0;0,0;188,1;1,88E2;-541,2;20,00;3,0;3,0;39,40;0,50;0,059;0,0;0,01;0,044
59;18.07.2023;12:25:35;00:00:58;250,0;20,0;19,6;16,7;24,1;20,0;0,0;183,8;1,84E2;-541,2;20,00;3,0;2,9;39,40;0,50;0,058;0,0;0,01;0,044
60;18.07.2023;12:25:36;00:00:59;250,0;20,0;19,6;16,7;24,1;20,0;0,0;177,0;1,77E2;-541,2;20,00;3,0;3,0;39,40;0,50;0,059;0,0;0,01;0,043
61;18.07.2023;12:25:37;00:01:00;250,0;19,9;19,6;16,7;24,1;20,0;0,0;170,1;1,70E2;-541,2;20,00;3,0;2,9;39,40;0,50;0,054;0,0;0,01;0,044
62;18.07.2023;12:25:38;00:01:01;250,0;19,9;19,6;16,7;24,1;20,0;0,0;162,4;1,62E2;-541,2;20,00;3,0;3,0;39,40;0,50;0,055;0,0;0,01;0,043
63;18.07.2023;12:25:39;00:01:02;250,0;19,8;19,6;16,7;24,1;20,0;0,0;149,1;1,49E2;-541,2;20,00;3,0;3,0;39,41;0,50;0,059;0,0;0,00;0,043
64;18.07.2023;12:25:40;00:01:03;250,0;19,8;19,6;16,7;24,1;20,0;0,0;137,1;1,37E2;-541,2;20,00;3,0;2,9;39,41;0,51;0,063;0,0;0,00;0,042
65;18.07.2023;12:25:41;00:01:04;250,0;19,8;19,6;16,7;24,1;20,0;0,0;130,7;1,31E2;-541,2;20,00;3,0;2,9;39,41;0,51;0,065;0,0;0,00;0,044
66;18.07.2023;12:25:42;00:01:05;250,0;19,8;19,7;16,8;24,2;20,0;0,0;120,8;1,21E2;-541,2;20,00;3,0;3,0;39,41;0,51;0,076;0,0;0,00;0,042
67;18.07.2023;12:25:43;00:01:06;250,0;19,8;19,7;16,8;24,2;20,0;0,0;116,2;1,16E2;-541,2;20,00;3,0;3,0;39,41;0,51;0,075;0,0;0,00;0,043
68;18.07.2023;12:25:44;00:01:07;250,0;19,8;19,7;16,8;24,2;20,0;0,0;107,6;1,08E2;-541,2;20,00;3,0;3,0;39,41;0,51;0,075;0,0;0,00;0,044
69;18.07.2023;12:25:45;00:01:08;250,0;19,7;19,7;16,8;24,1;20,0;0,0;99,5;9,95E1;-541,2;20,00;3,0;3,0;39,41;0,51;0,073;0,0;0,01;0,042
70;18.07.2023;12:25:46;00:01:09;250,0;19,7;19,7;16,8;24,1;20,0;0,0;95,8;9,58E1;-541,2;20,00;3,0;3,0;39,41;0,51;0,075;0,0;0,01;0,043
71;18.07.2023;12:25:47;00:01:10;250,0;19,7;19,7;16,8;24,1;20,0;0,0;87,9;8,79E1;-541,2;20,00;3,0;3,0;39,42;0,51;0,075;0,0;0,01;0,044
72;18.07.2023;12:25:48;00:01:11;250,0;19,7;19,7;16,8;24,1;20,0;0,0;81,6;8,16E1;-541,2;20,00;3,0;3,0;39,42;0,52;0,069;0,0;0,01;0,039
73;18.07.2023;12:25:49;00:01:12;250,0;19,6;19,7;16,8;24,1;20,0;0,0;78,5;7,85E1;-541,2;20,00;3,0;2,9;39,42;0,52;0,070;0,0;0,00;0,042
