Nr.;Datum;Zeit;P.Zeit;AV Pyro top;AV Control TC;AV Piston TC Top;AV Piston TC Bot;AV Transformer T;SV Temperature  ;AV CZ Output;AV abs. pressure;Vacuum;AV rel. pressure;SV Rel. Pressure;SV Force        ;AV Force;AV Abs. Piston T;AV Rel. Piston T;AV Speed;Power;U RMS;I RMS
;;;;°C;°C;°C;°C;°C;°C    ;%;mbar(a;mbar(a;mbar(g;mbar(g;kN    ;kN;mm;mm;mm/min;kW;V;kA
1;01.11.2023;09:15:39;00:00:00;250,0;20,2;19,4;18,1;19,1;20,0;0,0;995,1;9,95E2;-1,5;20,00;3,0;3,0;34,25;0,03;0,033;0,0;0,01;0,057
2;01.11.2023;09:15:40;00:00:01;250,0;20,1;19,4;18,1;19,1;20,0;0,0;995,1;9,95E2;-1,5;20,00;3,0;3,0;34,25;0,03;0,029;0,0;0,01;0,055
3;01.11.2023;09:15:41;00:00:02;250,0;20,1;19,4;18,1;19,1;20,0;0,0;995,1;9,95E2;-1,5;20,00;3,0;3,0;34,25;0,03;0,025;0,0;0,01;0,054
4;01.11.2023;09:15:42;00:00:03;250,0;20,1;19,4;18,1;19,1;20,0;0,0;995,0;9,95E2;-1,5;20,00;3,0;3,0;34,25;0,03;0,023;0,0;0,00;0,054
5;01.11.2023;09:15:43;00:00:04;250,0;20,1;19,4;18,1;19,1;20,0;0,0;995,0;9,95E2;-1,5;20,00;3,0;3,0;34,25;0,03;0,022;0,0;0,00;0,054
6;01.11.2023;09:15:44;00:00:05;250,0;20,0;19,4;18,1;19,1;20,0;0,0;995,0;9,95E2;-1,5;20,00;3,0;3,0;34,25;0,03;0,023;0,0;0,00;0,054
7;01.11.2023;09:15:45;00:00:06;250,0;20,0;19,4;18,1;19,1;20,0;0,0;995,0;9,95E2;-1,5;20,00;3,0;3,0;34,25;0,03;0,019;0,0;0,01;0,054
8;01.11.2023;09:15:46;00:00:07;250,0;20,0;19,4;18,1;19,1;20,0;0,0;994,9;9,95E2;-1,6;20,00;3,0;3,0;34,25;0,03;0,017;0,0;0,01;0,054
9;01.11.2023;09:15:47;00:00:08;250,0;20,0;19,4;18,1;19,1;20,0;0,0;963,5;9,64E2;-28,2;20,00;3,0;3,0;34,26;0,03;0,013;0,0;0,01;0,054
10;01.11.2023;09:15:48;00:00:09;250,0;19,9;19,4;18,1;19,1;20,0;0,0;915,5;9,16E2;-77,6;20,00;3,0;2,9;34,26;0,03;0,019;0,0;0,01;0,054
11;01.11.2023;09:15:49;00:00:10;250,0;19,9;19,4;18,1;19,1;20,0;0,0;892,6;8,93E2;-99,7;20,00;3,0;3,0;34,26;0,03;0,039;0,0;0,01;0,054
12;01.11.2023;09:15:50;00:00:11;250,0;19,9;19,4;18,1;19,1;20,0;0,0;848,5;8,48E2;-145,5;20,00;3,0;3,0;34,26;0,04;0,080;0,0;0,00;0,054
13;01.11.2023;09:15:51;00:00:12;250,0;19,9;19,4;18,1;19,1;20,0;0,0;809,2;8,09E2;-186,7;20,00;3,0;3,0;34,27;0,04;0,116;0,0;0,01;0,054
14;01.11.2023;09:15:52;00:00:13;250,0;19,8;19,4;18,1;19,1;20,0;0,0;788,0;7,88E2;-206,8;20,00;3,0;3,0;34,27;0,04;0,122;0,0;0,00;0,054
