Nr.;Datum;Zeit;P.Zeit;AV Pyro top;AV Control TC;AV Piston TC Top;AV Piston TC Bot;AV Transformer T;SV Temperature  ;AV CZ Output;AV abs. pressure;Vacuum;AV rel. pressure;SV Rel. Pressure;SV Force        ;AV Force;AV Abs. Piston T;AV Rel. Piston T;AV Speed;Power;U RMS;I RMS
;;;;°C;°C;°C;°C;°C;°C    ;%;mbar(a;mbar(a;mbar(g;mbar(g;kN    ;kN;mm;mm;mm/min;kW;V;kA
1;24.07.2023;17:27:22;00:00:00;250,0;17,6;19,0;17,9;19,2;20,0;0,0;992,0;9,92E2;-1,5;20,00;3,0;3,0;38,34;0,02;0,001;0,0;0,00;0,049
2;24.07.2023;17:27:23;00:00:01;250,0;17,6;19,0;17,9;19,2;20,0;0,0;991,9;9,92E2;-1,5;20,00;3,0;3,0;38,34;0,02;0,004;0,0;0,01;0,053
3;24.07.2023;17:27:24;00:00:02;250,0;17,6;19,0;17,9;19,2;20,0;0,0;991,9;9,92E2;-1,5;20,00;3,0;3,0;38,34;0,02;0,003;0,0;0,01;0,051
4;24.07.2023;17:27:25;00:00:03;250,0;17,6;19,1;17,9;19,2;20,0;0,0;991,9;9,92E2;-1,5;20,00;3,0;3,0;38,34;0,02;0,000;0,0;0,01;0,053
5;24.07.2023;17:27:26;00:00:04;250,0;17,6;19,1;17,9;19,2;20,0;0,0;991,9;9,92E2;-1,5;20,00;3,0;3,0;38,34;0,03;-0,001;0,0;0,01;0,051
6;24.07.2023;17:27:27;00:00:05;250,0;17,6;19,1;17,9;19,2;20,0;0,0;991,9;9,92E2;-1,5;20,00;3,0;3,0;38,34;0,02;0,000;0,0;0,00;0,054
7;24.07.2023;17:27:28;00:00:06;250,0;17,6;19,1;17,9;19,2;20,0;0,0;991,8;9,92E2;-1,5;20,00;3,0;3,0;38,34;0,02;0,001;0,0;0,01;0,049
8;24.07.2023;17:27:29;00:00:07;250,0;17,6;19,1;17,9;19,2;20,0;0,0;991,7;9,92E2;-1,5;20,00;3,0;3,0;38,34;0,02;0,000;0,0;0,00;0,053
9;24.07.2023;17:27:30;00:00:08;250,0;17,6;19,1;17,9;19,2;20,0;0,0;963,7;9,64E2;-24,7;20,00;3,0;3,0;38,34;0,02;-0,001;0,0;0,01;0,053
10;24.07.2023;17:27:31;00:00:09;250,0;17,6;19,1;17,9;19,2;20,0;0,0;910,2;9,10E2;-81,0;20,00;3,0;2,9;38,34;0,03;0,002;0,0;0,00;0,054
11;24.07.2023;17:27:32;00:00:10;250,0;17,6;19,1;17,9;19,2;20,0;0,0;864,8;8,65E2;-127,3;20,00;3,0;3,0;38,35;0,03;0,010;0,0;0,00;0,052
12;24.07.2023;17:27:33;00:00:11;250,0;17,6;19,1;17,9;19,2;20,0;0,0;845,7;8,46E2;-146,3;20,00;3,0;3,0;38,35;0,03;0,017;0,0;0,00;0,051
13;24.07.2023;17:27:34;00:00:12;250,0;17,6;19,1;17,9;19,2;20,0;0,0;808,0;8,08E2;-181,1;20,00;3,0;3,0;38,35;0,03;0,042;0,0;0,01;0,051
14;24.07.2023;17:27:35;00:00:13;250,0;17,6;19,1;17,9;19,2;20,0;0,0;791,6;7,92E2;-200,5;20,00;3,0;2,9;38,35;0,03;0,045;0,0;0,01;0,049
15;24.07.2023;17:27:36;00:00:14;250,0;17,6;19,1;17,9;19,2;20,0;0,0;757,3;7,57E2;-232,4;20,00;3,0;3,0;38,35;0,03;0,051;0,0;0,00;0,053
16;24.07.2023;17:27:37;00:00:15;250,0;17,6;19,1;17,8;19,2;20,0;0,0;723,8;7,24E2;-267,7;20,00;3,0;3,0;38,35;0,03;0,065;0,0;0,00;0,054
17;24.07.2023;17:27:38;00:00:16;250,0;17,6;19,1;17,8;19,2;20,0;0,0;708,7;7,09E2;-282,2;20,00;3,0;3,0;38,35;0,03;0,067;0,0;0,00;0,051
18;24.07.2023;17:27:39;00:00:17;250,0;17,5;19,0;17,7;19,1;20,0;0,0;680,3;6,80E2;-312,0;20,00;3,0;3,0;38,35;0,03;0,064;0,0;0,01;0,049
19;24.07.2023;17:27:40;00:00:18;250,0;17,5;19,0;17,6;19,1;20,0;0,0;652,5;6,53E2;-340,4;20,00;3,0;3,1;38,35;0,04;0,061;0,0;0,01;0,049
