Nr.;Datum;Zeit;P.Zeit;AV Pyro top;AV Control TC;AV Piston TC Top;AV Piston TC Bot;AV Transformer T;SV Temperature  ;AV CZ Output;AV abs. pressure;Vacuum;AV rel. pressure;SV Rel. Pressure;SV Force        ;AV Force;AV Abs. Piston T;AV Rel. Piston T;AV Speed;Power;U RMS;I RMS
;;;;°C;°C;°C;°C;°C;°C    ;%;mbar(a;mbar(a;mbar(g;mbar(g;kN    ;kN;mm;mm;mm/min;kW;V;kA
1;27.06.2023;10:52:59;00:00:00;250,0;20,6;19,6;19,7;26,0;20,0;0,0;1007,6;1,01E3;-4,2;20,00;3,0;3,0;48,05;0,47;-0,001;0,0;0,00;0,039
2;27.06.2023;10:53:00;00:00:01;250,0;20,5;19,6;19,7;26,0;20,0;0,0;1007,7;1,01E3;-4,3;20,00;3,0;3,0;48,05;0,47;0,001;0,0;0,01;0,039
3;27.06.2023;10:53:01;00:00:02;250,0;20,5;19,6;19,7;26,0;20,0;0,0;1007,6;1,01E3;-4,3;20,00;3,0;3,0;48,05;0,47;0,004;0,0;0,00;0,039
4;27.06.2023;10:53:02;00:00:03;250,0;20,5;19,6;19,7;26,0;20,0;0,0;1007,7;1,01E3;-4,3;20,00;3,0;3,0;48,05;0,47;0,002;0,0;0,01;0,040
5;27.06.2023;10:53:03;00:00:04;250,0;20,4;19,6;19,6;26,0;20,0;0,0;1007,7;1,01E3;-4,3;20,00;3,0;3,0;48,05;0,47;-0,001;0,0;0,00;0,039
6;27.06.2023;10:53:04;00:00:05;250,0;20,4;19,6;19,7;26,0;20,0;0,0;1007,7;1,01E3;-4,3;20,00;3,0;3,0;48,05;0,47;0,005;0,0;0,00;0,039
7;27.06.2023;10:53:05;00:00:06;250,0;20,4;19,6;19,7;26,0;20,0;0,0;1007,7;1,01E3;-4,3;20,00;3,0;3,1;48,05;0,47;0,007;0,0;0,00;0,040
8;27.06.2023;10:53:06;00:00:07;250,0;20,4;19,6;19,6;26,0;20,0;0,0;1007,7;1,01E3;-4,2;20,00;3,0;3,0;48,05;0,47;0,003;0,0;0,00;0,039
9;27.06.2023;10:53:07;00:00:08;250,0;20,4;19,6;19,6;26,0;20,0;0,0;1007,7;1,01E3;-4,3;20,00;3,0;3,0;48,05;0,47;0,000;0,0;0,00;0,039
10;27.06.2023;10:53:08;00:00:09;250,0;20,3;19,6;19,6;26,0;20,0;0,0;962,7;9,63E2;-47,4;20,00;3,0;2,9;48,05;0,47;-0,001;0,0;0,00;0,040
11;27.06.2023;10:53:09;00:00:10;250,0;20,3;19,6;19,6;26,0;20,0;0,0;911,9;9,12E2;-94,8;20,00;3,0;3,0;48,05;0,47;0,002;0,0;0,00;0,039
12;27.06.2023;10:53:10;00:00:11;250,0;20,3;19,6;19,6;26,0;20,0;0,0;889,3;8,89E2;-120,8;20,00;3,0;3,0;48,05;0,47;0,001;0,0;0,00;0,039
13;27.06.2023;10:53:11;00:00:12;250,0;20,3;19,6;19,6;26,0;20,0;0,0;842,0;8,42E2;-165,9;20,00;3,0;2,9;48,05;0,47;0,002;0,0;0,00;0,040
14;27.06.2023;10:53:12;00:00:13;250,0;20,2;19,6;19,5;25,9;20,0;0,0;802,8;8,03E2;-206,5;20,00;3,0;3,0;48,05;0,47;0,011;0,0;0,00;0,039
15;27.06.2023;10:53:13;00:00:14;250,0;20,2;19,6;19,5;25,9;20,0;0,0;785,1;7,85E2;-223,7;20,00;3,0;3,0;48,05;0,47;0,016;0,0;0,00;0,039
16;27.06.2023;10:53:14;00:00:15;250,0;20,2;19,6;19,5;25,9;20,0;0,0;751,4;7,51E2;-258,2;20,00;3,0;2,9;48,05;0,47;0,019;0,0;0,00;0,039
17;27.06.2023;10:53:15;00:00:16;250,0;20,2;19,6;19,3;25,9;20,0;0,0;720,1;7,20E2;-287,9;20,00;3,0;3,0;48,05;0,47;0,030;0,0;0,00;0,039
18;27.06.2023;10:53:16;00:00:17;250,0;20,1;19,6;19,3;25,9;20,0;0,0;705,6;7,06E2;-304,4;20,00;3,0;3,0;48,05;0,48;0,043;0,0;0,01;0,039
19;27.06.2023;10:53:17;00:00:18;250,0;20,1;19,6;19,1;25,9;20,0;0,0;677,0;6,77E2;-331,6;20,00;3,0;3,0;48,06;0,48;0,060;0,0;0,00;0,039
20;27.06.2023;10:53:18;00:00:19;250,0;20,0;19,6;19,1;25,9;20,0;0,0;663,9;6,64E2;-346,9;20,00;3,0;3,0;48,06;0,48;0,071;0,0;0,00;0,039
21;27.06.2023;10:53:19;00:00:20;250,0;20,0;19,6;18,9;25,9;20,0;0,0;635,3;6,35E2;-374,0;20,00;3,0;3,0;48,06;0,48;0,107;0,0;0,01;0,039
22;27.06.2023;10:53:20;00:00:21;250,0;20,0;19,6;18,9;25,9;20,0;0,0;608,7;6,09E2;-399,9;20,00;3,0;2,9;48,06;0,49;0,131;0,0;0,00;0,039
23;27.06.2023;10:53:21;00:00:22;250,0;20,0;19,6;18,9;25,9;20,0;0,0;597,5;5,97E2;-411,5;20,00;3,0;3,0;48,07;0,49;0,140;0,0;0,01;0,039
