Nr.;Datum;Zeit;P.Zeit;AV Pyro top;AV Control TC;AV Piston TC Top;AV Piston TC Bot;AV Transformer T;SV Temperature  ;AV CZ Output;AV abs. pressure;Vacuum;AV rel. pressure;SV Rel. Pressure;SV Force        ;AV Force;AV Abs. Piston T;AV Rel. Piston T;AV Speed;Power;U RMS;I RMS
;;;;°C;°C;°C;°C;°C;°C    ;%;mbar(a;mbar(a;mbar(g;mbar(g;kN    ;kN;mm;mm;mm/min;kW;V;kA
1;13.07.2023;13:57:48;00:00:00;250,0;21,9;19,0;18,4;21,8;20,0;0,0;1005,1;1,01E3;-3,4;20,00;3,0;3,0;38,45;0,01;0,035;0,0;0,00;0,049
2;13.07.2023;13:57:49;00:00:01;250,0;21,9;19,0;18,4;21,8;20,0;0,0;1004,9;1,00E3;-3,4;20,00;3,0;3,0;38,45;0,01;0,026;0,0;0,00;0,049
3;13.07.2023;13:57:50;00:00:02;250,0;21,9;19,0;18,4;21,8;20,0;0,0;1004,9;1,00E3;-3,4;20,00;3,0;3,0;38,45;0,01;0,026;0,0;0,00;0,049
4;13.07.2023;13:57:51;00:00:03;250,0;21,8;19,0;18,4;21,8;20,0;0,0;1004,6;1,00E3;-3,7;20,00;3,0;3,0;38,45;0,01;0,020;0,0;0,01;0,049
5;13.07.2023;13:57:52;00:00:04;250,0;21,7;19,0;18,4;21,8;20,0;0,0;1004,6;1,00E3;-3,7;20,00;3,0;3,0;38,44;0,01;0,007;0,0;0,00;0,049
6;13.07.2023;13:57:53;00:00:05;250,0;21,7;19,0;18,4;21,8;20,0;0,0;1004,4;1,00E3;-4,0;20,00;3,0;3,0;38,45;0,01;0,004;0,0;0,01;0,049
7;13.07.2023;13:57:54;00:00:06;250,0;21,7;19,0;18,4;21,8;20,0;0,0;1004,4;1,00E3;-4,0;20,00;3,0;3,0;38,44;0,01;0,002;0,0;0,01;0,049
8;13.07.2023;13:57:55;00:00:07;250,0;21,6;19,0;18,4;21,8;20,0;0,0;1004,2;1,00E3;-4,0;20,00;3,0;3,0;38,44;0,01;0,002;0,0;0,01;0,049
9;13.07.2023;13:57:56;00:00:08;250,0;21,5;19,0;18,4;21,8;20,0;0,0;984,5;9,85E2;-20,7;20,00;3,0;3,0;38,45;0,01;0,002;0,0;0,00;0,049
10;13.07.2023;13:57:57;00:00:09;250,0;21,5;19,0;18,4;21,8;20,0;0,0;958,3;9,58E2;-46,3;20,00;3,0;3,0;38,45;0,01;0,000;0,0;0,01;0,049
