Nr.;Datum;Zeit;P.Zeit;AV Pyro top;AV Control TC;AV Piston TC Top;AV Piston TC Bot;AV Transformer T;SV Temperature  ;AV CZ Output;AV abs. pressure;Vacuum;AV rel. pressure;SV Rel. Pressure;SV Force        ;AV Force;AV Abs. Piston T;AV Rel. Piston T;AV Speed;Power;U RMS;I RMS
;;;;°C;°C;°C;°C;°C;°C    ;%;mbar(a;mbar(a;mbar(g;mbar(g;kN    ;kN;mm;mm;mm/min;kW;V;kA
1;13.07.2023;16:33:17;00:00:00;250,0;22,3;18,7;18,4;23,1;20,0;0,0;1003,6;1,00E3;-4,6;20,00;3,0;3,0;38,28;0,00;0,032;0,0;0,00;0,049
2;13.07.2023;16:33:18;00:00:01;250,0;22,3;18,7;18,4;23,1;20,0;0,0;1003,5;1,00E3;-4,6;20,00;3,0;3,0;38,28;0,00;0,033;0,0;0,00;0,049
3;13.07.2023;16:33:19;00:00:02;250,0;22,3;18,7;18,4;23,1;20,0;0,0;1003,4;1,00E3;-4,8;20,00;3,0;3,0;38,28;0,01;0,029;0,0;0,00;0,049
4;13.07.2023;16:33:20;00:00:03;250,0;22,2;18,7;18,3;23,1;20,0;0,0;1003,3;1,00E3;-4,9;20,00;3,0;3,0;38,28;0,01;0,022;0,0;0,01;0,049
5;13.07.2023;16:33:21;00:00:04;250,0;22,2;18,7;18,3;23,1;20,0;0,0;1003,3;1,00E3;-4,9;20,00;3,0;3,0;38,28;0,01;0,018;0,0;0,01;0,049
6;13.07.2023;16:33:22;00:00:05;250,0;22,1;18,7;18,3;23,1;20,0;0,0;1003,1;1,00E3;-4,9;20,00;3,0;3,0;38,28;0,01;0,012;0,0;0,00;0,049
7;13.07.2023;16:33:23;00:00:06;250,0;22,1;18,7;18,3;23,1;20,0;0,0;1003,1;1,00E3;-5,1;20,00;3,0;3,0;38,28;0,01;0,010;0,0;0,00;0,048
8;13.07.2023;16:33:24;00:00:07;250,0;22,0;18,7;18,3;23,1;20,0;0,0;1003,0;1,00E3;-5,2;20,00;3,0;3,0;38,28;0,01;0,005;0,0;0,01;0,048
9;13.07.2023;16:33:25;00:00:08;250,0;22,0;18,7;18,3;23,1;20,0;0,0;1003,0;1,00E3;-5,2;20,00;3,0;3,0;38,28;0,01;0,004;0,0;0,00;0,046
10;13.07.2023;16:33:26;00:00:09;250,0;21,8;18,7;18,3;23,0;20,0;0,0;993,4;9,93E2;-12,9;20,00;3,0;3,0;38,28;0,01;-0,002;0,0;0,01;0,049
11;13.07.2023;16:33:27;00:00:10;250,0;21,8;18,7;18,3;23,0;20,0;0,0;936,2;9,36E2;-67,8;20,00;3,0;2,9;38,28;0,01;0,002;0,0;0,01;0,049
12;13.07.2023;16:33:28;00:00:11;250,0;21,7;18,7;18,3;23,0;20,0;0,0;888,6;8,89E2;-116,7;20,00;3,0;3,0;38,28;0,01;0,004;0,0;0,00;0,049
13;13.07.2023;16:33:29;00:00:12;250,0;21,7;18,7;18,3;23,0;20,0;0,0;867,4;8,67E2;-137,6;20,00;3,0;3,0;38,28;0,01;0,006;0,0;0,01;0,049
14;13.07.2023;16:33:30;00:00:13;250,0;21,6;18,7;18,3;23,0;20,0;0,0;828,0;8,28E2;-177,6;20,00;3,0;3,0;38,28;0,01;0,005;0,0;0,01;0,049
15;13.07.2023;16:33:31;00:00:14;250,0;21,6;18,6;18,2;23,0;20,0;0,0;793,2;7,93E2;-211,5;20,00;3,0;3,0;38,29;0,01;0,025;0,0;0,00;0,049
16;13.07.2023;16:33:32;00:00:15;250,0;21,5;18,6;18,2;23,0;20,0;0,0;775,5;7,75E2;-230,5;20,00;3,0;3,0;38,29;0,01;0,034;0,0;0,00;0,049
17;13.07.2023;16:33:33;00:00:16;250,0;21,5;18,6;18,2;23,0;20,0;0,0;741,5;7,41E2;-263,9;20,00;3,0;3,0;38,29;0,01;0,053;0,0;0,00;0,049
18;13.07.2023;16:33:34;00:00:17;250,0;21,3;18,6;18,2;23,0;20,0;0,0;709,8;7,10E2;-295,5;20,00;3,0;3,0;38,29;0,01;0,059;0,0;0,00;0,049
19;13.07.2023;16:33:35;00:00:18;250,0;21,3;18,6;18,2;23,0;20,0;0,0;695,9;6,96E2;-309,6;20,00;3,0;3,0;38,29;0,01;0,060;0,0;0,00;0,048
20;13.07.2023;16:33:36;00:00:19;250,0;21,2;18,6;18,1;23,0;20,0;0,0;667,3;6,67E2;-338,6;20,00;3,0;3,0;38,29;0,01;0,060;0,0;0,00;0,049
21;13.07.2023;16:33:37;00:00:20;250,0;21,2;18,6;18,1;23,0;20,0;0,0;654,0;6,54E2;-351,5;20,00;3,0;3,0;38,29;0,01;0,057;0,0;0,01;0,049
22;13.07.2023;16:33:38;00:00:21;250,0;21,2;18,6;18,0;23,0;20,0;0,0;628,2;6,28E2;-378,2;20,00;3,0;3,0;38,29;0,01;0,056;0,0;0,01;0,049
23;13.07.2023;16:33:39;00:00:22;250,0;21,0;18,6;18,0;23,0;20,0;0,0;601,5;6,02E2;-405,7;20,00;3,0;3,0;38,29;0,02;0,054;0,0;0,01;0,049
24;13.07.2023;16:33:40;00:00:23;250,0;20,8;18,6;17,8;23,0;20,0;0,0;588,9;5,89E2;-417,1;20,00;3,0;3,0;38,29;0,02;0,054;0,0;0,00;0,049
25;13.07.2023;16:33:41;00:00:24;250,0;20,8;18,6;17,8;23,0;20,0;0,0;565,8;5,66E2;-439,1;20,00;3,0;3,0;38,29;0,02;0,055;0,0;0,00;0,049
26;13.07.2023;16:33:42;00:00:25;250,0;20,6;18,6;17,7;23,0;20,0;0,0;544,2;5,44E2;-461,8;20,00;3,0;3,0;38,30;0,02;0,050;0,0;0,00;0,049
27;13.07.2023;16:33:43;00:00:26;250,0;20,6;18,6;17,7;23,0;20,0;0,0;533,4;5,33E2;-472,0;20,00;3,0;3,0;38,30;0,02;0,050;0,0;0,01;0,049
28;13.07.2023;16:33:44;00:00:27;250,0;20,4;18,6;17,6;23,0;20,0;0,0;512,0;5,12E2;-493,2;20,00;3,0;3,0;38,30;0,02;0,048;0,0;0,01;0,049
