Nr.;Datum;Zeit;P.Zeit;AV Pyro top;AV Control TC;AV Piston TC Top;AV Piston TC Bot;AV Transformer T;SV Temperature  ;AV CZ Output;AV abs. pressure;Vacuum;AV rel. pressure;SV Rel. Pressure;SV Force        ;AV Force;AV Abs. Piston T;AV Rel. Piston T;AV Speed;Power;U RMS;I RMS
;;;;°C;°C;°C;°C;°C;°C    ;%;mbar(a;mbar(a;mbar(g;mbar(g;kN    ;kN;mm;mm;mm/min;kW;V;kA
1;13.07.2023;19:26:11;00:00:00;250,0;21,4;19,5;18,3;20,5;20,0;0,0;1006,4;1,01E3;-1,8;20,00;3,0;3,0;39,76;0,12;-0,012;0,0;0,01;0,049
2;13.07.2023;19:26:12;00:00:01;250,0;21,4;19,5;18,3;20,5;20,0;0,0;1006,3;1,01E3;-1,8;20,00;3,0;3,0;39,76;0,12;-0,012;0,0;0,01;0,049
3;13.07.2023;19:26:13;00:00:02;250,0;21,4;19,5;18,3;20,5;20,0;0,0;1006,3;1,01E3;-1,8;20,00;3,0;3,0;39,76;0,12;-0,007;0,0;0,00;0,049
4;13.07.2023;19:26:14;00:00:03;250,0;21,3;19,5;18,3;20,5;20,0;0,0;1006,3;1,01E3;-1,8;20,00;3,0;3,0;39,76;0,12;-0,007;0,0;0,01;0,049
5;13.07.2023;19:26:15;00:00:04;250,0;21,3;19,5;18,3;20,5;20,0;0,0;1006,3;1,01E3;-1,8;20,00;3,0;3,0;39,76;0,13;-0,006;0,0;0,00;0,049
6;13.07.2023;19:26:16;00:00:05;250,0;21,2;19,6;18,3;20,5;20,0;0,0;1006,3;1,01E3;-1,8;20,00;3,0;3,0;39,76;0,12;-0,005;0,0;0,00;0,049
7;13.07.2023;19:26:17;00:00:06;250,0;21,3;19,6;18,3;20,6;20,0;0,0;1006,3;1,01E3;-1,8;20,00;3,0;3,0;39,76;0,12;-0,004;0,0;0,01;0,049
8;13.07.2023;19:26:18;00:00:07;250,0;21,3;19,6;18,3;20,6;20,0;0,0;1006,3;1,01E3;-1,8;20,00;3,0;3,0;39,76;0,12;-0,004;0,0;0,01;0,049
9;13.07.2023;19:26:19;00:00:08;250,0;21,2;19,6;18,3;20,5;20,0;0,0;1006,3;1,01E3;-1,8;20,00;3,0;3,0;39,76;0,12;-0,007;0,0;0,00;0,049
10;13.07.2023;19:26:20;00:00:09;250,0;21,2;19,6;18,3;20,5;20,0;0,0;995,7;9,96E2;-10,8;20,00;3,0;3,0;39,75;0,12;-0,005;0,0;0,00;0,049
11;13.07.2023;19:26:21;00:00:10;250,0;21,1;19,6;18,4;20,5;20,0;0,0;976,8;9,77E2;-30,9;20,00;3,0;3,0;39,76;0,12;-0,008;0,0;0,00;0,049
12;13.07.2023;19:26:22;00:00:11;250,0;21,0;19,6;18,4;20,5;20,0;0,0;955,0;9,55E2;-52,2;20,00;3,0;3,0;39,76;0,12;-0,009;0,0;0,00;0,049
13;13.07.2023;19:26:23;00:00:12;250,0;21,0;19,6;18,4;20,5;20,0;0,0;940,1;9,40E2;-64,8;20,00;3,0;3,0;39,76;0,12;-0,008;0,0;0,00;0,049
14;13.07.2023;19:26:24;00:00:13;250,0;20,9;19,6;18,3;20,5;20,0;0,0;895,6;8,96E2;-109,2;20,00;3,0;3,0;39,76;0,12;-0,008;0,0;0,00;0,049
15;13.07.2023;19:26:25;00:00:14;250,0;20,9;19,6;18,3;20,5;20,0;0,0;852,6;8,53E2;-153,5;20,00;3,0;3,0;39,75;0,12;-0,010;0,0;0,01;0,049
16;13.07.2023;19:26:26;00:00:15;250,0;20,9;19,6;18,3;20,5;20,0;0,0;832,9;8,33E2;-172,6;20,00;3,0;3,0;39,75;0,12;-0,009;0,0;0,01;0,049
17;13.07.2023;19:26:27;00:00:16;250,0;20,8;19,6;18,3;20,5;20,0;0,0;796,3;7,96E2;-210,2;20,00;3,0;3,0;39,75;0,12;-0,007;0,0;0,00;0,049
18;13.07.2023;19:26:28;00:00:17;250,0;20,6;19,6;18,3;20,5;20,0;0,0;760,3;7,60E2;-244,9;20,00;3,0;3,0;39,75;0,12;-0,005;0,0;0,01;0,049
19;13.07.2023;19:26:29;00:00:18;250,0;20,6;19,6;18,3;20,5;20,0;0,0;743,7;7,44E2;-262,8;20,00;3,0;3,0;39,75;0,12;-0,004;0,0;0,00;0,049
20;13.07.2023;19:26:30;00:00:19;250,0;20,5;19,6;18,2;20,5;20,0;0,0;713,1;7,13E2;-292,3;20,00;3,0;2,9;39,75;0,12;-0,005;0,0;0,00;0,049
21;13.07.2023;19:26:31;00:00:20;250,0;20,5;19,6;18,2;20,5;20,0;0,0;699,1;6,99E2;-308,7;20,00;3,0;3,0;39,75;0,12;-0,003;0,0;0,00;0,049
22;13.07.2023;19:26:32;00:00:21;250,0;20,5;19,6;18,1;20,5;20,0;0,0;670,3;6,70E2;-335,8;20,00;3,0;3,0;39,75;0,12;-0,002;0,0;0,01;0,049
23;13.07.2023;19:26:33;00:00:22;250,0;20,4;19,6;18,1;20,6;20,0;0,0;642,6;6,43E2;-363,7;20,00;3,0;2,9;39,75;0,12;-0,005;0,0;0,00;0,049
24;13.07.2023;19:26:34;00:00:23;250,0;20,3;19,6;18,0;20,6;20,0;0,0;628,4;6,28E2;-378,0;20,00;3,0;2,9;39,75;0,12;-0,004;0,0;0,01;0,049
25;13.07.2023;19:26:35;00:00:24;250,0;20,3;19,6;18,0;20,6;20,0;0,0;602,9;6,03E2;-403,7;20,00;3,0;3,0;39,75;0,12;0,000;0,0;0,01;0,049
26;13.07.2023;19:26:36;00:00:25;250,0;20,2;19,6;17,8;20,6;20,0;0,0;578,6;5,79E2;-426,3;20,00;3,0;3,0;39,75;0,12;0,001;0,0;0,00;0,049
27;13.07.2023;19:26:37;00:00:26;250,0;19,8;19,6;17,8;20,6;20,0;0,0;567,1;5,67E2;-439,0;20,00;3,0;3,0;39,75;0,12;0,003;0,0;0,01;0,049
28;13.07.2023;19:26:38;00:00:27;250,0;19,8;19,1;17,4;20,2;20,0;0,0;545,9;5,46E2;-460,1;20,00;3,0;3,0;39,75;0,12;0,003;0,0;0,00;0,049
29;13.07.2023;19:26:39;00:00:28;250,0;19,7;19,1;17,3;20,2;20,0;0,0;524,0;5,24E2;-481,8;20,00;3,0;3,0;39,75;0,12;0,005;0,0;0,01;0,048
30;13.07.2023;19:26:40;00:00:29;250,0;19,7;19,1;17,1;20,2;20,0;0,0;512,6;5,13E2;-493,1;20,00;3,0;3,0;39,75;0,12;0,007;0,0;0,00;0,049
31;13.07.2023;19:26:41;00:00:30;250,0;19,6;19,1;17,1;20,2;20,0;0,0;492,8;4,93E2;-513,4;20,00;3,0;3,0;39,76;0,12;0,010;0,0;0,00;0,049
32;13.07.2023;19:26:42;00:00:31;250,0;19,6;19,0;17,0;20,2;20,0;0,0;473,7;4,74E2;-531,4;20,00;3,0;3,0;39,76;0,12;0,010;0,0;0,00;0,049
33;13.07.2023;19:26:43;00:00:32;250,0;19,5;19,0;17,0;20,2;20,0;0,0;464,3;4,64E2;-541,2;20,00;3,0;3,0;39,76;0,12;0,015;0,0;0,01;0,049
34;13.07.2023;19:26:44;00:00:33;250,0;19,4;19,0;16,9;20,2;20,0;0,0;446,8;4,47E2;-541,2;20,00;3,0;3,0;39,76;0,13;0,018;0,0;0,00;0,049
35;13.07.2023;19:26:45;00:00:34;250,0;19,4;19,0;16,9;20,2;20,0;0,0;437,9;4,38E2;-541,2;20,00;3,0;3,0;39,76;0,13;0,018;0,0;0,00;0,049
36;13.07.2023;19:26:46;00:00:35;250,0;19,3;19,0;16,8;20,2;20,0;0,0;420,2;4,20E2;-541,2;20,00;3,0;3,0;39,76;0,13;0,025;0,0;0,00;0,049
37;13.07.2023;19:26:47;00:00:36;250,0;19,3;19,0;16,8;20,2;20,0;0,0;403,9;4,04E2;-541,2;20,00;3,0;3,0;39,76;0,13;0,023;0,0;0,01;0,049
38;13.07.2023;19:26:48;00:00:37;250,0;19,3;19,0;16,8;20,2;20,0;0,0;396,1;3,96E2;-541,2;20,00;3,0;3,0;39,76;0,13;0,024;0,0;0,00;0,049
39;13.07.2023;19:26:49;00:00:38;250,0;19,2;19,0;16,7;20,2;20,0;0,0;381,2;3,81E2;-541,2;20,00;3,0;3,0;39,76;0,13;0,032;0,0;0,01;0,049
40;13.07.2023;19:26:50;00:00:39;250,0;19,2;19,0;16,6;20,2;20,0;0,0;366,5;3,66E2;-541,2;20,00;3,0;3,0;39,76;0,13;0,029;0,0;0,00;0,049
41;13.07.2023;19:26:51;00:00:40;250,0;19,2;19,0;16,6;20,2;20,0;0,0;359,4;3,59E2;-541,2;20,00;3,0;3,0;39,76;0,13;0,027;0,0;0,00;0,049
42;13.07.2023;19:26:52;00:00:41;250,0;19,1;19,0;16,6;20,2;20,0;0,0;344,5;3,45E2;-541,2;20,00;3,0;2,9;39,76;0,13;0,026;0,0;0,01;0,049
43;13.07.2023;19:26:53;00:00:42;250,0;19,1;19,0;16,6;20,2;20,0;0,0;331,2;3,31E2;-541,2;20,00;3,0;2,9;39,76;0,13;0,028;0,0;0,00;0,049
44;13.07.2023;19:26:54;00:00:43;250,0;19,0;19,0;16,5;20,2;20,0;0,0;324,9;3,25E2;-541,2;20,00;3,0;2,9;39,76;0,13;0,026;0,0;0,00;0,049
45;13.07.2023;19:26:55;00:00:44;250,0;19,0;18,9;16,5;20,2;20,0;0,0;312,4;3,12E2;-541,2;20,00;3,0;3,0;39,76;0,13;0,031;0,0;0,01;0,049
46;13.07.2023;19:26:56;00:00:45;250,0;18,9;18,9;16,5;20,2;20,0;0,0;300,8;3,01E2;-541,2;20,00;3,0;3,0;39,76;0,13;0,030;0,0;0,01;0,049
