Nr.;Datum;Zeit;P.Zeit;AV Pyro top;AV Control TC;AV Piston TC Top;AV Piston TC Bot;AV Transformer T;SV Temperature  ;AV CZ Output;AV abs. pressure;Vacuum;AV rel. pressure;SV Rel. Pressure;SV Force        ;AV Force;AV Abs. Piston T;AV Rel. Piston T;AV Speed;Power;U RMS;I RMS
;;;;°C;°C;°C;°C;°C;°C    ;%;mbar(a;mbar(a;mbar(g;mbar(g;kN    ;kN;mm;mm;mm/min;kW;V;kA
1;27.06.2023;17:19:20;00:00:00;250,0;25,2;19,9;18,8;20,9;20,0;0,0;1006,0;1,01E3;-3,2;20,00;3,0;3,0;49,18;0,46;-0,034;0,0;0,00;0,049
2;27.06.2023;17:19:21;00:00:01;250,0;25,2;19,9;18,8;20,9;20,0;0,0;1005,9;1,01E3;-3,4;20,00;3,0;3,0;49,18;0,46;-0,028;0,0;0,01;0,049
3;27.06.2023;17:19:22;00:00:02;250,0;25,2;19,9;18,8;20,9;20,0;0,0;1005,8;1,01E3;-3,4;20,00;3,0;3,0;49,18;0,46;-0,020;0,0;0,01;0,049
4;27.06.2023;17:19:23;00:00:03;250,0;25,1;19,9;18,8;20,9;20,0;0,0;1005,8;1,01E3;-3,4;20,00;3,0;3,0;49,18;0,46;-0,019;0,0;0,00;0,049
5;27.06.2023;17:19:24;00:00:04;250,0;24,9;19,9;18,8;20,9;20,0;0,0;1005,7;1,01E3;-3,6;20,00;3,0;3,0;49,18;0,46;-0,011;0,0;0,01;0,049
6;27.06.2023;17:19:25;00:00:05;250,0;24,9;19,9;18,8;20,9;20,0;0,0;1005,5;1,01E3;-3,7;20,00;3,0;3,0;49,18;0,46;-0,009;0,0;0,00;0,049
7;27.06.2023;17:19:26;00:00:06;250,0;24,9;19,9;18,8;20,9;20,0;0,0;1005,5;1,01E3;-3,7;20,00;3,0;3,0;49,18;0,46;-0,005;0,0;0,01;0,049
8;27.06.2023;17:19:27;00:00:07;250,0;24,7;19,9;18,8;20,9;20,0;0,0;1005,5;1,01E3;-3,7;20,00;3,0;3,0;49,18;0,46;-0,002;0,0;0,01;0,049
9;27.06.2023;17:19:28;00:00:08;250,0;24,7;19,9;18,8;20,9;20,0;0,0;1005,4;1,01E3;-3,7;20,00;3,0;3,0;49,18;0,46;-0,005;0,0;0,00;0,049
10;27.06.2023;17:19:29;00:00:09;250,0;24,6;19,9;18,8;20,9;20,0;0,0;954,8;9,55E2;-51,7;20,00;3,0;3,0;49,18;0,46;-0,003;0,0;0,01;0,049
11;27.06.2023;17:19:30;00:00:10;250,0;24,4;19,9;18,8;20,9;20,0;0,0;902,8;9,03E2;-102,4;20,00;3,0;3,0;49,18;0,46;-0,002;0,0;0,00;0,049
