Nr.;Datum;Zeit;P.Zeit;AV Pyro top;AV Control TC;AV Piston TC Top;AV Piston TC Bot;AV Transformer T;SV Temperature  ;AV CZ Output;AV abs. pressure;Vacuum;AV rel. pressure;SV Rel. Pressure;SV Force        ;AV Force;AV Abs. Piston T;AV Rel. Piston T;AV Speed;Power;U RMS;I RMS
;;;;°C;°C;°C;°C;°C;°C    ;%;mbar(a;mbar(a;mbar(g;mbar(g;kN    ;kN;mm;mm;mm/min;kW;V;kA
1;18.07.2023;12:47:48;00:00:00;250,0;24,1;19,8;18,9;23,0;20,0;0,0;1007,9;1,01E3;-3,4;20,00;3,0;3,0;39,40;0,36;-0,033;0,0;0,01;0,044
2;18.07.2023;12:47:49;00:00:01;250,0;24,1;19,8;18,9;23,0;20,0;0,0;1007,9;1,01E3;-3,4;20,00;3,0;3,0;39,40;0,36;-0,034;0,0;0,01;0,044
3;18.07.2023;12:47:50;00:00:02;250,0;24,0;19,8;18,9;23,0;20,0;0,0;1007,8;1,01E3;-3,4;20,00;3,0;3,0;39,40;0,36;-0,034;0,0;0,00;0,044
4;18.07.2023;12:47:51;00:00:03;250,0;24,0;19,8;18,9;23,0;20,0;0,0;1007,7;1,01E3;-3,7;20,00;3,0;3,0;39,40;0,36;-0,031;0,0;0,01;0,044
5;18.07.2023;12:47:52;00:00:04;250,0;23,8;19,8;18,9;22,9;20,0;0,0;1007,6;1,01E3;-3,7;20,00;3,0;3,0;39,40;0,36;-0,026;0,0;0,00;0,044
6;18.07.2023;12:47:53;00:00:05;250,0;23,8;19,8;18,9;22,9;20,0;0,0;1007,6;1,01E3;-3,7;20,00;3,0;3,0;39,40;0,36;-0,022;0,0;0,00;0,044
7;18.07.2023;12:47:54;00:00:06;250,0;23,8;19,8;18,9;22,9;20,0;0,0;1007,6;1,01E3;-3,7;20,00;3,0;3,0;39,40;0,36;-0,020;0,0;0,01;0,044
8;18.07.2023;12:47:55;00:00:07;250,0;23,7;19,8;18,9;22,9;20,0;0,0;1007,9;1,01E3;-3,4;20,00;3,0;3,0;39,40;0,36;-0,015;0,0;0,01;0,044
9;18.07.2023;12:47:56;00:00:08;250,0;23,6;19,8;18,8;22,9;20,0;0,0;1007,8;1,01E3;-3,4;20,00;3,0;3,0;39,40;0,36;-0,013;0,0;0,01;0,044
10;18.07.2023;12:47:57;00:00:09;250,0;23,6;19,8;18,8;22,9;20,0;0,0;984,5;9,85E2;-24,3;20,00;3,0;3,0;39,40;0,36;-0,013;0,0;0,00;0,044
11;18.07.2023;12:47:58;00:00:10;250,0;23,4;19,8;18,8;22,9;20,0;0,0;932,1;9,32E2;-74,0;20,00;3,0;3,0;39,40;0,36;-0,011;0,0;0,00;0,044
12;18.07.2023;12:47:59;00:00:11;250,0;23,4;19,8;18,8;22,9;20,0;0,0;886,1;8,86E2;-122,8;20,00;3,0;3,0;39,40;0,36;-0,002;0,0;0,01;0,044
13;18.07.2023;12:48:00;00:00:12;250,0;23,3;19,8;18,8;22,9;20,0;0,0;863,1;8,63E2;-143,9;20,00;3,0;3,0;39,40;0,36;0,001;0,0;0,00;0,044
14;18.07.2023;12:48:01;00:00:13;250,0;23,3;19,8;18,8;22,9;20,0;0,0;823,6;8,24E2;-185,7;20,00;3,0;3,0;39,40;0,36;0,004;0,0;0,00;0,044
15;18.07.2023;12:48:02;00:00:14;250,0;23,2;19,8;18,8;22,9;20,0;0,0;784,9;7,85E2;-224,9;20,00;3,0;3,0;39,40;0,36;0,005;0,0;0,00;0,044
16;18.07.2023;12:48:03;00:00:15;250,0;23,2;19,8;18,7;22,9;20,0;0,0;768,3;7,68E2;-240,5;20,00;3,0;3,0;39,40;0,36;0,007;0,0;0,01;0,044
17;18.07.2023;12:48:04;00:00:16;250,0;23,0;19,8;18,7;22,9;20,0;0,0;736,7;7,37E2;-273,4;20,00;3,0;3,0;39,40;0,36;0,008;0,0;0,01;0,044
18;18.07.2023;12:48:05;00:00:17;250,0;22,8;19,8;18,7;22,7;20,0;0,0;721,9;7,22E2;-288,1;20,00;3,0;3,0;39,40;0,36;0,013;0,0;0,00;0,044
19;18.07.2023;12:48:06;00:00:18;250,0;22,6;19,5;18,4;22,7;20,0;0,0;691,8;6,92E2;-316,0;20,00;3,0;3,0;39,40;0,36;0,016;0,0;0,00;0,044
20;18.07.2023;12:48:07;00:00:19;250,0;22,6;19,5;18,4;22,7;20,0;0,0;663,5;6,63E2;-344,8;20,00;3,0;3,0;39,40;0,36;0,018;0,0;0,00;0,044
21;18.07.2023;12:48:08;00:00:20;250,0;22,5;19,5;18,3;22,7;20,0;0,0;650,6;6,51E2;-357,4;20,00;3,0;3,0;39,40;0,36;0,019;0,0;0,00;0,044
22;18.07.2023;12:48:09;00:00:21;250,0;22,5;19,5;18,1;22,7;20,0;0,0;623,6;6,24E2;-385,9;20,00;3,0;3,0;39,41;0,37;0,025;0,0;0,00;0,044
23;18.07.2023;12:48:10;00:00:22;250,0;22,3;19,5;18,1;22,7;20,0;0,0;598,1;5,98E2;-411,0;20,00;3,0;3,0;39,41;0,37;0,035;0,0;0,00;0,044
24;18.07.2023;12:48:11;00:00:23;250,0;22,3;19,5;18,1;22,7;20,0;0,0;587,1;5,87E2;-422,3;20,00;3,0;3,0;39,41;0,37;0,041;0,0;0,01;0,044
25;18.07.2023;12:48:12;00:00:24;250,0;22,1;19,5;18,0;22,7;20,0;0,0;564,8;5,65E2;-445,8;20,00;3,0;3,0;39,41;0,37;0,046;0,0;0,00;0,044
26;18.07.2023;12:48:13;00:00:25;250,0;22,0;19,5;17,8;22,7;20,0;0,0;541,9;5,42E2;-466,6;20,00;3,0;3,0;39,41;0,37;0,052;0,0;0,01;0,044
27;18.07.2023;12:48:14;00:00:26;250,0;22,0;19,5;17,8;22,7;20,0;0,0;529,8;5,30E2;-480,0;20,00;3,0;3,0;39,41;0,37;0,055;0,0;0,01;0,044
28;18.07.2023;12:48:15;00:00:27;250,0;22,0;19,5;17,8;22,7;20,0;0,0;509,7;5,10E2;-499,4;20,00;3,0;3,0;39,41;0,37;0,057;0,0;0,00;0,044
29;18.07.2023;12:48:16;00:00:28;250,0;21,8;19,5;17,7;22,7;20,0;0,0;499,3;4,99E2;-510,3;20,00;3,0;3,0;39,41;0,37;0,056;0,0;0,01;0,044
30;18.07.2023;12:48:17;00:00:29;250,0;21,8;19,5;17,7;22,7;20,0;0,0;480,0;4,80E2;-528,6;20,00;3,0;3,0;39,41;0,37;0,058;0,0;0,00;0,044
31;18.07.2023;12:48:18;00:00:30;250,0;21,7;19,5;17,5;22,7;20,0;0,0;461,6;4,62E2;-541,2;20,00;3,0;3,0;39,41;0,38;0,064;0,0;0,00;0,044
32;18.07.2023;12:48:19;00:00:31;250,0;21,7;19,5;17,5;22,7;20,0;0,0;452,3;4,52E2;-541,2;20,00;3,0;2,9;39,42;0,38;0,069;0,0;0,00;0,044
33;18.07.2023;12:48:20;00:00:32;250,0;21,6;19,5;17,4;22,7;20,0;0,0;433,3;4,33E2;-541,2;20,00;3,0;3,0;39,42;0,38;0,071;0,0;0,01;0,044
34;18.07.2023;12:48:21;00:00:33;250,0;21,5;19,5;17,3;22,7;20,0;0,0;417,5;4,17E2;-541,2;20,00;3,0;3,0;39,42;0,38;0,069;0,0;0,01;0,044
35;18.07.2023;12:48:22;00:00:34;250,0;21,5;19,5;17,3;22,7;20,0;0,0;409,0;4,09E2;-541,2;20,00;3,0;3,0;39,42;0,38;0,069;0,0;0,00;0,044
36;18.07.2023;12:48:23;00:00:35;250,0;21,5;19,5;17,3;22,7;20,0;0,0;393,5;3,94E2;-541,2;20,00;3,0;3,0;39,42;0,38;0,066;0,0;0,01;0,044
37;18.07.2023;12:48:24;00:00:36;250,0;21,4;19,5;17,2;22,7;20,0;0,0;378,4;3,78E2;-541,2;20,00;3,0;3,0;39,42;0,38;0,068;0,0;0,01;0,044
38;18.07.2023;12:48:25;00:00:37;250,0;21,4;19,5;17,2;22,7;20,0;0,0;371,0;3,71E2;-541,2;20,00;3,0;3,0;39,42;0,38;0,069;0,0;0,00;0,044
39;18.07.2023;12:48:26;00:00:38;250,0;21,0;19,3;16,8;22,4;20,0;0,0;355,5;3,55E2;-541,2;20,00;3,0;3,0;39,42;0,38;0,075;0,0;0,01;0,044
40;18.07.2023;12:48:27;00:00:39;250,0;21,0;19,2;16,8;22,4;20,0;0,0;341,7;3,42E2;-541,2;20,00;3,0;3,0;39,43;0,39;0,072;0,0;0,01;0,044
41;18.07.2023;12:48:28;00:00:40;250,0;20,9;19,2;16,7;22,4;20,0;0,0;335,2;3,35E2;-541,2;20,00;3,0;3,0;39,43;0,39;0,071;0,0;0,00;0,044
42;18.07.2023;12:48:29;00:00:41;250,0;20,9;19,2;16,7;22,4;20,0;0,0;322,3;3,22E2;-541,2;20,00;3,0;3,0;39,43;0,39;0,064;0,0;0,01;0,044
43;18.07.2023;12:48:30;00:00:42;250,0;20,9;19,2;16,7;22,4;20,0;0,0;316,1;3,16E2;-541,2;20,00;3,0;3,0;39,43;0,39;0,066;0,0;0,01;0,044
44;18.07.2023;12:48:31;00:00:43;250,0;20,7;19,2;16,7;22,5;20,0;0,0;304,0;3,04E2;-541,2;20,00;3,0;3,0;39,43;0,39;0,062;0,0;0,00;0,044
45;18.07.2023;12:48:32;00:00:44;250,0;20,6;19,2;16,6;22,5;20,0;0,0;291,5;2,92E2;-541,2;20,00;3,0;3,0;39,43;0,39;0,063;0,0;0,00;0,044
46;18.07.2023;12:48:33;00:00:45;250,0;20,6;19,2;16,6;22,5;20,0;0,0;285,7;2,86E2;-541,2;20,00;3,0;3,0;39,43;0,39;0,063;0,0;0,00;0,044
47;18.07.2023;12:48:34;00:00:46;250,0;20,5;19,2;16,6;22,5;20,0;0,0;274,9;2,75E2;-541,2;20,00;3,0;3,0;39,43;0,39;0,067;0,0;0,01;0,044
48;18.07.2023;12:48:35;00:00:47;250,0;20,5;19,2;16,6;22,5;20,0;0,0;264,3;2,64E2;-541,2;20,00;3,0;3,0;39,43;0,39;0,064;0,0;0,01;0,044
49;18.07.2023;12:48:36;00:00:48;250,0;20,5;19,3;16,5;22,5;20,0;0,0;259,3;2,59E2;-541,2;20,00;3,0;3,0;39,43;0,39;0,063;0,0;0,01;0,044
50;18.07.2023;12:48:37;00:00:49;250,0;20,5;19,3;16,5;22,5;20,0;0,0;249,2;2,49E2;-541,2;20,00;3,0;3,1;39,44;0,40;0,065;0,0;0,00;0,044
51;18.07.2023;12:48:38;00:00:50;250,0;20,4;19,3;16,5;22,5;20,0;0,0;239,0;2,39E2;-541,2;20,00;3,0;3,0;39,44;0,40;0,067;0,0;0,00;0,044
52;18.07.2023;12:48:39;00:00:51;250,0;20,4;19,3;16,5;22,5;20,0;0,0;234,5;2,35E2;-541,2;20,00;3,0;3,0;39,44;0,40;0,068;0,0;0,01;0,044
53;18.07.2023;12:48:40;00:00:52;250,0;20,3;19,3;16,5;22,5;20,0;0,0;225,5;2,25E2;-541,2;20,00;3,0;3,0;39,44;0,40;0,063;0,0;0,00;0,044
